É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/12/19 12:02:46

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2015/2/1,-0.2,8,1,-3.0,8,1
2015/2/2,-1.2,8,1,-3.3,8,1
2015/2/3,-2.3,8,1,-6.5,8,1
2015/2/4,-2.1,8,1,-9.7,8,1
2015/2/5,-2.1,8,1,-7.4,8,1
2015/2/6,0.6,8,1,-10.1,8,1
2015/2/7,3.6,8,1,-4.2,8,1
2015/2/8,3.7,8,1,1.6,8,1
2015/2/9,3.7,8,1,-8.2,8,1
2015/2/10,-4.7,8,1,-7.8,8,1
2015/2/11,0.7,8,1,-7.7,8,1
2015/2/12,2.6,8,1,-5.3,8,1
2015/2/13,-0.4,8,1,-6.0,8,1
2015/2/14,1.6,8,1,-2.0,8,1
2015/2/15,2.0,8,1,-1.9,8,1
2015/2/16,2.3,8,1,1.2,8,1
2015/2/17,4.8,8,1,-1.6,8,1
2015/2/18,2.7,8,1,-1.0,8,1
2015/2/19,3.9,8,1,-2.8,8,1
2015/2/20,3.1,8,1,-3.0,8,1
2015/2/21,3.3,8,1,-3.8,8,1
2015/2/22,3.2,8,1,-0.8,8,1
2015/2/23,7.6,8,1,0.6,8,1
2015/2/24,2.8,8,1,-1.1,8,1
2015/2/25,1.3,8,1,-2.3,8,1
2015/2/26,3.9,8,1,-3.7,8,1
2015/2/27,5.4,8,1,0.7,8,1
2015/2/28,2.5,8,1,-2.5,8,1
2015/3/1,2.0,8,1,-4.5,8,1
2015/3/2,4.1,8,1,-0.2,8,1
2015/3/3,5.1,8,1,-1.2,8,1
2015/3/4,2.2,8,1,-0.2,8,1
2015/3/5,2.3,8,1,-0.6,8,1
2015/3/6,4.8,8,1,-2.3,8,1
2015/3/7,2.3,8,1,0.2,8,1
2015/3/8,7.1,8,1,-1.0,8,1
2015/3/9,6.9,8,1,-0.1,8,1
2015/3/10,7.5,8,1,0.7,8,1
2015/3/11,2.9,8,1,-1.1,8,1
2015/3/12,2.7,8,1,-0.6,8,1
2015/3/13,3.5,8,1,-0.8,8,1
2015/3/14,4.9,8,1,0.2,8,1
2015/3/15,5.7,8,1,-1.0,8,1
2015/3/16,9.9,8,1,2.0,8,1
2015/3/17,11.8,8,1,3.5,8,1
2015/3/18,7.7,8,1,2.6,8,1
2015/3/19,9.7,8,1,0.6,8,1
2015/3/20,7.5,8,1,0.3,8,1
2015/3/21,10.1,8,1,-0.5,8,1
2015/3/22,8.8,8,1,2.7,8,1
2015/3/23,5.2,8,1,-0.5,8,1
2015/3/24,3.5,8,1,-0.7,8,1
2015/3/25,4.9,8,1,1.4,8,1
2015/3/26,10.3,8,1,-0.9,8,1
2015/3/27,14.9,8,1,2.4,8,1
2015/3/28,16.0,8,1,3.9,8,1
2015/3/29,16.3,8,1,5.6,8,1
2015/3/30,12.2,8,1,5.3,8,1
2015/3/31,12.0,8,1,5.2,8,1
2015/4/1,8.6,8,1,2.4,8,1
2015/4/2,13.7,8,1,0.2,8,1
2015/4/3,10.3,8,1,4.7,8,1
2015/4/4,10.9,8,1,5.1,8,1
2015/4/5,9.7,8,1,4.2,8,1
2015/4/6,12.3,8,1,3.8,8,1
2015/4/7,5.1,8,1,-0.5,8,1
2015/4/8,5.8,8,1,-1.3,8,1
2015/4/9,8.8,8,1,-0.7,8,1
2015/4/10,9.1,8,1,1.3,8,1
2015/4/11,12.8,8,1,6.3,8,1
2015/4/12,12.7,8,1,3.8,8,1
2015/4/13,13.0,8,1,2.2,8,1
2015/4/14,18.8,8,1,4.3,8,1
2015/4/15,11.0,8,1,5.1,8,1
2015/4/16,8.4,8,1,3.5,8,1
2015/4/17,9.3,8,1,4.4,8,1
2015/4/18,15.3,8,1,4.0,8,1
2015/4/19,10.5,8,1,5.0,8,1
2015/4/20,10.1,8,1,4.3,8,1
2015/4/21,11.5,8,1,5.6,8,1
2015/4/22,18.6,8,1,4.5,8,1
2015/4/23,20.6,8,1,5.7,8,1
2015/4/24,14.8,8,1,7.7,8,1
2015/4/25,16.2,8,1,6.3,8,1
2015/4/26,21.6,8,1,8.8,8,1
2015/4/27,24.6,8,1,10.8,8,1
2015/4/28,19.2,8,1,9.5,8,1
2015/4/29,20.3,8,1,9.2,8,1
2015/4/30,25.9,8,1,8.2,8,1
2015/5/1,18.8,8,1,8.8,8,1
2015/5/2,22.1,8,1,9.7,8,1
2015/5/3,24.1,8,1,11.4,8,1
2015/5/4,22.1,8,1,11.4,8,1
2015/5/5,19.9,8,1,9.4,8,1
2015/5/6,20.8,8,1,9.5,8,1
2015/5/7,18.3,8,1,9.8,8,1
2015/5/8,20.2,8,1,7.5,8,1
2015/5/9,13.5,8,1,7.9,8,1
2015/5/10,14.0,8,1,7.1,8,1
2015/5/11,23.3,8,1,7.1,8,1
2015/5/12,21.9,8,1,9.8,8,1
2015/5/13,18.4,8,1,10.6,8,1
2015/5/14,12.8,8,1,7.5,8,1
2015/5/15,11.7,8,1,7.5,8,1
2015/5/16,14.0,8,1,7.3,8,1
2015/5/17,16.1,8,1,7.8,8,1
2015/5/18,21.1,8,1,6.5,8,1
2015/5/19,15.7,8,1,11.3,8,1
2015/5/20,18.3,8,1,8.8,8,1
2015/5/21,14.8,8,1,9.6,8,1
2015/5/22,22.6,8,1,9.7,8,1
2015/5/23,21.7,8,1,13.6,8,1
2015/5/24,18.3,8,1,10.2,8,1
2015/5/25,20.1,8,1,8.9,8,1
2015/5/26,21.2,8,1,10.9,8,1
2015/5/27,21.7,8,1,10.5,8,1
2015/5/28,22.6,8,1,8.9,8,1
2015/5/29,29.6,8,1,13.0,8,1
2015/5/30,26.5,8,1,14.9,8,1
2015/5/31,22.7,8,1,13.8,8,1
2015/6/1,27.8,8,1,12.8,8,1
2015/6/2,25.5,8,1,14.3,8,1
2015/6/3,23.8,8,1,14.5,8,1
2015/6/4,16.0,8,1,9.5,8,1
2015/6/5,12.9,8,1,9.4,8,1
2015/6/6,14.7,8,1,9.8,8,1
2015/6/7,16.1,8,1,10.3,8,1
2015/6/8,21.6,8,1,12.4,8,1
2015/6/9,17.7,8,1,13.9,8,1
2015/6/10,19.4,8,1,13.3,8,1
2015/6/11,16.7,8,1,12.6,8,1
2015/6/12,23.9,8,1,11.5,8,1
2015/6/13,21.0,8,1,14.6,8,1
2015/6/14,23.2,8,1,14.8,8,1
2015/6/15,22.6,8,1,14.3,8,1
2015/6/16,22.3,8,1,15.3,8,1
2015/6/17,26.3,8,1,16.3,8,1
2015/6/18,25.5,8,1,15.6,8,1
2015/6/19,24.7,8,1,14.8,8,1
2015/6/20,20.8,8,1,13.9,8,1
2015/6/21,25.3,8,1,12.1,8,1
2015/6/22,22.3,8,1,14.1,8,1
2015/6/23,21.1,8,1,14.9,8,1
2015/6/24,18.8,8,1,14.6,8,1
2015/6/25,20.3,8,1,15.1,8,1
2015/6/26,25.9,8,1,15.7,8,1
2015/6/27,20.2,8,1,15.5,8,1
2015/6/28,18.3,8,1,12.0,8,1
2015/6/29,17.9,8,1,13.3,8,1
2015/6/30,17.1,8,1,14.6,8,1
2015/7/1,19.7,8,1,15.6,8,1
2015/7/2,24.0,8,1,15.0,8,1
2015/7/3,23.4,8,1,15.2,8,1
2015/7/4,19.4,8,1,14.8,8,1
2015/7/5,23.1,8,1,14.8,8,1
2015/7/6,25.2,8,1,16.1,8,1
2015/7/7,22.1,8,1,14.2,8,1
2015/7/8,18.6,8,1,13.5,8,1
2015/7/9,25.4,8,1,11.5,8,1
2015/7/10,27.0,8,1,13.8,8,1
2015/7/11,30.7,8,1,15.4,8,1
2015/7/12,31.3,8,1,19.4,8,1
2015/7/13,26.7,8,1,20.9,8,1
2015/7/14,30.9,8,1,20.4,8,1
2015/7/15,22.8,8,1,14.2,8,1
2015/7/16,20.6,8,1,14.6,8,1
2015/7/17,28.3,8,1,13.2,8,1
2015/7/18,24.7,8,1,18.8,8,1
2015/7/19,26.1,8,1,18.8,8,1
2015/7/20,27.4,8,1,19.6,8,1
2015/7/21,25.9,8,1,19.9,8,1
2015/7/22,28.1,8,1,21.3,8,1
2015/7/23,27.9,8,1,21.8,8,1
2015/7/24,27.8,8,1,20.4,8,1
2015/7/25,25.4,8,1,21.8,8,1
2015/7/26,26.1,8,1,21.6,8,1
2015/7/27,29.8,8,1,21.9,8,1
2015/7/28,28.8,8,1,22.4,8,1
2015/7/29,28.7,8,1,21.9,8,1
2015/7/30,29.9,8,1,22.3,8,1
2015/7/31,30.0,8,1,23.4,8,1
2015/8/1,27.3,8,1,21.1,8,1
2015/8/2,29.0,8,1,19.3,8,1
2015/8/3,27.8,8,1,19.5,8,1
2015/8/4,31.9,8,1,22.5,8,1
2015/8/5,34.5,8,1,24.0,8,1
2015/8/6,26.5,8,1,23.7,8,1
2015/8/7,28.2,8,1,21.2,8,1
2015/8/8,26.7,8,1,20.4,8,1
2015/8/9,27.8,8,1,20.1,8,1
2015/8/10,29.5,8,1,23.0,8,1
2015/8/11,26.9,8,1,22.2,8,1
2015/8/12,27.8,8,1,20.4,8,1
2015/8/13,28.2,8,1,20.4,8,1
2015/8/14,28.7,8,1,20.3,8,1
2015/8/15,25.4,8,1,20.6,8,1
2015/8/16,26.4,8,1,20.5,8,1
2015/8/17,27.5,8,1,19.8,8,1
2015/8/18,22.5,8,1,16.4,8,1
2015/8/19,23.6,8,1,16.5,8,1
2015/8/20,23.3,8,1,17.5,8,1
2015/8/21,26.0,8,1,16.9,8,1
2015/8/22,27.7,8,1,20.0,8,1
2015/8/23,24.2,8,1,18.5,8,1
2015/8/24,25.4,8,1,16.0,8,1
2015/8/25,26.3,8,1,14.7,8,1
2015/8/26,21.7,8,1,17.1,8,1
2015/8/27,22.1,8,1,18.3,8,1
2015/8/28,23.0,8,1,17.8,8,1
2015/8/29,24.9,8,1,16.7,8,1
2015/8/30,23.5,8,1,15.3,8,1
2015/8/31,25.0,8,1,19.4,8,1
2015/9/1,26.3,8,1,17.9,8,1
2015/9/2,21.9,8,1,18.4,8,1
2015/9/3,27.0,8,1,16.5,8,1
2015/9/4,22.8,8,1,17.8,8,1
2015/9/5,22.5,8,1,15.2,8,1
2015/9/6,21.5,8,1,13.6,8,1
2015/9/7,24.6,8,1,14.7,8,1
2015/9/8,25.1,8,1,15.9,8,1
2015/9/9,22.0,8,1,15.3,8,1
2015/9/10,23.9,8,1,15.5,8,1
2015/9/11,26.0,8,1,19.7,8,1
2015/9/12,23.3,8,1,18.5,8,1
2015/9/13,18.6,8,1,13.7,8,1
2015/9/14,21.6,8,1,11.5,8,1
2015/9/15,22.9,8,1,11.5,8,1
2015/9/16,24.0,8,1,12.6,8,1
2015/9/17,23.1,8,1,15.5,8,1
2015/9/18,20.3,8,1,14.8,8,1
2015/9/19,19.9,8,1,14.7,8,1
2015/9/20,21.9,8,1,16.1,8,1
2015/9/21,24.1,8,1,14.1,8,1
2015/9/22,24.5,8,1,14.9,8,1
2015/9/23,26.2,8,1,14.1,8,1
2015/9/24,23.5,8,1,14.7,8,1
2015/9/25,22.5,8,1,16.6,8,1
2015/9/26,20.7,8,1,16.6,8,1
2015/9/27,21.8,8,1,14.0,8,1
2015/9/28,18.7,8,1,12.3,8,1
2015/9/29,16.6,8,1,10.0,8,1
2015/9/30,17.9,8,1,9.8,8,1
2015/10/1,18.5,8,1,8.8,8,1
2015/10/2,21.7,8,1,11.7,8,1
2015/10/3,18.6,8,1,9.5,8,1
2015/10/4,15.2,8,1,8.2,8,1
2015/10/5,15.4,8,1,8.3,8,1
2015/10/6,19.2,8,1,6.5,8,1
2015/10/7,19.2,8,1,7.6,8,1
2015/10/8,13.7,8,1,10.5,8,1
2015/10/9,14.3,8,1,10.9,8,1
2015/10/10,18.9,8,1,10.2,8,1
2015/10/11,18.2,8,1,10.5,8,1
2015/10/12,15.4,8,1,9.5,8,1
2015/10/13,14.0,8,1,3.0,8,1
2015/10/14,13.2,8,1,3.8,8,1
2015/10/15,14.4,8,1,6.3,8,1
2015/10/16,18.4,8,1,4.7,8,1
2015/10/17,20.1,8,1,7.1,8,1
2015/10/18,22.1,8,1,9.2,8,1
2015/10/19,12.1,8,1,8.2,8,1
2015/10/20,12.9,8,1,6.1,8,1
2015/10/21,12.9,8,1,6.7,8,1
2015/10/22,12.7,8,1,4.0,8,1
2015/10/23,17.4,8,1,3.4,8,1
2015/10/24,16.8,8,1,4.0,8,1
2015/10/25,7.1,8,1,1.3,8,1
2015/10/26,9.7,8,1,2.9,8,1
2015/10/27,13.7,8,1,2.0,8,1
2015/10/28,15.3,8,1,8.2,8,1
2015/10/29,10.4,8,1,5.7,8,1
2015/10/30,10.5,8,1,4.7,8,1
2015/10/31,8.1,8,1,5.7,8,1
2015/11/1,13.0,8,1,4.5,8,1
2015/11/2,12.6,8,1,2.1,8,1
2015/11/3,14.1,8,1,5.1,8,1
2015/11/4,18.5,8,1,3.3,8,1
2015/11/5,18.0,8,1,6.8,8,1
2015/11/6,13.2,8,1,4.5,8,1
2015/11/7,6.4,8,1,1.2,8,1
2015/11/8,6.5,8,1,1.5,8,1
2015/11/9,11.7,8,1,6.0,8,1
2015/11/10,6.3,8,1,4.0,8,1
2015/11/11,8.7,8,1,3.0,8,1
2015/11/12,9.1,8,1,2.4,8,1
2015/11/13,10.5,8,1,0.1,8,1
2015/11/14,11.1,8,1,5.2,8,1
2015/11/15,12.6,8,1,9.8,8,1
2015/11/16,13.5,8,1,7.0,8,1
2015/11/17,14.5,8,1,6.3,8,1
2015/11/18,7.4,8,1,2.1,8,1
2015/11/19,5.6,8,1,0.3,8,1
2015/11/20,5.9,8,1,2.6,8,1
2015/11/21,6.3,8,1,1.9,8,1
2015/11/22,2.9,8,1,0.6,8,1
2015/11/23,5.0,8,1,0.3,8,1
2015/11/24,1.5,8,1,-1.3,8,1
2015/11/25,1.0,8,1,-5.2,8,1
2015/11/26,2.4,8,1,-6.9,8,1
2015/11/27,4.1,8,1,0.9,8,1
2015/11/28,4.5,8,1,0.1,8,1
2015/11/29,4.5,8,1,-0.1,8,1
2015/11/30,5.5,8,1,-2.3,8,1
2015/12/1,2.4,8,1,-0.9,8,1
2015/12/2,4.7,8,1,-1.9,8,1
2015/12/3,10.7,8,1,2.8,8,1
2015/12/4,4.1,8,1,-2.5,8,1
2015/12/5,1.0,8,1,-1.9,8,1
2015/12/6,2.1,8,1,-3.5,8,1
2015/12/7,4.7,8,1,-2.0,8,1
2015/12/8,5.3,8,1,-1.8,8,1
2015/12/9,7.4,8,1,-3.3,8,1
2015/12/10,9.6,8,1,3.6,8,1
2015/12/11,6.4,8,1,2.4,8,1
2015/12/12,5.1,8,1,0.2,8,1
2015/12/13,7.1,8,1,-0.4,8,1
2015/12/14,7.3,8,1,-1.8,8,1
2015/12/15,9.3,8,1,-0.4,8,1
2015/12/16,7.2,8,1,4.1,8,1
2015/12/17,4.2,8,1,-0.3,8,1
2015/12/18,2.1,8,1,-2.6,8,1
2015/12/19,0.8,8,1,-3.4,8,1
2015/12/20,4.1,8,1,-0.7,8,1
2015/12/21,5.5,8,1,1.1,8,1
2015/12/22,2.5,8,1,-2.9,8,1
2015/12/23,3.6,8,1,-5.8,8,1
2015/12/24,8.5,8,1,1.8,8,1
2015/12/25,3.4,8,1,-5.6,8,1
2015/12/26,-3.5,8,1,-6.6,8,1
2015/12/27,-4.8,8,1,-8.0,8,1
2015/12/28,-3.8,8,1,-6.3,8,1
2015/12/29,-2.6,8,1,-7.8,8,1
2015/12/30,-0.3,8,1,-6.5,8,1
2015/12/31,1.6,8,1,-6.3,8,1
