É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/12/19 12:02:07

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2017/1/31,-1.9,8,1,-7.7,8,1
2017/2/1,0.9,8,1,-7.9,8,1
2017/2/2,-5.7,8,1,-8.9,8,1
2017/2/3,-1.8,8,1,-8.0,8,1
2017/2/4,2.2,8,1,-2.5,8,1
2017/2/5,2.3,8,1,-5.3,8,1
2017/2/6,2.3,8,1,-3.5,8,1
2017/2/7,-1.9,8,1,-4.5,8,1
2017/2/8,0.3,8,1,-3.9,8,1
2017/2/9,2.8,8,1,-6.1,8,1
2017/2/10,1.3,8,1,-3.6,8,1
2017/2/11,1.2,8,1,-6.0,8,1
2017/2/12,2.0,8,1,-0.2,8,1
2017/2/13,2.6,8,1,0.1,8,1
2017/2/14,1.2,8,1,-0.8,8,1
2017/2/15,3.2,8,1,-3.7,8,1
2017/2/16,8.1,8,1,-3.6,8,1
2017/2/17,8.3,8,1,-5.2,8,1
2017/2/18,-3.7,8,1,-8.4,8,1
2017/2/19,-1.7,8,1,-7.1,8,1
2017/2/20,-0.8,8,1,-7.6,8,1
2017/2/21,-2.6,8,1,-7.1,8,1
2017/2/22,0.8,8,1,-7.0,8,1
2017/2/23,3.3,8,1,-1.8,8,1
2017/2/24,0.3,8,1,-3.5,8,1
2017/2/25,1.6,8,1,-4.9,8,1
2017/2/26,-2.8,8,1,-7.6,8,1
2017/2/27,-0.3,8,1,-10.8,8,1
2017/2/28,4.1,8,1,-8.4,8,1
2017/3/1,6.7,8,1,-1.1,8,1
2017/3/2,7.5,8,1,2.0,8,1
2017/3/3,3.5,8,1,-3.1,8,1
2017/3/4,-0.2,8,1,-4.6,8,1
2017/3/5,1.2,8,1,-4.5,8,1
2017/3/6,1.1,8,1,-5.0,8,1
2017/3/7,1.8,8,1,-2.7,8,1
2017/3/8,1.4,8,1,-5.7,8,1
2017/3/9,3.4,8,1,-3.2,8,1
2017/3/10,1.2,8,1,-1.8,8,1
2017/3/11,4.0,8,1,-1.8,8,1
2017/3/12,4.0,8,1,-4.1,8,1
2017/3/13,5.5,8,1,-4.0,8,1
2017/3/14,5.1,8,1,-2.0,8,1
2017/3/15,3.8,8,1,-3.5,8,1
2017/3/16,3.7,8,1,0.9,8,1
2017/3/17,4.5,8,1,0.9,8,1
2017/3/18,5.3,8,1,0.3,8,1
2017/3/19,5.9,8,1,2.0,8,1
2017/3/20,7.4,8,1,1.8,8,1
2017/3/21,6.2,8,1,1.0,8,1
2017/3/22,5.6,8,1,0.3,8,1
2017/3/23,2.6,8,1,-1.2,8,1
2017/3/24,2.9,8,1,-1.9,8,1
2017/3/25,4.9,8,1,0.0,8,1
2017/3/26,7.0,8,1,-2.5,8,1
2017/3/27,8.7,8,1,-1.9,8,1
2017/3/28,6.5,8,1,0.1,8,1
2017/3/29,9.6,8,1,-0.4,8,1
2017/3/30,4.3,8,1,0.3,8,1
2017/3/31,4.3,8,1,-0.5,8,1
2017/4/1,6.6,8,1,-2.3,8,1
2017/4/2,7.5,8,1,-1.3,8,1
2017/4/3,11.1,8,1,1.1,8,1
2017/4/4,10.6,8,1,2.3,8,1
2017/4/5,15.4,8,1,2.5,8,1
2017/4/6,18.0,8,1,5.6,8,1
2017/4/7,11.1,8,1,4.1,8,1
2017/4/8,7.5,8,1,3.9,8,1
2017/4/9,10.1,8,1,4.3,8,1
2017/4/10,10.0,8,1,4.0,8,1
2017/4/11,10.9,8,1,3.2,8,1
2017/4/12,6.3,8,1,1.8,8,1
2017/4/13,4.4,8,1,-2.4,8,1
2017/4/14,17.9,8,1,1.2,8,1
2017/4/15,19.0,8,1,9.5,8,1
2017/4/16,17.5,8,1,6.0,8,1
2017/4/17,15.4,8,1,3.6,8,1
2017/4/18,10.1,8,1,3.1,8,1
2017/4/19,8.7,8,1,2.4,8,1
2017/4/20,7.2,8,1,1.6,8,1
2017/4/21,13.4,8,1,3.2,8,1
2017/4/22,6.6,8,1,3.0,8,1
2017/4/23,10.0,8,1,3.5,8,1
2017/4/24,16.0,8,1,1.8,8,1
2017/4/25,20.0,8,1,6.8,8,1
2017/4/26,17.6,8,1,5.9,8,1
2017/4/27,13.9,8,1,5.4,8,1
2017/4/28,14.2,8,1,5.0,8,1
2017/4/29,16.3,8,1,6.5,8,1
2017/4/30,15.5,8,1,7.2,8,1
2017/5/1,13.3,8,1,6.8,8,1
2017/5/2,14.2,8,1,6.9,8,1
2017/5/3,23.6,8,1,6.5,8,1
2017/5/4,26.1,8,1,8.8,8,1
2017/5/5,24.8,8,1,11.9,8,1
2017/5/6,21.8,8,1,8.7,8,1
2017/5/7,17.3,8,1,8.9,8,1
2017/5/8,13.4,8,1,6.4,8,1
2017/5/9,19.7,8,1,4.2,8,1
2017/5/10,18.5,8,1,10.4,8,1
2017/5/11,16.4,8,1,11.9,8,1
2017/5/12,19.9,8,1,11.2,8,1
2017/5/13,15.5,8,1,9.1,8,1
2017/5/14,12.3,8,1,8.1,8,1
2017/5/15,13.9,8,1,8.0,8,1
2017/5/16,13.9,8,1,9.3,8,1
2017/5/17,20.4,8,1,8.2,8,1
2017/5/18,25.4,8,1,10.5,8,1
2017/5/19,27.7,8,1,11.8,8,1
2017/5/20,25.4,8,1,13.7,8,1
2017/5/21,23.9,8,1,12.6,8,1
2017/5/22,16.9,8,1,13.2,8,1
2017/5/23,17.4,8,1,12.3,8,1
2017/5/24,16.7,8,1,11.2,8,1
2017/5/25,19.4,8,1,11.9,8,1
2017/5/26,24.2,8,1,11.1,8,1
2017/5/27,17.3,8,1,11.0,8,1
2017/5/28,15.7,8,1,10.8,8,1
2017/5/29,25.7,8,1,9.9,8,1
2017/5/30,26.0,8,1,15.3,8,1
2017/5/31,24.0,8,1,14.8,8,1
2017/6/1,19.1,8,1,13.6,8,1
2017/6/2,21.6,8,1,10.8,8,1
2017/6/3,13.6,8,1,7.6,8,1
2017/6/4,12.0,8,1,7.2,8,1
2017/6/5,17.1,8,1,8.2,8,1
2017/6/6,23.8,8,1,7.6,8,1
2017/6/7,22.0,8,1,10.4,8,1
2017/6/8,20.3,8,1,13.0,8,1
2017/6/9,25.0,8,1,14.0,8,1
2017/6/10,16.5,8,1,12.2,8,1
2017/6/11,18.4,8,1,8.9,8,1
2017/6/12,15.2,8,1,8.2,8,1
2017/6/13,19.7,8,1,7.9,8,1
2017/6/14,24.8,8,1,12.5,8,1
2017/6/15,16.9,8,1,13.6,8,1
2017/6/16,22.1,8,1,14.1,8,1
2017/6/17,21.1,8,1,13.4,8,1
2017/6/18,25.7,8,1,13.0,8,1
2017/6/19,23.1,8,1,15.0,8,1
2017/6/20,24.2,8,1,12.8,8,1
2017/6/21,25.8,8,1,14.1,8,1
2017/6/22,18.4,8,1,15.9,8,1
2017/6/23,20.9,8,1,14.2,8,1
2017/6/24,21.2,8,1,14.6,8,1
2017/6/25,17.8,8,1,12.0,8,1
2017/6/26,15.2,8,1,11.8,8,1
2017/6/27,22.2,8,1,11.6,8,1
2017/6/28,21.9,8,1,13.2,8,1
2017/6/29,24.8,8,1,16.5,8,1
2017/6/30,29.6,8,1,16.4,8,1
2017/7/1,29.5,8,1,19.4,8,1
2017/7/2,25.0,8,1,16.2,8,1
2017/7/3,21.6,8,1,16.0,8,1
2017/7/4,22.3,8,1,16.7,8,1
2017/7/5,23.8,8,1,17.0,8,1
2017/7/6,29.1,8,1,18.4,8,1
2017/7/7,33.2,8,1,18.7,8,1
2017/7/8,30.0,8,1,19.9,8,1
2017/7/9,32.4,8,1,19.6,8,1
2017/7/10,33.2,8,1,23.6,8,1
2017/7/11,29.8,8,1,22.6,8,1
2017/7/12,28.3,8,1,21.6,8,1
2017/7/13,33.1,8,1,21.3,8,1
2017/7/14,34.9,8,1,22.1,8,1
2017/7/15,33.4,8,1,22.0,8,1
2017/7/16,27.3,8,1,21.1,8,1
2017/7/17,23.1,8,1,18.6,8,1
2017/7/18,21.3,8,1,17.3,8,1
2017/7/19,25.5,8,1,16.7,8,1
2017/7/20,27.1,8,1,19.0,8,1
2017/7/21,28.7,8,1,21.3,8,1
2017/7/22,26.1,8,1,19.9,8,1
2017/7/23,28.1,8,1,19.4,8,1
2017/7/24,26.9,8,1,19.5,8,1
2017/7/25,28.5,8,1,18.6,8,1
2017/7/26,25.7,8,1,17.2,8,1
2017/7/27,27.7,8,1,18.0,8,1
2017/7/28,23.0,8,1,19.4,8,1
2017/7/29,27.6,8,1,18.2,8,1
2017/7/30,29.2,8,1,18.2,8,1
2017/7/31,23.3,8,1,19.9,8,1
2017/8/1,27.1,8,1,19.2,8,1
2017/8/2,27.6,8,1,20.4,8,1
2017/8/3,25.7,8,1,19.0,8,1
2017/8/4,25.7,8,1,17.2,8,1
2017/8/5,27.7,8,1,18.8,8,1
2017/8/6,29.2,8,1,19.5,8,1
2017/8/7,29.6,8,1,20.2,8,1
2017/8/8,28.7,8,1,20.4,8,1
2017/8/9,23.3,8,1,18.0,8,1
2017/8/10,26.0,8,1,18.8,8,1
2017/8/11,25.8,8,1,18.8,8,1
2017/8/12,21.1,8,1,17.6,8,1
2017/8/13,22.7,8,1,16.4,8,1
2017/8/14,23.8,8,1,18.3,8,1
2017/8/15,27.0,8,1,18.9,8,1
2017/8/16,26.4,8,1,18.9,8,1
2017/8/17,24.0,8,1,19.0,8,1
2017/8/18,25.3,8,1,19.0,8,1
2017/8/19,26.3,8,1,18.7,8,1
2017/8/20,26.6,8,1,17.3,8,1
2017/8/21,27.1,8,1,17.8,8,1
2017/8/22,23.4,8,1,19.9,8,1
2017/8/23,29.3,8,1,21.0,8,1
2017/8/24,25.9,8,1,21.7,8,1
2017/8/25,27.0,8,1,20.5,8,1
2017/8/26,28.9,8,1,19.9,8,1
2017/8/27,26.0,8,1,18.1,8,1
2017/8/28,24.8,8,1,17.3,8,1
2017/8/29,23.6,8,1,16.5,8,1
2017/8/30,21.1,8,1,12.5,8,1
2017/8/31,23.2,8,1,14.9,8,1
2017/9/1,22.2,8,1,15.0,8,1
2017/9/2,22.0,8,1,15.4,8,1
2017/9/3,21.2,8,1,15.0,8,1
2017/9/4,25.3,8,1,14.5,8,1
2017/9/5,26.9,8,1,15.0,8,1
2017/9/6,26.5,8,1,17.1,8,1
2017/9/7,26.0,8,1,17.3,8,1
2017/9/8,25.5,8,1,17.0,8,1
2017/9/9,24.4,8,1,16.3,8,1
2017/9/10,22.7,8,1,13.2,8,1
2017/9/11,23.4,5,1,13.4,8,1
2017/9/12,18.1,8,1,15.5,8,1
2017/9/13,22.8,8,1,15.1,8,1
2017/9/14,21.8,8,1,13.4,8,1
2017/9/15,21.5,8,1,13.3,8,1
2017/9/16,20.8,8,1,12.2,8,1
2017/9/17,19.6,8,1,14.6,8,1
2017/9/18,20.8,8,1,13.4,8,1
2017/9/19,24.1,8,1,15.3,8,1
2017/9/20,23.6,8,1,14.8,8,1
2017/9/21,21.5,8,1,13.0,8,1
2017/9/22,24.0,8,1,11.3,8,1
2017/9/23,21.8,8,1,14.6,8,1
2017/9/24,23.2,8,1,13.9,8,1
2017/9/25,24.7,8,1,12.6,8,1
2017/9/26,23.8,8,1,10.1,8,1
2017/9/27,22.6,8,1,13.0,8,1
2017/9/28,15.3,8,1,9.8,8,1
2017/9/29,18.6,8,1,7.6,8,1
2017/9/30,19.1,8,1,9.0,8,1
2017/10/1,22.3,8,1,8.9,8,1
2017/10/2,20.7,8,1,13.2,8,1
2017/10/3,15.2,8,1,8.4,8,1
2017/10/4,13.6,8,1,6.7,8,1
2017/10/5,15.8,8,1,6.4,8,1
2017/10/6,19.5,8,1,7.0,8,1
2017/10/7,20.7,8,1,15.0,8,1
2017/10/8,20.5,8,1,13.4,8,1
2017/10/9,22.0,8,1,12.9,8,1
2017/10/10,15.8,8,1,11.1,8,1
2017/10/11,11.1,8,1,8.4,8,1
2017/10/12,12.8,8,1,7.7,8,1
2017/10/13,14.7,8,1,9.0,8,1
2017/10/14,14.8,8,1,7.0,8,1
2017/10/15,12.0,8,1,7.0,8,1
2017/10/16,12.9,8,1,4.2,8,1
2017/10/17,15.0,8,1,4.6,8,1
2017/10/18,10.6,8,1,4.3,8,1
2017/10/19,12.5,8,1,1.7,8,1
2017/10/20,14.4,8,1,6.2,8,1
2017/10/21,17.9,8,1,9.6,8,1
2017/10/22,13.9,8,1,8.9,8,1
2017/10/23,9.1,8,1,1.4,8,1
2017/10/24,14.7,8,1,4.5,8,1
2017/10/25,18.2,8,1,2.7,8,1
2017/10/26,13.8,8,1,6.8,8,1
2017/10/27,15.1,8,1,4.4,8,1
2017/10/28,16.0,8,1,5.4,8,1
2017/10/29,18.7,8,1,11.7,8,1
2017/10/30,11.8,8,1,2.3,8,1
2017/10/31,10.0,8,1,2.4,8,1
2017/11/1,15.9,8,1,5.2,8,1
2017/11/2,13.3,8,1,6.1,8,1
2017/11/3,16.4,8,1,6.6,8,1
2017/11/4,6.8,8,1,2.9,8,1
2017/11/5,8.6,8,1,3.8,8,1
2017/11/6,16.9,8,1,6.3,8,1
2017/11/7,17.4,8,1,6.7,8,1
2017/11/8,16.3,8,1,9.2,8,1
2017/11/9,9.9,8,1,4.5,8,1
2017/11/10,9.8,8,1,4.0,8,1
2017/11/11,12.8,8,1,3.4,8,1
2017/11/12,7.1,8,1,2.3,8,1
2017/11/13,10.0,8,1,1.1,8,1
2017/11/14,15.0,8,1,6.5,8,1
2017/11/15,7.0,8,1,1.2,8,1
2017/11/16,4.5,8,1,-1.2,8,1
2017/11/17,5.5,8,1,-1.1,8,1
2017/11/18,9.0,8,1,-0.8,8,1
2017/11/19,-0.2,8,1,-6.6,8,1
2017/11/20,-1.7,8,1,-6.5,8,1
2017/11/21,0.2,8,1,-5.6,8,1
2017/11/22,7.1,8,1,-3.6,8,1
2017/11/23,5.6,8,1,-0.7,8,1
2017/11/24,-0.1,8,1,-2.8,8,1
2017/11/25,-1.9,8,1,-4.7,8,1
2017/11/26,3.6,8,1,-3.6,8,1
2017/11/27,0.4,8,1,-4.9,8,1
2017/11/28,7.5,8,1,-2.2,8,1
2017/11/29,11.3,8,1,-2.9,8,1
2017/11/30,-1.7,8,1,-5.2,8,1
2017/12/1,-2.6,8,1,-5.8,8,1
2017/12/2,-1.9,8,1,-5.1,8,1
2017/12/3,2.8,8,1,-3.4,8,1
2017/12/4,2.5,8,1,-2.5,8,1
2017/12/5,1.4,8,1,-4.5,8,1
2017/12/6,-3.3,8,1,-6.8,8,1
2017/12/7,-1.4,8,1,-7.4,8,1
2017/12/8,-0.3,8,1,-6.2,8,1
2017/12/9,-0.9,8,1,-9.0,8,1
2017/12/10,0.6,8,1,-4.5,8,1
2017/12/11,7.2,8,1,-1.9,8,1
2017/12/12,0.2,8,1,-4.7,8,1
2017/12/13,2.7,8,1,-5.0,8,1
2017/12/14,3.1,8,1,-1.4,8,1
2017/12/15,2.5,8,1,-2.0,8,1
2017/12/16,0.0,8,1,-6.2,8,1
2017/12/17,-0.7,8,1,-7.6,8,1
2017/12/18,-1.3,8,1,-8.2,8,1
2017/12/19,-2.4,8,1,-7.3,8,1
2017/12/20,-3.0,8,1,-6.6,8,1
2017/12/21,0.9,8,1,-5.5,8,1
2017/12/22,4.0,8,1,-1.9,8,1
2017/12/23,5.2,8,1,-1.1,8,1
2017/12/24,5.8,8,1,-3.5,8,1
2017/12/25,8.8,8,1,-4.0,8,1
2017/12/26,-3.7,8,1,-7.7,8,1
2017/12/27,-2.9,8,1,-7.3,8,1
2017/12/28,-1.2,8,1,-4.8,8,1
2017/12/29,-0.9,8,1,-4.7,8,1
2017/12/30,1.8,8,1,-4.0,8,1
2017/12/31,0.8,8,1,-5.3,8,1
