ダウンロードした時刻：2020/12/19 11:55:40

,東京,東京,東京,東京,東京,東京
2011/4/20,16.7,8,1,6.5,8,1
2011/4/21,16.2,8,1,8.8,8,1
2011/4/22,18.8,8,1,11.4,8,1
2011/4/23,17.9,8,1,14.8,8,1
2011/4/24,20.0,8,1,11.4,8,1
2011/4/25,20.1,8,1,10.9,8,1
2011/4/26,21.0,8,1,11.3,8,1
2011/4/27,24.4,8,1,14.9,8,1
2011/4/28,24.8,8,1,14.3,8,1
2011/4/29,19.1,8,1,12.0,8,1
2011/4/30,22.2,8,1,12.3,8,1
2011/5/1,21.1,8,1,15.4,8,1
2011/5/2,24.2,8,1,14.4,8,1
2011/5/3,18.2,8,1,13.5,8,1
2011/5/4,21.7,8,1,13.3,8,1
2011/5/5,17.2,8,1,13.0,8,1
2011/5/6,19.6,8,1,12.4,8,1
2011/5/7,18.4,8,1,15.4,8,1
2011/5/8,25.9,8,1,14.5,8,1
2011/5/9,23.8,8,1,14.8,8,1
2011/5/10,27.2,8,1,18.4,8,1
2011/5/11,18.5,8,1,13.9,8,1
2011/5/12,16.8,8,1,13.9,8,1
2011/5/13,24.4,8,1,16.1,8,1
2011/5/14,25.1,8,1,14.3,8,1
2011/5/15,25.6,8,1,13.9,8,1
2011/5/16,23.5,8,1,16.9,8,1
2011/5/17,21.7,8,1,15.3,8,1
2011/5/18,23.7,8,1,15.2,8,1
2011/5/19,25.7,8,1,15.4,8,1
2011/5/20,26.7,8,1,18.2,8,1
2011/5/21,27.6,8,1,19.3,8,1
2011/5/22,29.6,8,1,15.2,8,1
2011/5/23,18.3,8,1,12.8,8,1
2011/5/24,18.1,8,1,12.2,8,1
2011/5/25,23.8,8,1,12.9,8,1
2011/5/26,22.3,8,1,16.1,8,1
2011/5/27,20.6,8,1,17.1,8,1
2011/5/28,19.7,8,1,17.1,8,1
2011/5/29,19.1,8,1,16.2,8,1
2011/5/30,21.7,8,1,16.1,8,1
2011/5/31,18.7,8,1,12.2,8,1
2011/6/1,18.5,8,1,12.1,8,1
2011/6/2,17.4,8,1,14.3,8,1
2011/6/3,24.0,8,1,15.2,8,1
2011/6/4,26.3,8,1,18.8,8,1
2011/6/5,25.7,8,1,18.3,8,1
2011/6/6,28.6,8,1,17.4,8,1
2011/6/7,24.0,8,1,20.2,8,1
2011/6/8,22.7,8,1,17.4,8,1
2011/6/9,25.6,8,1,18.3,8,1
2011/6/10,24.9,8,1,20.6,8,1
2011/6/11,25.1,8,1,20.9,8,1
2011/6/12,26.2,8,1,20.8,8,1
2011/6/13,23.5,8,1,18.2,8,1
2011/6/14,24.6,8,1,19.7,8,1
2011/6/15,23.5,8,1,19.6,8,1
2011/6/16,23.7,8,1,18.4,8,1
2011/6/17,21.0,8,1,17.7,8,1
2011/6/18,22.2,8,1,18.8,8,1
2011/6/19,24.5,8,1,19.4,8,1
2011/6/20,26.5,8,1,21.5,8,1
2011/6/21,29.8,8,1,23.0,8,1
2011/6/22,31.9,8,1,21.8,8,1
2011/6/23,32.2,8,1,25.7,8,1
2011/6/24,32.7,8,1,26.1,8,1
2011/6/25,27.9,8,1,20.4,8,1
2011/6/26,22.7,8,1,19.8,8,1
2011/6/27,23.8,8,1,20.4,8,1
2011/6/28,31.9,8,1,22.7,8,1
2011/6/29,35.1,8,1,25.3,8,1
2011/6/30,33.6,8,1,25.2,8,1
2011/7/1,33.9,8,1,24.8,8,1
2011/7/2,28.9,8,1,24.4,8,1
2011/7/3,31.1,8,1,24.1,8,1
2011/7/4,34.3,8,1,26.9,8,1
2011/7/5,32.3,8,1,24.3,8,1
2011/7/6,32.5,8,1,25.4,8,1
2011/7/7,29.7,8,1,23.6,8,1
2011/7/8,31.4,8,1,26.5,8,1
2011/7/9,32.5,8,1,27.3,8,1
2011/7/10,33.6,8,1,26.4,8,1
2011/7/11,33.8,8,1,26.1,8,1
2011/7/12,32.3,8,1,26.2,8,1
2011/7/13,32.7,8,1,26.4,8,1
2011/7/14,33.4,8,1,25.9,8,1
2011/7/15,33.7,8,1,25.9,8,1
2011/7/16,33.3,8,1,26.4,8,1
2011/7/17,34.1,8,1,26.1,8,1
2011/7/18,34.8,8,1,27.4,8,1
2011/7/19,28.7,8,1,26.5,8,1
2011/7/20,28.7,8,1,21.1,8,1
2011/7/21,23.6,8,1,18.2,8,1
2011/7/22,24.2,8,1,18.0,8,1
2011/7/23,27.5,8,1,18.9,8,1
2011/7/24,30.3,8,1,22.7,8,1
2011/7/25,31.5,8,1,25.1,8,1
2011/7/26,30.4,8,1,25.4,8,1
2011/7/27,31.8,8,1,25.5,8,1
2011/7/28,29.6,8,1,24.1,8,1
2011/7/29,29.4,8,1,25.0,8,1
2011/7/30,29.7,8,1,23.1,8,1
2011/7/31,25.1,8,1,22.2,8,1
2011/8/1,27.3,8,1,22.1,8,1
2011/8/2,29.1,8,1,22.0,8,1
2011/8/3,29.3,8,1,24.4,8,1
2011/8/4,31.1,8,1,24.3,8,1
2011/8/5,31.2,8,1,25.1,8,1
2011/8/6,32.3,8,1,26.0,8,1
2011/8/7,34.5,8,1,26.0,8,1
2011/8/8,33.2,8,1,25.5,8,1
2011/8/9,33.9,8,1,27.4,8,1
2011/8/10,34.6,8,1,27.4,8,1
2011/8/11,35.2,8,1,28.2,8,1
2011/8/12,35.1,8,1,28.1,8,1
2011/8/13,34.5,8,1,27.2,8,1
2011/8/14,33.6,8,1,27.7,8,1
2011/8/15,33.2,8,1,27.4,8,1
2011/8/16,33.6,8,1,27.4,8,1
2011/8/17,33.8,8,1,27.5,8,1
2011/8/18,36.1,8,1,28.7,8,1
2011/8/19,30.9,8,1,22.0,8,1
2011/8/20,25.8,8,1,22.3,8,1
2011/8/21,23.5,8,1,19.3,8,1
2011/8/22,22.9,8,1,19.5,8,1
2011/8/23,30.9,8,1,21.4,8,1
2011/8/24,32.0,8,1,25.6,8,1
2011/8/25,29.3,8,1,25.1,8,1
2011/8/26,31.9,8,1,22.9,8,1
2011/8/27,27.5,8,1,21.9,8,1
2011/8/28,29.8,8,1,22.1,8,1
2011/8/29,29.8,8,1,23.1,8,1
2011/8/30,31.7,8,1,22.7,8,1
2011/8/31,30.4,8,1,21.6,8,1
2011/9/1,31.9,8,1,26.0,8,1
2011/9/2,31.9,8,1,24.9,8,1
2011/9/3,30.4,8,1,24.3,8,1
2011/9/4,29.4,8,1,25.6,8,1
2011/9/5,29.0,8,1,24.5,8,1
2011/9/6,29.3,8,1,21.8,8,1
2011/9/7,29.4,8,1,20.3,8,1
2011/9/8,29.7,8,1,21.8,8,1
2011/9/9,31.4,8,1,24.1,8,1
2011/9/10,32.3,8,1,25.6,8,1
2011/9/11,30.9,8,1,25.8,8,1
2011/9/12,32.5,8,1,25.7,8,1
2011/9/13,32.3,8,1,25.6,8,1
2011/9/14,32.3,8,1,25.2,8,1
2011/9/15,32.4,8,1,25.7,8,1
2011/9/16,31.7,8,1,25.0,8,1
2011/9/17,31.4,8,1,25.5,8,1
2011/9/18,31.7,8,1,26.2,8,1
2011/9/19,31.1,8,1,19.5,8,1
2011/9/20,21.5,8,1,18.7,8,1
2011/9/21,26.3,8,1,17.3,8,1
2011/9/22,29.5,8,1,18.5,8,1
2011/9/23,22.5,8,1,19.0,8,1
2011/9/24,24.8,8,1,15.9,8,1
2011/9/25,23.5,8,1,17.5,8,1
2011/9/26,20.2,8,1,17.5,8,1
2011/9/27,23.7,8,1,18.1,8,1
2011/9/28,24.3,8,1,16.7,8,1
2011/9/29,25.7,8,1,17.8,8,1
2011/9/30,29.6,8,1,19.3,8,1
2011/10/1,25.1,8,1,19.6,8,1
2011/10/2,20.1,8,1,17.4,8,1
2011/10/3,22.9,8,1,15.9,8,1
2011/10/4,22.2,8,1,14.9,8,1
2011/10/5,19.0,8,1,14.4,8,1
2011/10/6,25.5,8,1,15.9,8,1
2011/10/7,25.6,8,1,17.9,8,1
2011/10/8,23.2,8,1,16.5,8,1
2011/10/9,22.8,8,1,17.0,8,1
2011/10/10,24.3,8,1,17.5,8,1
2011/10/11,25.2,8,1,18.1,8,1
2011/10/12,23.4,8,1,17.5,8,1
2011/10/13,23.7,8,1,16.9,8,1
2011/10/14,25.4,8,1,17.4,8,1
2011/10/15,26.9,8,1,21.6,8,1
2011/10/16,29.7,8,1,20.6,8,1
2011/10/17,24.6,8,1,18.5,8,1
2011/10/18,21.1,8,1,16.5,8,1
2011/10/19,17.5,8,1,14.9,8,1
2011/10/20,20.8,8,1,14.0,8,1
2011/10/21,21.2,8,1,16.5,8,1
2011/10/22,23.0,8,1,16.3,8,1
2011/10/23,25.9,8,1,20.4,8,1
2011/10/24,22.7,8,1,19.4,8,1
2011/10/25,26.9,8,1,18.4,8,1
2011/10/26,20.3,8,1,13.4,8,1
2011/10/27,19.3,8,1,11.7,8,1
2011/10/28,19.9,8,1,11.2,8,1
2011/10/29,20.9,8,1,11.6,8,1
2011/10/30,19.6,8,1,14.4,8,1
2011/10/31,23.4,8,1,15.3,8,1
2011/11/1,21.4,8,1,14.3,8,1
2011/11/2,21.0,8,1,12.9,8,1
2011/11/3,21.3,8,1,15.6,8,1
2011/11/4,22.0,8,1,14.8,8,1
2011/11/5,22.2,8,1,15.2,8,1
2011/11/6,19.5,8,1,17.2,8,1
2011/11/7,22.7,8,1,15.9,8,1
2011/11/8,17.8,8,1,13.9,8,1
2011/11/9,16.6,8,1,11.7,8,1
2011/11/10,16.2,8,1,11.9,8,1
2011/11/11,14.4,8,1,11.2,8,1
2011/11/12,20.4,8,1,12.9,8,1
2011/11/13,21.7,8,1,13.6,8,1
2011/11/14,20.7,8,1,13.2,8,1
2011/11/15,16.4,8,1,11.8,8,1
2011/11/16,15.8,8,1,9.7,8,1
2011/11/17,19.7,8,1,9.5,8,1
2011/11/18,14.3,8,1,10.5,8,1
2011/11/19,22.0,8,1,12.1,8,1
2011/11/20,22.1,8,1,13.5,8,1
2011/11/21,16.5,8,1,9.3,8,1
2011/11/22,14.7,8,1,7.2,8,1
2011/11/23,15.6,8,1,8.6,8,1
2011/11/24,18.6,8,1,9.5,8,1
2011/11/25,15.7,8,1,8.1,8,1
2011/11/26,13.7,8,1,7.4,8,1
2011/11/27,14.9,8,1,7.2,8,1
2011/11/28,14.7,8,1,8.8,8,1
2011/11/29,17.7,8,1,11.7,8,1
2011/11/30,19.4,8,1,11.2,8,1
2011/12/1,11.6,8,1,5.5,8,1
2011/12/2,7.4,8,1,4.2,8,1
2011/12/3,18.9,8,1,6.7,8,1
2011/12/4,16.3,8,1,10.3,8,1
2011/12/5,16.3,8,1,8.3,8,1
2011/12/6,9.8,8,1,6.5,8,1
2011/12/7,13.0,8,1,6.7,8,1
2011/12/8,9.3,8,1,6.5,8,1
2011/12/9,7.4,8,1,2.7,8,1
2011/12/10,11.4,8,1,2.4,8,1
2011/12/11,14.0,8,1,2.6,8,1
2011/12/12,15.0,8,1,4.6,8,1
2011/12/13,13.5,8,1,6.4,8,1
2011/12/14,9.9,8,1,5.2,8,1
2011/12/15,16.5,8,1,5.2,8,1
2011/12/16,12.8,8,1,4.1,8,1
2011/12/17,10.4,8,1,2.8,8,1
2011/12/18,11.9,8,1,2.0,8,1
2011/12/19,9.5,8,1,3.4,8,1
2011/12/20,11.1,8,1,4.0,8,1
2011/12/21,8.5,8,1,2.9,8,1
2011/12/22,8.0,8,1,3.9,8,1
2011/12/23,8.2,8,1,3.8,8,1
2011/12/24,8.8,8,1,2.9,8,1
2011/12/25,8.7,8,1,2.1,8,1
2011/12/26,9.1,8,1,1.5,8,1
2011/12/27,9.2,8,1,1.8,8,1
2011/12/28,9.3,8,1,3.9,8,1
2011/12/29,10.0,8,1,2.1,8,1
2011/12/30,9.7,8,1,3.9,8,1
2011/12/31,10.0,8,1,1.8,8,1
