ダウンロードした時刻：2020/12/19 11:56:28

,東京,東京,東京,東京,東京,東京
2013/4/21,10.2,8,1,5.3,8,1
2013/4/22,17.3,8,1,6.8,8,1
2013/4/23,18.7,8,1,7.9,8,1
2013/4/24,18.0,8,1,15.5,8,1
2013/4/25,22.8,8,1,13.4,8,1
2013/4/26,22.6,8,1,12.3,8,1
2013/4/27,21.2,8,1,11.2,8,1
2013/4/28,20.5,8,1,12.8,8,1
2013/4/29,21.7,8,1,12.1,8,1
2013/4/30,21.9,8,1,15.9,8,1
2013/5/1,18.7,8,1,12.0,8,1
2013/5/2,19.7,8,1,10.6,8,1
2013/5/3,19.1,8,1,11.1,8,1
2013/5/4,20.3,8,1,11.3,8,1
2013/5/5,22.9,8,1,14.1,8,1
2013/5/6,25.3,8,1,14.5,8,1
2013/5/7,20.4,8,1,10.7,8,1
2013/5/8,23.7,8,1,10.5,8,1
2013/5/9,24.8,8,1,14.4,8,1
2013/5/10,28.5,8,1,16.2,8,1
2013/5/11,20.8,8,1,17.3,8,1
2013/5/12,25.3,8,1,16.4,8,1
2013/5/13,23.7,8,1,15.8,8,1
2013/5/14,27.8,8,1,17.7,8,1
2013/5/15,25.5,8,1,16.9,8,1
2013/5/16,26.7,8,1,15.2,8,1
2013/5/17,23.6,8,1,12.9,8,1
2013/5/18,24.5,8,1,16.1,8,1
2013/5/19,23.4,8,1,16.8,8,1
2013/5/20,21.0,8,1,16.8,8,1
2013/5/21,26.5,8,1,20.2,8,1
2013/5/22,26.6,8,1,19.0,8,1
2013/5/23,26.2,8,1,19.9,8,1
2013/5/24,28.2,8,1,15.7,8,1
2013/5/25,22.9,8,1,14.2,8,1
2013/5/26,26.6,8,1,18.8,8,1
2013/5/27,26.1,8,1,19.8,8,1
2013/5/28,25.4,8,1,20.5,8,1
2013/5/29,24.4,8,1,20.7,8,1
2013/5/30,22.7,8,1,20.2,8,1
2013/5/31,27.2,8,1,18.7,8,1
2013/6/1,26.0,8,1,16.6,8,1
2013/6/2,23.3,8,1,14.7,8,1
2013/6/3,24.9,8,1,14.7,8,1
2013/6/4,29.1,8,1,18.7,8,1
2013/6/5,27.7,8,1,20.0,8,1
2013/6/6,25.3,8,1,20.7,8,1
2013/6/7,25.4,8,1,20.5,8,1
2013/6/8,27.7,8,1,18.7,8,1
2013/6/9,29.1,8,1,19.3,8,1
2013/6/10,27.5,8,1,21.5,8,1
2013/6/11,23.0,8,1,19.8,8,1
2013/6/12,24.1,8,1,19.3,8,1
2013/6/13,22.5,8,1,20.7,8,1
2013/6/14,27.0,8,1,20.5,8,1
2013/6/15,29.9,8,1,23.1,8,1
2013/6/16,25.2,8,1,21.2,8,1
2013/6/17,29.3,8,1,20.7,8,1
2013/6/18,30.2,8,1,23.8,8,1
2013/6/19,28.0,8,1,23.9,8,1
2013/6/20,24.3,8,1,20.8,8,1
2013/6/21,24.0,8,1,19.7,8,1
2013/6/22,26.4,8,1,18.7,8,1
2013/6/23,27.9,8,1,19.5,8,1
2013/6/24,27.7,8,1,19.7,8,1
2013/6/25,26.3,8,1,22.5,8,1
2013/6/26,23.7,8,1,19.5,8,1
2013/6/27,27.5,8,1,19.0,8,1
2013/6/28,25.5,8,1,19.3,8,1
2013/6/29,28.5,8,1,21.2,8,1
2013/6/30,27.8,8,1,22.0,8,1
2013/7/1,26.1,8,1,22.3,8,1
2013/7/2,27.9,8,1,22.0,8,1
2013/7/3,27.4,8,1,22.3,8,1
2013/7/4,27.3,8,1,23.2,8,1
2013/7/5,28.9,8,1,24.2,8,1
2013/7/6,33.7,8,1,26.8,8,1
2013/7/7,35.4,8,1,25.8,8,1
2013/7/8,35.3,8,1,25.7,8,1
2013/7/9,35.4,8,1,25.7,8,1
2013/7/10,35.3,8,1,26.9,8,1
2013/7/11,34.5,8,1,27.4,8,1
2013/7/12,34.9,8,1,27.8,8,1
2013/7/13,34.4,8,1,27.9,8,1
2013/7/14,34.6,8,1,24.8,8,1
2013/7/15,35.1,8,1,22.5,8,1
2013/7/16,29.1,8,1,21.6,8,1
2013/7/17,29.1,8,1,22.1,8,1
2013/7/18,31.8,8,1,23.8,8,1
2013/7/19,30.5,8,1,21.4,8,1
2013/7/20,28.3,8,1,21.1,8,1
2013/7/21,29.0,8,1,21.0,8,1
2013/7/22,30.4,8,1,23.5,8,1
2013/7/23,35.2,8,1,25.2,8,1
2013/7/24,27.1,8,1,24.3,8,1
2013/7/25,29.3,8,1,24.1,8,1
2013/7/26,32.3,8,1,25.5,8,1
2013/7/27,33.1,8,1,22.3,8,1
2013/7/28,31.8,8,1,22.9,8,1
2013/7/29,27.3,8,1,24.9,8,1
2013/7/30,31.2,8,1,25.0,8,1
2013/7/31,30.7,8,1,25.2,8,1
2013/8/1,32.8,8,1,24.2,8,1
2013/8/2,29.1,8,1,23.0,8,1
2013/8/3,30.8,8,1,23.5,8,1
2013/8/4,31.3,8,1,25.4,8,1
2013/8/5,32.2,8,1,26.9,8,1
2013/8/6,32.0,8,1,25.4,8,1
2013/8/7,34.5,8,1,26.0,8,1
2013/8/8,34.1,8,1,27.3,8,1
2013/8/9,34.5,8,1,27.7,8,1
2013/8/10,37.4,8,1,29.0,8,1
2013/8/11,38.3,8,1,30.4,8,1
2013/8/12,35.8,8,1,27.9,8,1
2013/8/13,34.7,8,1,26.2,8,1
2013/8/14,34.3,8,1,27.3,8,1
2013/8/15,34.9,8,1,26.5,8,1
2013/8/16,33.0,8,1,27.6,8,1
2013/8/17,32.9,8,1,27.3,8,1
2013/8/18,33.3,8,1,27.5,8,1
2013/8/19,34.2,8,1,27.7,8,1
2013/8/20,33.9,8,1,28.1,8,1
2013/8/21,33.4,8,1,25.4,8,1
2013/8/22,32.1,8,1,25.0,8,1
2013/8/23,30.9,8,1,24.8,8,1
2013/8/24,33.5,8,1,24.8,8,1
2013/8/25,28.5,8,1,23.1,8,1
2013/8/26,29.6,8,1,23.5,8,1
2013/8/27,30.5,8,1,20.3,8,1
2013/8/28,33.2,8,1,23.2,8,1
2013/8/29,32.6,8,1,25.0,8,1
2013/8/30,36.8,8,1,27.5,8,1
2013/8/31,35.3,8,1,27.8,8,1
2013/9/1,35.7,8,1,26.3,8,1
2013/9/2,33.1,8,1,25.8,8,1
2013/9/3,33.7,8,1,27.3,8,1
2013/9/4,30.8,8,1,24.7,8,1
2013/9/5,29.4,8,1,24.8,8,1
2013/9/6,28.3,8,1,24.0,8,1
2013/9/7,29.1,8,1,23.2,8,1
2013/9/8,28.9,8,1,21.7,8,1
2013/9/9,28.7,8,1,21.8,8,1
2013/9/10,27.9,8,1,21.4,8,1
2013/9/11,27.7,8,1,22.2,8,1
2013/9/12,31.5,8,1,23.3,8,1
2013/9/13,32.0,8,1,25.5,8,1
2013/9/14,32.5,8,1,25.8,8,1
2013/9/15,29.4,8,1,23.5,8,1
2013/9/16,29.3,8,1,21.7,8,1
2013/9/17,28.6,8,1,19.9,8,1
2013/9/18,28.7,8,1,19.2,8,1
2013/9/19,28.8,8,1,19.5,8,1
2013/9/20,29.3,8,1,20.2,8,1
2013/9/21,29.9,8,1,21.9,8,1
2013/9/22,30.1,8,1,22.4,8,1
2013/9/23,24.3,8,1,19.0,8,1
2013/9/24,26.4,8,1,17.6,8,1
2013/9/25,24.6,8,1,21.7,8,1
2013/9/26,24.2,8,1,18.1,8,1
2013/9/27,24.2,8,1,16.8,8,1
2013/9/28,25.3,8,1,15.7,8,1
2013/9/29,26.2,8,1,19.6,8,1
2013/9/30,26.2,8,1,18.6,8,1
2013/10/1,23.9,8,1,19.5,8,1
2013/10/2,26.4,8,1,21.0,8,1
2013/10/3,28.8,8,1,20.2,8,1
2013/10/4,20.5,8,1,16.8,8,1
2013/10/5,19.3,8,1,15.2,8,1
2013/10/6,24.3,8,1,18.8,8,1
2013/10/7,27.1,8,1,20.6,8,1
2013/10/8,29.6,8,1,22.7,8,1
2013/10/9,28.8,8,1,24.4,8,1
2013/10/10,28.4,8,1,22.5,8,1
2013/10/11,30.2,8,1,22.0,8,1
2013/10/12,31.3,8,1,19.8,8,1
2013/10/13,26.3,8,1,18.2,8,1
2013/10/14,25.6,8,1,16.0,8,1
2013/10/15,21.3,8,1,16.9,8,1
2013/10/16,26.0,8,1,16.2,8,1
2013/10/17,21.0,8,1,15.2,8,1
2013/10/18,20.1,8,1,15.2,8,1
2013/10/19,18.8,8,1,14.4,8,1
2013/10/20,16.2,8,1,14.1,8,1
2013/10/21,21.7,8,1,15.2,8,1
2013/10/22,20.5,8,1,16.9,8,1
2013/10/23,20.1,8,1,16.1,8,1
2013/10/24,17.5,8,1,15.1,8,1
2013/10/25,20.4,8,1,15.7,8,1
2013/10/26,17.9,8,1,13.5,8,1
2013/10/27,21.1,8,1,12.0,8,1
2013/10/28,20.3,8,1,12.1,8,1
2013/10/29,16.0,8,1,13.2,8,1
2013/10/30,22.1,8,1,14.9,8,1
2013/10/31,21.5,8,1,13.8,8,1
2013/11/1,20.5,8,1,14.1,8,1
2013/11/2,17.0,8,1,13.6,8,1
2013/11/3,21.0,8,1,15.2,8,1
2013/11/4,18.4,8,1,15.0,8,1
2013/11/5,19.7,8,1,13.2,8,1
2013/11/6,20.7,8,1,11.0,8,1
2013/11/7,17.8,8,1,12.8,8,1
2013/11/8,21.5,8,1,12.3,8,1
2013/11/9,15.1,8,1,11.8,8,1
2013/11/10,21.4,8,1,11.9,8,1
2013/11/11,16.8,8,1,8.3,8,1
2013/11/12,12.5,8,1,7.9,8,1
2013/11/13,14.1,8,1,6.4,8,1
2013/11/14,14.5,8,1,6.2,8,1
2013/11/15,12.7,8,1,10.1,8,1
2013/11/16,17.4,8,1,8.1,8,1
2013/11/17,19.2,8,1,9.3,8,1
2013/11/18,20.1,8,1,9.9,8,1
2013/11/19,17.4,8,1,8.2,8,1
2013/11/20,17.2,8,1,7.4,8,1
2013/11/21,16.3,8,1,7.3,8,1
2013/11/22,17.6,8,1,7.2,8,1
2013/11/23,15.7,8,1,9.6,8,1
2013/11/24,17.4,8,1,7.1,8,1
2013/11/25,19.4,8,1,9.9,8,1
2013/11/26,19.1,8,1,11.2,8,1
2013/11/27,16.0,8,1,9.7,8,1
2013/11/28,18.0,8,1,8.7,8,1
2013/11/29,14.1,8,1,5.9,8,1
2013/11/30,14.1,8,1,6.0,8,1
2013/12/1,15.0,8,1,5.1,8,1
2013/12/2,15.3,8,1,6.7,8,1
2013/12/3,16.3,8,1,7.3,8,1
2013/12/4,14.5,8,1,8.9,8,1
2013/12/5,16.3,8,1,7.5,8,1
2013/12/6,17.6,8,1,7.0,8,1
2013/12/7,14.6,8,1,8.8,8,1
2013/12/8,11.2,8,1,6.7,8,1
2013/12/9,11.0,8,1,4.9,8,1
2013/12/10,14.1,8,1,5.1,8,1
2013/12/11,12.8,8,1,7.3,8,1
2013/12/12,13.2,8,1,7.9,8,1
2013/12/13,14.9,8,1,4.1,8,1
2013/12/14,11.2,8,1,4.6,8,1
2013/12/15,11.4,8,1,2.8,8,1
2013/12/16,11.9,8,1,5.4,8,1
2013/12/17,12.0,8,1,7.0,8,1
2013/12/18,8.8,8,1,3.6,8,1
2013/12/19,7.6,8,1,3.7,8,1
2013/12/20,9.4,8,1,3.3,8,1
2013/12/21,11.0,8,1,2.8,8,1
2013/12/22,11.4,8,1,5.5,8,1
2013/12/23,8.4,8,1,4.4,8,1
2013/12/24,12.5,8,1,4.5,8,1
2013/12/25,10.3,8,1,3.3,8,1
2013/12/26,10.0,8,1,3.4,8,1
2013/12/27,9.4,8,1,5.1,8,1
2013/12/28,9.3,8,1,2.7,8,1
2013/12/29,9.5,8,1,0.5,8,1
2013/12/30,10.5,8,1,0.6,8,1
2013/12/31,12.7,8,1,1.3,8,1
