ダウンロードした時刻：2020/12/19 11:56:40

,東京,東京,東京,東京,東京,東京
2015/4/20,20.7,8,1,13.6,8,1
2015/4/21,20.5,8,1,13.9,8,1
2015/4/22,21.4,8,1,11.2,8,1
2015/4/23,24.8,8,1,11.9,8,1
2015/4/24,23.9,8,1,14.0,8,1
2015/4/25,22.9,8,1,12.6,8,1
2015/4/26,23.8,8,1,12.4,8,1
2015/4/27,25.0,8,1,13.3,8,1
2015/4/28,27.2,8,1,14.6,8,1
2015/4/29,24.3,8,1,15.0,8,1
2015/4/30,24.0,8,1,14.7,8,1
2015/5/1,27.5,8,1,14.5,8,1
2015/5/2,27.6,8,1,15.2,8,1
2015/5/3,27.0,8,1,17.2,8,1
2015/5/4,26.6,8,1,18.5,8,1
2015/5/5,22.4,8,1,13.1,8,1
2015/5/6,24.7,8,1,11.6,8,1
2015/5/7,24.7,8,1,15.7,8,1
2015/5/8,26.8,8,1,15.8,8,1
2015/5/9,21.3,8,1,16.3,8,1
2015/5/10,27.0,8,1,13.8,8,1
2015/5/11,23.5,8,1,12.1,8,1
2015/5/12,22.7,8,1,15.9,8,1
2015/5/13,28.4,8,1,17.4,8,1
2015/5/14,28.6,8,1,16.9,8,1
2015/5/15,27.8,8,1,18.9,8,1
2015/5/16,23.7,8,1,19.5,8,1
2015/5/17,27.8,8,1,18.9,8,1
2015/5/18,26.2,5,1,17.5,8,1
2015/5/19,24.2,8,1,16.6,8,1
2015/5/20,27.3,8,1,18.3,8,1
2015/5/21,25.7,8,1,13.4,8,1
2015/5/22,26.0,8,1,15.0,8,1
2015/5/23,27.1,8,1,16.1,8,1
2015/5/24,26.0,8,1,17.3,8,1
2015/5/25,26.1,8,1,16.6,8,1
2015/5/26,30.9,8,1,16.9,8,1
2015/5/27,30.2,8,1,18.7,8,1
2015/5/28,26.8,8,1,18.4,8,1
2015/5/29,22.8,8,1,18.3,8,1
2015/5/30,29.6,8,1,18.4,8,1
2015/5/31,32.2,8,1,20.6,8,1
2015/6/1,27.7,8,1,20.8,8,1
2015/6/2,28.7,8,1,19.7,8,1
2015/6/3,22.9,8,1,20.1,8,1
2015/6/4,29.1,8,1,18.6,8,1
2015/6/5,22.5,8,1,14.2,8,1
2015/6/6,24.6,8,1,13.4,8,1
2015/6/7,25.5,8,1,16.1,8,1
2015/6/8,25.3,8,1,17.2,8,1
2015/6/9,21.9,8,1,17.3,8,1
2015/6/10,27.8,8,1,17.5,8,1
2015/6/11,27.5,8,1,18.9,8,1
2015/6/12,25.0,8,1,18.9,8,1
2015/6/13,29.0,8,1,20.8,8,1
2015/6/14,26.8,8,1,20.5,8,1
2015/6/15,30.8,8,1,19.5,8,1
2015/6/16,27.2,8,1,20.0,8,1
2015/6/17,24.8,8,1,19.8,8,1
2015/6/18,26.1,8,1,19.8,8,1
2015/6/19,20.8,8,1,17.6,8,1
2015/6/20,26.9,8,1,17.2,8,1
2015/6/21,22.8,8,1,18.2,8,1
2015/6/22,26.8,8,1,18.5,8,1
2015/6/23,28.8,8,1,18.4,8,1
2015/6/24,29.9,8,1,18.0,8,1
2015/6/25,28.7,8,1,20.6,8,1
2015/6/26,25.6,8,1,20.6,8,1
2015/6/27,25.5,8,1,20.6,8,1
2015/6/28,31.4,8,1,18.4,8,1
2015/6/29,26.3,8,1,18.0,8,1
2015/6/30,26.7,8,1,19.8,8,1
2015/7/1,22.4,8,1,19.2,8,1
2015/7/2,25.0,8,1,20.1,8,1
2015/7/3,23.4,8,1,20.8,8,1
2015/7/4,25.9,8,1,20.8,8,1
2015/7/5,21.9,8,1,19.1,8,1
2015/7/6,21.1,8,1,18.9,8,1
2015/7/7,24.3,8,1,18.7,8,1
2015/7/8,26.6,8,1,19.2,8,1
2015/7/9,20.4,8,1,18.6,8,1
2015/7/10,28.9,8,1,17.6,8,1
2015/7/11,31.3,8,1,21.1,8,1
2015/7/12,32.0,8,1,22.4,8,1
2015/7/13,34.2,8,1,24.1,8,1
2015/7/14,34.3,8,1,26.7,8,1
2015/7/15,33.2,8,1,24.2,8,1
2015/7/16,28.9,8,1,23.6,8,1
2015/7/17,30.4,8,1,22.8,8,1
2015/7/18,29.9,8,1,25.6,8,1
2015/7/19,34.8,8,1,25.0,8,1
2015/7/20,33.5,8,1,25.8,8,1
2015/7/21,34.9,8,1,25.4,8,1
2015/7/22,32.8,8,1,25.4,8,1
2015/7/23,30.4,8,1,24.7,8,1
2015/7/24,33.9,8,1,25.0,8,1
2015/7/25,33.1,8,1,24.7,8,1
2015/7/26,35.8,8,1,26.0,8,1
2015/7/27,35.0,8,1,25.6,8,1
2015/7/28,34.1,8,1,27.1,8,1
2015/7/29,32.5,8,1,27.1,8,1
2015/7/30,34.3,8,1,26.5,8,1
2015/7/31,35.0,8,1,25.9,8,1
2015/8/1,35.3,8,1,26.6,8,1
2015/8/2,35.1,8,1,26.3,8,1
2015/8/3,35.0,8,1,26.1,8,1
2015/8/4,35.1,8,1,26.5,8,1
2015/8/5,35.2,8,1,25.7,8,1
2015/8/6,35.9,8,1,26.8,8,1
2015/8/7,37.7,8,1,26.8,8,1
2015/8/8,32.6,8,1,24.9,8,1
2015/8/9,33.4,8,1,24.7,8,1
2015/8/10,31.9,8,1,25.5,8,1
2015/8/11,35.5,8,1,25.3,8,1
2015/8/12,33.7,8,1,26.3,8,1
2015/8/13,30.5,8,1,25.3,8,1
2015/8/14,31.8,8,1,24.0,8,1
2015/8/15,33.1,8,1,24.1,8,1
2015/8/16,31.9,8,1,24.6,8,1
2015/8/17,28.0,8,1,23.6,8,1
2015/8/18,31.9,8,1,26.0,8,1
2015/8/19,31.4,8,1,25.7,8,1
2015/8/20,27.0,8,1,24.0,8,1
2015/8/21,29.4,8,1,24.5,8,1
2015/8/22,32.7,8,1,24.7,8,1
2015/8/23,31.4,8,1,24.0,8,1
2015/8/24,29.3,8,1,21.6,8,1
2015/8/25,22.9,8,1,18.2,8,1
2015/8/26,21.3,8,1,17.9,8,1
2015/8/27,27.3,8,1,20.2,8,1
2015/8/28,22.9,8,1,19.9,8,1
2015/8/29,21.0,8,1,19.1,8,1
2015/8/30,22.5,8,1,20.3,8,1
2015/8/31,24.1,8,1,20.6,8,1
2015/9/1,26.5,8,1,21.4,8,1
2015/9/2,31.5,8,1,24.5,8,1
2015/9/3,30.4,8,1,22.9,8,1
2015/9/4,30.1,8,1,22.3,8,1
2015/9/5,29.3,8,1,22.9,8,1
2015/9/6,27.5,8,1,22.4,8,1
2015/9/7,26.1,8,1,20.7,8,1
2015/9/8,21.0,8,1,18.8,8,1
2015/9/9,25.3,8,1,18.7,8,1
2015/9/10,23.5,8,1,19.8,8,1
2015/9/11,29.3,8,1,19.7,8,1
2015/9/12,29.5,8,1,20.5,8,1
2015/9/13,27.5,8,1,21.7,8,1
2015/9/14,27.3,8,1,20.5,8,1
2015/9/15,27.5,8,1,18.8,8,1
2015/9/16,25.2,8,1,17.8,8,1
2015/9/17,18.9,8,1,16.1,8,1
2015/9/18,23.9,8,1,18.0,8,1
2015/9/19,29.3,8,1,20.4,8,1
2015/9/20,28.4,8,1,19.8,8,1
2015/9/21,27.5,8,1,19.5,8,1
2015/9/22,28.5,8,1,19.6,8,1
2015/9/23,27.2,8,1,18.9,8,1
2015/9/24,23.0,8,1,18.2,8,1
2015/9/25,19.5,8,1,16.1,8,1
2015/9/26,24.6,8,1,17.5,8,1
2015/9/27,24.5,8,1,19.8,8,1
2015/9/28,27.8,8,1,19.3,8,1
2015/9/29,26.6,8,1,19.6,8,1
2015/9/30,25.8,8,1,17.3,8,1
2015/10/1,23.4,8,1,14.8,8,1
2015/10/2,28.1,8,1,18.7,8,1
2015/10/3,26.7,8,1,18.3,8,1
2015/10/4,27.1,8,1,17.1,8,1
2015/10/5,20.1,8,1,16.4,8,1
2015/10/6,22.4,8,1,13.9,8,1
2015/10/7,22.4,8,1,13.8,8,1
2015/10/8,24.6,8,1,12.1,8,1
2015/10/9,25.5,8,1,15.3,8,1
2015/10/10,20.4,8,1,14.6,8,1
2015/10/11,21.0,8,1,16.4,8,1
2015/10/12,23.1,8,1,15.4,8,1
2015/10/13,24.2,8,1,14.2,8,1
2015/10/14,23.2,8,1,14.9,8,1
2015/10/15,23.1,8,1,13.7,8,1
2015/10/16,17.6,8,1,14.9,8,1
2015/10/17,20.3,8,1,15.7,8,1
2015/10/18,23.9,8,1,15.8,8,1
2015/10/19,24.3,8,1,14.6,8,1
2015/10/20,23.9,8,1,15.5,8,1
2015/10/21,20.8,8,1,15.3,8,1
2015/10/22,23.2,8,1,13.5,8,1
2015/10/23,21.3,8,1,15.7,8,1
2015/10/24,23.9,8,1,15.2,8,1
2015/10/25,19.9,8,1,13.1,8,1
2015/10/26,20.4,8,1,11.7,8,1
2015/10/27,24.9,8,1,10.3,8,1
2015/10/28,26.1,8,1,16.1,8,1
2015/10/29,19.1,8,1,15.4,8,1
2015/10/30,21.6,8,1,14.0,8,1
2015/10/31,16.6,8,1,11.8,8,1
2015/11/1,17.4,8,1,9.5,8,1
2015/11/2,15.3,8,1,9.6,8,1
2015/11/3,21.3,8,1,12.3,8,1
2015/11/4,20.1,8,1,9.6,8,1
2015/11/5,21.1,8,1,10.3,8,1
2015/11/6,22.2,8,1,10.5,8,1
2015/11/7,20.9,8,1,13.0,8,1
2015/11/8,17.9,8,1,14.2,8,1
2015/11/9,22.9,8,1,14.9,8,1
2015/11/10,18.2,8,1,13.8,8,1
2015/11/11,18.4,8,1,12.5,8,1
2015/11/12,17.1,8,1,12.0,8,1
2015/11/13,16.8,8,1,10.0,8,1
2015/11/14,14.0,8,1,12.2,8,1
2015/11/15,20.0,8,1,13.6,8,1
2015/11/16,21.2,5,1,12.2,8,1
2015/11/17,23.7,8,1,15.6,8,1
2015/11/18,20.8,8,1,14.4,8,1
2015/11/19,18.6,8,1,12.0,8,1
2015/11/20,15.0,8,1,11.4,8,1
2015/11/21,20.8,8,1,10.1,8,1
2015/11/22,15.2,8,1,11.7,8,1
2015/11/23,13.2,8,1,11.0,8,1
2015/11/24,18.7,8,1,11.4,8,1
2015/11/25,12.0,8,1,5.5,8,1
2015/11/26,11.5,8,1,5.4,8,1
2015/11/27,14.7,8,1,6.2,8,1
2015/11/28,15.7,8,1,3.9,8,1
2015/11/29,14.5,8,1,6.1,8,1
2015/11/30,14.3,8,1,6.5,8,1
2015/12/1,16.2,8,1,5.6,8,1
2015/12/2,11.3,8,1,8.0,8,1
2015/12/3,13.5,8,1,8.5,8,1
2015/12/4,14.2,8,1,5.4,8,1
2015/12/5,16.1,8,1,4.4,8,1
2015/12/6,13.1,8,1,6.8,8,1
2015/12/7,12.6,8,1,5.7,8,1
2015/12/8,11.3,8,1,5.7,8,1
2015/12/9,12.7,8,1,2.8,8,1
2015/12/10,12.8,8,1,4.7,8,1
2015/12/11,24.1,8,1,6.9,8,1
2015/12/12,15.6,8,1,10.1,8,1
2015/12/13,11.0,8,1,9.5,8,1
2015/12/14,13.9,8,1,10.2,8,1
2015/12/15,14.9,8,1,9.6,8,1
2015/12/16,17.4,8,1,8.0,8,1
2015/12/17,13.4,8,1,6.2,8,1
2015/12/18,11.8,8,1,3.2,8,1
2015/12/19,12.1,8,1,3.1,8,1
2015/12/20,11.1,8,1,2.1,8,1
2015/12/21,13.3,8,1,5.6,8,1
2015/12/22,15.9,8,1,7.3,8,1
2015/12/23,8.6,8,1,5.5,8,1
2015/12/24,15.4,8,1,5.5,8,1
2015/12/25,15.0,8,1,7.6,8,1
2015/12/26,12.5,8,1,5.8,8,1
2015/12/27,10.5,8,1,3.7,8,1
2015/12/28,10.6,8,1,2.6,8,1
2015/12/29,11.5,8,1,1.9,8,1
2015/12/30,11.0,8,1,4.0,8,1
2015/12/31,11.0,8,1,3.2,8,1
