ダウンロードした時刻：2020/12/19 11:38:33

,横浜,横浜,横浜,横浜,横浜,横浜
2012/4/19,18.0,8,1,12.2,8,1
2012/4/20,16.2,8,1,11.7,8,1
2012/4/21,16.7,8,1,10.7,8,1
2012/4/22,13.6,8,1,9.7,8,1
2012/4/23,14.8,8,1,10.1,8,1
2012/4/24,23.4,8,1,13.3,8,1
2012/4/25,22.0,8,1,14.3,8,1
2012/4/26,20.3,8,1,15.5,8,1
2012/4/27,16.9,8,1,15.4,8,1
2012/4/28,22.8,8,1,15.1,8,1
2012/4/29,25.9,8,1,15.0,8,1
2012/4/30,22.2,8,1,17.9,8,1
2012/5/1,23.7,8,1,17.8,8,1
2012/5/2,19.6,8,1,16.6,8,1
2012/5/3,18.2,8,1,16.2,8,1
2012/5/4,22.6,8,1,16.9,8,1
2012/5/5,26.1,8,1,15.1,8,1
2012/5/6,25.6,8,1,15.5,8,1
2012/5/7,23.4,8,1,13.8,8,1
2012/5/8,23.6,8,1,15.3,8,1
2012/5/9,20.8,8,1,15.8,8,1
2012/5/10,21.6,8,1,13.6,8,1
2012/5/11,21.7,8,1,11.2,8,1
2012/5/12,20.6,8,1,12.5,8,1
2012/5/13,21.0,8,1,10.8,8,1
2012/5/14,24.7,8,1,14.4,8,1
2012/5/15,20.4,8,1,16.9,8,1
2012/5/16,27.0,8,1,16.5,8,1
2012/5/17,26.4,8,1,17.6,8,1
2012/5/18,21.9,8,1,14.7,8,1
2012/5/19,24.8,8,1,13.6,8,1
2012/5/20,24.5,8,1,17.3,8,1
2012/5/21,24.0,8,1,16.3,8,1
2012/5/22,16.3,8,1,12.6,8,1
2012/5/23,24.4,8,1,12.7,8,1
2012/5/24,25.2,8,1,16.9,8,1
2012/5/25,22.2,8,1,17.6,8,1
2012/5/26,26.2,8,1,16.7,8,1
2012/5/27,26.9,8,1,17.3,8,1
2012/5/28,25.3,8,1,18.1,8,1
2012/5/29,25.5,8,1,16.7,8,1
2012/5/30,24.0,8,1,15.9,8,1
2012/5/31,24.0,8,1,17.3,8,1
2012/6/1,25.9,8,1,18.0,8,1
2012/6/2,25.3,8,1,18.0,8,1
2012/6/3,24.4,8,1,17.9,8,1
2012/6/4,26.6,8,1,17.3,8,1
2012/6/5,22.4,8,1,17.3,8,1
2012/6/6,21.8,8,1,16.5,8,1
2012/6/7,24.7,8,1,16.2,8,1
2012/6/8,27.7,8,1,18.3,8,1
2012/6/9,20.8,8,1,17.7,8,1
2012/6/10,26.9,8,1,17.9,8,1
2012/6/11,22.2,8,1,17.3,8,1
2012/6/12,18.3,8,1,15.6,8,1
2012/6/13,20.4,8,1,14.8,8,1
2012/6/14,23.1,8,1,15.6,8,1
2012/6/15,24.5,8,1,16.1,8,1
2012/6/16,21.5,8,1,18.8,8,1
2012/6/17,27.2,8,1,19.5,8,1
2012/6/18,27.3,8,1,22.2,8,1
2012/6/19,25.3,8,1,21.3,8,1
2012/6/20,29.2,8,1,22.4,8,1
2012/6/21,25.5,8,1,21.2,8,1
2012/6/22,22.6,8,1,18.3,8,1
2012/6/23,24.8,8,1,19.4,8,1
2012/6/24,25.9,8,1,19.9,8,1
2012/6/25,19.9,8,1,16.7,8,1
2012/6/26,23.3,8,1,15.7,8,1
2012/6/27,25.1,8,1,16.4,8,1
2012/6/28,24.9,8,1,18.4,8,1
2012/6/29,26.4,8,1,20.4,8,1
2012/6/30,26.7,8,1,19.9,8,1
2012/7/1,23.9,8,1,19.6,8,1
2012/7/2,25.4,8,1,19.3,8,1
2012/7/3,28.1,8,1,21.2,8,1
2012/7/4,29.5,8,1,20.6,8,1
2012/7/5,28.3,8,1,22.9,8,1
2012/7/6,28.0,8,1,22.7,8,1
2012/7/7,27.1,8,1,20.6,8,1
2012/7/8,25.7,8,1,20.1,8,1
2012/7/9,29.1,8,1,19.9,8,1
2012/7/10,30.9,8,1,21.9,8,1
2012/7/11,29.8,8,1,22.5,8,1
2012/7/12,26.6,8,1,25.1,8,1
2012/7/13,29.5,8,1,23.9,8,1
2012/7/14,30.7,8,1,24.5,8,1
2012/7/15,30.0,8,1,25.4,8,1
2012/7/16,31.3,8,1,25.6,8,1
2012/7/17,33.2,8,1,25.6,8,1
2012/7/18,31.9,8,1,25.1,8,1
2012/7/19,34.3,8,1,22.5,8,1
2012/7/20,22.6,8,1,18.2,8,1
2012/7/21,21.1,8,1,17.6,8,1
2012/7/22,22.9,8,1,18.9,8,1
2012/7/23,28.9,8,1,21.1,8,1
2012/7/24,31.1,8,1,23.3,8,1
2012/7/25,32.4,8,1,24.1,8,1
2012/7/26,34.8,8,1,25.5,8,1
2012/7/27,33.6,8,1,26.2,8,1
2012/7/28,33.2,8,1,25.9,8,1
2012/7/29,32.5,8,1,26.5,8,1
2012/7/30,33.1,8,1,26.2,8,1
2012/7/31,33.3,8,1,25.0,8,1
2012/8/1,32.5,8,1,25.6,8,1
2012/8/2,33.7,8,1,26.0,8,1
2012/8/3,32.8,8,1,25.9,8,1
2012/8/4,31.3,8,1,25.7,8,1
2012/8/5,33.2,8,1,25.6,8,1
2012/8/6,29.5,8,1,24.1,8,1
2012/8/7,31.3,8,1,24.7,8,1
2012/8/8,29.4,8,1,23.8,8,1
2012/8/9,29.3,8,1,23.0,8,1
2012/8/10,31.2,8,1,23.1,8,1
2012/8/11,31.2,8,1,26.4,8,1
2012/8/12,31.5,8,1,25.6,8,1
2012/8/13,32.5,8,1,25.1,8,1
2012/8/14,29.1,8,1,25.2,8,1
2012/8/15,31.7,8,1,25.8,8,1
2012/8/16,32.4,8,1,26.5,8,1
2012/8/17,34.6,8,1,26.1,8,1
2012/8/18,30.7,8,1,24.7,8,1
2012/8/19,32.6,8,1,24.8,8,1
2012/8/20,33.6,8,1,24.5,8,1
2012/8/21,33.9,8,1,25.0,8,1
2012/8/22,33.5,8,1,26.2,8,1
2012/8/23,34.1,8,1,25.8,8,1
2012/8/24,33.6,8,1,26.0,8,1
2012/8/25,33.9,8,1,25.6,8,1
2012/8/26,34.2,8,1,25.7,8,1
2012/8/27,33.5,8,1,25.8,8,1
2012/8/28,33.7,8,1,26.3,8,1
2012/8/29,32.6,8,1,25.5,8,1
2012/8/30,34.4,8,1,25.9,8,1
2012/8/31,31.7,8,1,26.3,8,1
2012/9/1,30.9,8,1,24.2,8,1
2012/9/2,28.9,8,1,22.5,8,1
2012/9/3,31.0,8,1,22.5,8,1
2012/9/4,30.9,8,1,23.0,8,1
2012/9/5,32.2,8,1,23.9,8,1
2012/9/6,32.0,8,1,22.6,8,1
2012/9/7,31.0,8,1,22.9,8,1
2012/9/8,32.0,8,1,24.9,8,1
2012/9/9,32.7,8,1,24.8,8,1
2012/9/10,32.5,8,1,24.7,8,1
2012/9/11,32.6,8,1,22.7,8,1
2012/9/12,31.0,8,1,23.1,8,1
2012/9/13,32.5,8,1,24.3,8,1
2012/9/14,31.2,8,1,24.8,8,1
2012/9/15,30.1,8,1,24.7,8,1
2012/9/16,30.1,8,1,24.4,8,1
2012/9/17,30.5,8,1,24.1,8,1
2012/9/18,30.1,8,1,24.5,8,1
2012/9/19,27.6,8,1,23.9,8,1
2012/9/20,30.4,8,1,24.1,8,1
2012/9/21,28.7,8,1,23.3,8,1
2012/9/22,26.1,8,1,20.4,8,1
2012/9/23,22.1,8,1,18.0,8,1
2012/9/24,27.1,8,1,18.9,8,1
2012/9/25,21.8,8,1,17.9,8,1
2012/9/26,25.4,8,1,18.6,8,1
2012/9/27,24.5,8,1,18.3,8,1
2012/9/28,24.4,8,1,19.7,8,1
2012/9/29,28.5,8,1,21.0,8,1
2012/9/30,28.8,8,1,22.0,8,1
2012/10/1,29.6,8,1,23.2,8,1
2012/10/2,26.4,8,1,21.2,8,1
2012/10/3,21.6,8,1,17.9,8,1
2012/10/4,28.3,8,1,17.6,8,1
2012/10/5,27.3,8,1,20.2,8,1
2012/10/6,27.2,8,1,21.2,8,1
2012/10/7,21.4,8,1,17.4,8,1
2012/10/8,23.4,8,1,17.7,8,1
2012/10/9,23.3,8,1,16.6,8,1
2012/10/10,23.1,8,1,15.6,8,1
2012/10/11,25.1,8,1,17.2,8,1
2012/10/12,24.1,8,1,17.8,8,1
2012/10/13,25.4,8,1,16.1,8,1
2012/10/14,19.2,8,1,16.1,8,1
2012/10/15,25.2,8,1,16.3,8,1
2012/10/16,22.3,8,1,15.8,8,1
2012/10/17,21.9,8,1,14.6,8,1
2012/10/18,20.7,8,1,14.1,8,1
2012/10/19,21.0,8,1,12.3,8,1
2012/10/20,21.6,8,1,14.6,8,1
2012/10/21,24.4,8,1,14.1,8,1
2012/10/22,23.7,8,1,14.7,8,1
2012/10/23,24.1,8,1,13.6,8,1
2012/10/24,21.1,8,1,13.2,8,1
2012/10/25,18.9,8,1,13.9,8,1
2012/10/26,21.9,8,1,13.2,8,1
2012/10/27,20.4,8,1,15.1,8,1
2012/10/28,16.3,8,1,13.7,8,1
2012/10/29,22.2,8,1,13.9,8,1
2012/10/30,17.3,8,1,12.4,8,1
2012/10/31,19.0,8,1,11.3,8,1
2012/11/1,21.0,8,1,10.2,8,1
2012/11/2,19.5,8,1,11.1,8,1
2012/11/3,18.0,8,1,12.0,8,1
2012/11/4,19.1,8,1,10.4,8,1
2012/11/5,16.0,8,1,10.6,8,1
2012/11/6,15.2,8,1,12.1,8,1
2012/11/7,20.2,8,1,12.8,8,1
2012/11/8,19.5,8,1,10.5,8,1
2012/11/9,19.6,8,1,12.4,8,1
2012/11/10,19.9,8,1,11.3,8,1
2012/11/11,14.3,8,1,10.9,8,1
2012/11/12,20.9,8,1,11.9,8,1
2012/11/13,18.2,8,1,12.0,8,1
2012/11/14,17.5,8,1,9.1,8,1
2012/11/15,15.9,8,1,7.0,8,1
2012/11/16,16.1,8,1,9.0,8,1
2012/11/17,17.8,8,1,11.0,8,1
2012/11/18,17.2,8,1,9.4,8,1
2012/11/19,11.4,8,1,6.9,8,1
2012/11/20,16.8,8,1,5.7,8,1
2012/11/21,14.8,8,1,8.4,8,1
2012/11/22,12.7,8,1,6.7,8,1
2012/11/23,13.4,8,1,8.3,8,1
2012/11/24,12.6,8,1,8.7,8,1
2012/11/25,12.1,8,1,5.5,8,1
2012/11/26,11.2,8,1,6.6,8,1
2012/11/27,13.8,8,1,7.0,8,1
2012/11/28,8.2,8,1,6.1,8,1
2012/11/29,15.8,8,1,4.3,8,1
2012/11/30,12.9,8,1,8.6,8,1
2012/12/1,11.8,8,1,4.6,8,1
2012/12/2,8.7,8,1,3.4,8,1
2012/12/3,8.8,8,1,3.2,8,1
2012/12/4,12.9,8,1,8.2,8,1
2012/12/5,12.8,8,1,5.9,8,1
2012/12/6,16.6,8,1,6.9,8,1
2012/12/7,11.4,8,1,4.9,8,1
2012/12/8,15.7,8,1,4.7,8,1
2012/12/9,10.4,8,1,2.9,8,1
2012/12/10,10.9,8,1,1.2,8,1
2012/12/11,12.0,8,1,2.4,8,1
2012/12/12,11.1,8,1,2.8,8,1
2012/12/13,12.0,8,1,2.4,8,1
2012/12/14,12.1,8,1,2.6,8,1
2012/12/15,11.4,8,1,5.6,8,1
2012/12/16,18.1,8,1,7.4,8,1
2012/12/17,9.5,8,1,5.9,8,1
2012/12/18,15.4,8,1,7.1,8,1
2012/12/19,9.0,8,1,3.5,8,1
2012/12/20,10.0,8,1,2.6,8,1
2012/12/21,9.2,8,1,2.8,8,1
2012/12/22,9.6,8,1,3.0,8,1
2012/12/23,9.6,8,1,4.1,8,1
2012/12/24,8.3,8,1,2.9,8,1
2012/12/25,10.4,8,1,0.4,8,1
2012/12/26,7.5,8,1,0.9,8,1
2012/12/27,6.9,8,1,0.7,8,1
2012/12/28,7.5,8,1,1.2,8,1
2012/12/29,11.7,8,1,3.0,8,1
2012/12/30,8.9,8,1,5.9,8,1
2012/12/31,11.3,8,1,4.6,8,1
