ダウンロードした時刻：2020/12/19 11:16:25

,横浜,横浜,横浜,横浜,横浜,横浜
2015/4/20,21.1,8,1,15.6,8,1
2015/4/21,20.2,8,1,14.3,8,1
2015/4/22,21.1,8,1,13.1,8,1
2015/4/23,23.6,8,1,12.9,8,1
2015/4/24,22.8,8,1,14.3,8,1
2015/4/25,22.2,8,1,14.9,8,1
2015/4/26,23.6,8,1,13.5,8,1
2015/4/27,25.0,8,1,14.6,8,1
2015/4/28,25.4,8,1,15.8,8,1
2015/4/29,23.0,8,1,16.3,8,1
2015/4/30,23.1,8,1,15.4,8,1
2015/5/1,26.3,8,1,15.3,8,1
2015/5/2,26.8,8,1,15.9,8,1
2015/5/3,25.9,8,1,17.5,8,1
2015/5/4,25.0,8,1,18.1,8,1
2015/5/5,21.0,8,1,15.0,8,1
2015/5/6,23.8,8,1,13.2,8,1
2015/5/7,23.9,8,1,16.6,8,1
2015/5/8,25.6,8,1,17.2,8,1
2015/5/9,21.0,8,1,16.8,8,1
2015/5/10,25.9,8,1,15.1,8,1
2015/5/11,22.0,8,1,13.5,8,1
2015/5/12,21.5,8,1,16.2,8,1
2015/5/13,27.1,8,1,18.4,8,1
2015/5/14,27.0,8,1,19.1,8,1
2015/5/15,26.8,8,1,19.5,8,1
2015/5/16,23.1,8,1,19.3,8,1
2015/5/17,26.9,8,1,18.9,8,1
2015/5/18,26.1,8,1,17.7,8,1
2015/5/19,24.0,8,1,16.4,8,1
2015/5/20,26.1,8,1,19.0,8,1
2015/5/21,25.5,8,1,13.4,8,1
2015/5/22,24.1,8,1,16.2,8,1
2015/5/23,25.8,8,1,17.3,8,1
2015/5/24,24.4,8,1,18.6,8,1
2015/5/25,26.0,8,1,17.8,8,1
2015/5/26,28.2,8,1,18.2,8,1
2015/5/27,28.9,8,1,18.7,8,1
2015/5/28,26.8,8,1,18.6,8,1
2015/5/29,22.6,8,1,18.9,8,1
2015/5/30,28.4,8,1,19.1,8,1
2015/5/31,30.3,8,1,21.7,8,1
2015/6/1,28.0,8,1,20.7,8,1
2015/6/2,27.7,8,1,19.7,8,1
2015/6/3,22.4,8,1,20.3,8,1
2015/6/4,29.1,8,1,18.9,8,1
2015/6/5,21.8,8,1,14.7,8,1
2015/6/6,22.9,8,1,13.9,8,1
2015/6/7,24.9,8,1,17.7,8,1
2015/6/8,24.4,8,1,18.1,8,1
2015/6/9,21.4,8,1,17.6,8,1
2015/6/10,27.0,8,1,18.6,8,1
2015/6/11,26.0,8,1,20.0,8,1
2015/6/12,24.8,8,1,18.9,8,1
2015/6/13,28.3,8,1,21.3,8,1
2015/6/14,24.5,8,1,20.4,8,1
2015/6/15,29.2,8,1,19.9,8,1
2015/6/16,25.4,8,1,20.6,8,1
2015/6/17,26.4,8,1,20.2,8,1
2015/6/18,24.2,8,1,18.8,8,1
2015/6/19,21.1,8,1,17.8,8,1
2015/6/20,26.9,8,1,17.7,8,1
2015/6/21,23.2,8,1,19.2,8,1
2015/6/22,26.8,8,1,19.0,8,1
2015/6/23,28.0,8,1,20.0,8,1
2015/6/24,29.3,8,1,19.6,8,1
2015/6/25,28.5,8,1,21.4,8,1
2015/6/26,25.1,8,1,20.8,8,1
2015/6/27,25.5,8,1,20.7,8,1
2015/6/28,29.2,8,1,18.8,8,1
2015/6/29,26.7,8,1,18.0,8,1
2015/6/30,26.0,8,1,19.8,8,1
2015/7/1,26.4,8,1,19.2,8,1
2015/7/2,24.9,8,1,21.4,8,1
2015/7/3,24.4,8,1,20.3,8,1
2015/7/4,25.5,8,1,20.9,8,1
2015/7/5,21.6,8,1,19.0,8,1
2015/7/6,20.4,8,1,19.4,8,1
2015/7/7,23.6,8,1,19.5,8,1
2015/7/8,25.4,8,1,20.0,8,1
2015/7/9,20.8,8,1,19.2,8,1
2015/7/10,28.2,8,1,18.6,8,1
2015/7/11,30.4,8,1,21.4,8,1
2015/7/12,31.7,8,1,23.0,8,1
2015/7/13,32.7,8,1,25.0,8,1
2015/7/14,32.4,8,1,26.2,8,1
2015/7/15,32.0,8,1,24.6,8,1
2015/7/16,29.2,8,1,22.8,8,1
2015/7/17,29.7,8,1,23.0,8,1
2015/7/18,30.3,8,1,25.6,8,1
2015/7/19,33.1,8,1,25.5,8,1
2015/7/20,33.0,8,1,26.0,8,1
2015/7/21,33.1,8,1,25.5,8,1
2015/7/22,31.2,8,1,25.3,8,1
2015/7/23,28.4,8,1,24.6,8,1
2015/7/24,33.4,8,1,24.6,8,1
2015/7/25,33.6,8,1,25.3,8,1
2015/7/26,35.3,8,1,26.1,8,1
2015/7/27,33.6,8,1,26.5,8,1
2015/7/28,33.1,8,1,26.4,8,1
2015/7/29,33.4,8,1,26.7,8,1
2015/7/30,34.0,8,1,26.2,8,1
2015/7/31,34.6,8,1,26.5,8,1
2015/8/1,34.4,8,1,26.9,8,1
2015/8/2,34.3,8,1,26.7,8,1
2015/8/3,34.0,8,1,26.6,8,1
2015/8/4,33.9,8,1,26.6,8,1
2015/8/5,34.2,8,1,26.5,8,1
2015/8/6,33.7,8,1,26.8,8,1
2015/8/7,35.8,8,1,27.1,8,1
2015/8/8,31.5,8,1,25.8,8,1
2015/8/9,32.6,8,1,25.4,8,1
2015/8/10,32.2,8,1,25.4,8,1
2015/8/11,34.4,8,1,26.1,8,1
2015/8/12,33.5,8,1,27.1,8,1
2015/8/13,30.2,8,1,25.3,8,1
2015/8/14,33.3,8,1,25.5,8,1
2015/8/15,32.8,8,1,24.8,8,1
2015/8/16,31.8,8,1,25.5,8,1
2015/8/17,28.4,8,1,23.3,8,1
2015/8/18,29.9,8,1,26.1,8,1
2015/8/19,30.4,8,1,26.3,8,1
2015/8/20,27.4,8,1,25.1,8,1
2015/8/21,30.6,8,1,25.4,8,1
2015/8/22,32.4,8,1,26.4,8,1
2015/8/23,31.3,8,1,24.3,8,1
2015/8/24,27.5,8,1,22.1,8,1
2015/8/25,22.8,8,1,18.5,8,1
2015/8/26,21.2,8,1,17.7,8,1
2015/8/27,28.0,8,1,20.9,8,1
2015/8/28,23.7,8,1,20.1,8,1
2015/8/29,22.0,8,1,19.5,8,1
2015/8/30,22.8,8,1,20.7,8,1
2015/8/31,24.2,8,1,21.1,8,1
2015/9/1,26.0,8,1,22.4,8,1
2015/9/2,30.4,8,1,24.7,8,1
2015/9/3,29.8,8,1,23.9,8,1
2015/9/4,29.8,8,1,22.5,8,1
2015/9/5,29.4,8,1,23.2,8,1
2015/9/6,28.3,8,1,22.9,8,1
2015/9/7,27.1,8,1,21.5,8,1
2015/9/8,21.6,8,1,18.9,8,1
2015/9/9,25.8,8,1,18.9,8,1
2015/9/10,22.9,8,1,20.5,8,1
2015/9/11,28.2,8,1,20.4,8,1
2015/9/12,29.6,8,1,21.6,8,1
2015/9/13,27.6,8,1,22.9,8,1
2015/9/14,27.2,8,1,21.0,8,1
2015/9/15,26.5,8,1,20.3,8,1
2015/9/16,24.3,8,1,18.5,8,1
2015/9/17,18.9,8,1,16.4,8,1
2015/9/18,24.3,8,1,18.3,8,1
2015/9/19,28.0,8,1,20.8,8,1
2015/9/20,27.0,8,1,21.3,8,1
2015/9/21,26.7,8,1,20.3,8,1
2015/9/22,27.2,8,1,20.7,8,1
2015/9/23,27.1,8,1,19.6,8,1
2015/9/24,23.8,8,1,19.1,8,1
2015/9/25,19.3,8,1,16.5,8,1
2015/9/26,24.2,8,1,17.6,8,1
2015/9/27,24.2,8,1,20.8,8,1
2015/9/28,28.4,8,1,20.6,8,1
2015/9/29,26.1,8,1,20.7,8,1
2015/9/30,25.5,8,1,18.3,8,1
2015/10/1,23.2,8,1,16.4,8,1
2015/10/2,27.0,8,1,20.5,8,1
2015/10/3,25.9,8,1,18.9,8,1
2015/10/4,26.5,8,1,17.8,8,1
2015/10/5,19.7,8,1,17.0,8,1
2015/10/6,22.5,8,1,15.3,8,1
2015/10/7,22.1,8,1,14.8,8,1
2015/10/8,25.0,8,1,14.2,8,1
2015/10/9,25.2,8,1,14.9,8,1
2015/10/10,20.3,8,1,16.0,8,1
2015/10/11,22.1,8,1,17.5,8,1
2015/10/12,24.6,8,1,16.4,8,1
2015/10/13,23.9,8,1,15.6,8,1
2015/10/14,22.2,8,1,17.0,8,1
2015/10/15,23.1,8,1,15.3,8,1
2015/10/16,19.4,8,1,15.2,8,1
2015/10/17,20.6,8,1,15.7,8,1
2015/10/18,23.2,8,1,17.4,8,1
2015/10/19,24.3,8,1,16.1,8,1
2015/10/20,22.9,8,1,16.5,8,1
2015/10/21,20.8,8,1,16.2,8,1
2015/10/22,22.8,8,1,14.4,8,1
2015/10/23,21.8,8,1,16.5,8,1
2015/10/24,24.1,8,1,15.7,8,1
2015/10/25,20.5,8,1,13.4,8,1
2015/10/26,19.3,8,1,12.1,8,1
2015/10/27,23.9,8,1,12.3,8,1
2015/10/28,26.2,8,1,18.4,8,1
2015/10/29,20.9,8,1,16.2,8,1
2015/10/30,20.9,8,1,15.6,8,1
2015/10/31,16.5,8,1,13.0,8,1
2015/11/1,17.1,8,1,11.3,8,1
2015/11/2,16.2,8,1,10.0,8,1
2015/11/3,21.9,8,1,13.1,8,1
2015/11/4,20.0,8,1,11.2,8,1
2015/11/5,20.9,8,1,11.4,8,1
2015/11/6,21.0,8,1,12.5,8,1
2015/11/7,20.8,8,1,13.8,8,1
2015/11/8,18.5,8,1,14.7,8,1
2015/11/9,23.2,8,1,18.4,8,1
2015/11/10,19.6,8,1,15.4,8,1
2015/11/11,18.0,8,1,13.9,8,1
2015/11/12,17.5,8,1,12.7,8,1
2015/11/13,15.6,8,1,10.9,8,1
2015/11/14,14.2,8,1,12.6,8,1
2015/11/15,19.2,8,1,14.2,8,1
2015/11/16,21.7,8,1,13.4,8,1
2015/11/17,23.5,8,1,15.7,8,1
2015/11/18,20.7,8,1,15.0,8,1
2015/11/19,17.8,8,1,12.6,8,1
2015/11/20,15.9,8,1,12.9,8,1
2015/11/21,21.2,8,1,11.7,8,1
2015/11/22,16.2,8,1,12.4,8,1
2015/11/23,13.9,8,1,11.7,8,1
2015/11/24,17.8,8,1,12.3,8,1
2015/11/25,12.4,8,1,6.4,8,1
2015/11/26,12.3,8,1,6.4,8,1
2015/11/27,15.2,8,1,8.4,8,1
2015/11/28,16.2,8,1,6.0,8,1
2015/11/29,15.2,8,1,7.2,8,1
2015/11/30,14.7,8,1,8.2,8,1
2015/12/1,16.6,8,1,7.1,8,1
2015/12/2,11.5,8,1,9.2,8,1
2015/12/3,13.8,8,1,9.5,8,1
2015/12/4,13.6,8,1,7.7,8,1
2015/12/5,16.3,8,1,7.5,8,1
2015/12/6,13.3,8,1,8.8,8,1
2015/12/7,13.4,8,1,7.6,8,1
2015/12/8,11.3,8,1,7.0,8,1
2015/12/9,12.6,8,1,4.9,8,1
2015/12/10,13.1,8,1,6.0,8,1
2015/12/11,23.7,8,1,7.2,8,1
2015/12/12,15.6,8,1,11.2,8,1
2015/12/13,11.3,8,1,10.0,8,1
2015/12/14,13.3,8,1,11.0,8,1
2015/12/15,15.1,8,1,10.4,8,1
2015/12/16,20.4,8,1,9.7,8,1
2015/12/17,13.5,8,1,7.2,8,1
2015/12/18,12.7,8,1,6.1,8,1
2015/12/19,12.2,8,1,5.2,8,1
2015/12/20,11.4,8,1,4.1,8,1
2015/12/21,16.0,8,1,7.1,8,1
2015/12/22,15.3,8,1,8.1,8,1
2015/12/23,9.2,8,1,6.1,8,1
2015/12/24,16.0,8,1,5.9,8,1
2015/12/25,15.1,8,1,8.3,8,1
2015/12/26,13.4,8,1,6.3,8,1
2015/12/27,10.7,8,1,4.3,8,1
2015/12/28,10.1,8,1,3.2,8,1
2015/12/29,11.4,8,1,3.7,8,1
2015/12/30,11.1,8,1,5.4,8,1
2015/12/31,10.7,8,1,4.4,8,1
