ダウンロードした時刻：2020/12/19 11:15:39

,横浜,横浜,横浜,横浜,横浜,横浜
2017/4/20,20.1,8,1,11.3,8,1
2017/4/21,19.0,8,1,14.3,8,1
2017/4/22,19.0,8,1,10.2,8,1
2017/4/23,18.3,8,1,9.9,8,1
2017/4/24,19.3,8,1,12.1,8,1
2017/4/25,20.8,8,1,12.8,8,1
2017/4/26,18.8,8,1,14.5,8,1
2017/4/27,17.0,8,1,12.2,8,1
2017/4/28,20.7,8,1,12.1,8,1
2017/4/29,22.7,8,1,12.2,8,1
2017/4/30,23.3,8,1,12.3,8,1
2017/5/1,24.4,8,1,15.0,8,1
2017/5/2,22.4,8,1,13.5,8,1
2017/5/3,22.2,8,1,13.1,8,1
2017/5/4,22.9,8,1,15.1,8,1
2017/5/5,24.8,8,1,14.9,8,1
2017/5/6,26.2,8,1,16.1,8,1
2017/5/7,23.6,8,1,16.5,8,1
2017/5/8,27.8,8,1,15.0,8,1
2017/5/9,21.6,8,1,16.6,8,1
2017/5/10,17.1,8,1,15.2,8,1
2017/5/11,26.5,8,1,15.9,8,1
2017/5/12,27.4,8,1,18.1,8,1
2017/5/13,20.1,8,1,16.3,8,1
2017/5/14,21.3,8,1,16.0,8,1
2017/5/15,22.4,8,1,15.8,8,1
2017/5/16,22.8,8,1,17.0,8,1
2017/5/17,20.2,8,1,16.0,8,1
2017/5/18,23.4,8,1,15.7,8,1
2017/5/19,25.5,8,1,15.3,8,1
2017/5/20,27.7,8,1,17.0,8,1
2017/5/21,30.0,8,1,18.1,8,1
2017/5/22,27.4,8,1,19.3,8,1
2017/5/23,26.8,8,1,19.3,8,1
2017/5/24,26.3,8,1,19.3,8,1
2017/5/25,25.7,8,1,19.8,8,1
2017/5/26,21.8,8,1,17.5,8,1
2017/5/27,28.0,8,1,18.3,8,1
2017/5/28,25.5,8,1,18.5,8,1
2017/5/29,25.9,8,1,18.1,8,1
2017/5/30,28.2,8,1,18.4,8,1
2017/5/31,26.6,8,1,21.1,8,1
2017/6/1,26.4,8,1,19.2,8,1
2017/6/2,28.6,8,1,19.3,8,1
2017/6/3,25.7,8,1,16.8,8,1
2017/6/4,25.9,8,1,17.3,8,1
2017/6/5,25.0,8,1,16.9,8,1
2017/6/6,23.6,8,1,17.0,8,1
2017/6/7,22.3,8,1,18.4,8,1
2017/6/8,24.3,8,1,18.9,8,1
2017/6/9,26.7,8,1,20.7,8,1
2017/6/10,29.5,8,1,19.9,8,1
2017/6/11,24.9,8,1,19.4,8,1
2017/6/12,23.9,8,1,16.9,8,1
2017/6/13,19.6,8,1,16.3,8,1
2017/6/14,24.5,8,1,15.7,8,1
2017/6/15,26.4,8,1,17.9,8,1
2017/6/16,28.2,8,1,18.8,8,1
2017/6/17,26.9,8,1,19.2,8,1
2017/6/18,22.3,8,1,18.3,8,1
2017/6/19,29.7,8,1,17.9,8,1
2017/6/20,28.1,8,1,18.0,8,1
2017/6/21,24.3,8,1,19.8,8,1
2017/6/22,27.7,8,1,21.0,8,1
2017/6/23,29.9,8,1,20.3,8,1
2017/6/24,28.4,8,1,21.3,8,1
2017/6/25,23.8,8,1,21.1,8,1
2017/6/26,25.5,8,1,21.3,8,1
2017/6/27,25.5,8,1,21.7,8,1
2017/6/28,25.9,8,1,21.4,8,1
2017/6/29,28.6,8,1,21.0,8,1
2017/6/30,24.8,8,1,22.3,8,1
2017/7/1,26.6,8,1,22.8,8,1
2017/7/2,31.0,8,1,21.8,8,1
2017/7/3,32.8,8,1,25.1,8,1
2017/7/4,29.8,8,1,23.6,8,1
2017/7/5,30.8,8,1,22.5,8,1
2017/7/6,30.4,8,1,23.6,8,1
2017/7/7,31.0,8,1,23.0,8,1
2017/7/8,32.9,8,1,23.2,8,1
2017/7/9,31.4,8,1,23.4,8,1
2017/7/10,31.7,8,1,23.6,8,1
2017/7/11,30.9,8,1,24.8,8,1
2017/7/12,31.3,8,1,25.3,8,1
2017/7/13,31.6,8,1,25.8,8,1
2017/7/14,31.9,8,1,25.2,8,1
2017/7/15,32.5,8,1,23.7,8,1
2017/7/16,33.1,8,1,25.7,8,1
2017/7/17,33.3,8,1,26.7,8,1
2017/7/18,31.7,8,1,23.7,8,1
2017/7/19,31.0,8,1,23.4,8,1
2017/7/20,31.4,8,1,24.9,8,1
2017/7/21,32.6,8,1,25.7,8,1
2017/7/22,32.5,8,1,25.8,8,1
2017/7/23,28.0,8,1,26.0,8,1
2017/7/24,31.7,8,1,26.3,8,1
2017/7/25,32.3,8,1,26.6,8,1
2017/7/26,27.3,8,1,23.2,8,1
2017/7/27,27.8,8,1,22.3,8,1
2017/7/28,32.0,8,1,23.1,8,1
2017/7/29,32.3,8,1,24.1,8,1
2017/7/30,30.0,8,1,23.8,8,1
2017/7/31,33.1,8,1,24.7,8,1
2017/8/1,31.1,8,1,23.7,8,1
2017/8/2,24.8,8,1,21.9,8,1
2017/8/3,28.7,8,1,21.7,8,1
2017/8/4,28.5,8,1,22.6,8,1
2017/8/5,32.3,8,1,25.0,8,1
2017/8/6,33.6,8,1,26.0,8,1
2017/8/7,33.1,8,1,26.3,8,1
2017/8/8,34.3,8,1,27.1,8,1
2017/8/9,35.1,8,1,25.7,8,1
2017/8/10,29.8,8,1,23.1,8,1
2017/8/11,24.0,8,1,22.4,8,1
2017/8/12,28.1,8,1,21.6,8,1
2017/8/13,29.9,8,1,23.8,8,1
2017/8/14,25.6,8,1,23.9,8,1
2017/8/15,26.0,8,1,22.0,8,1
2017/8/16,23.2,8,1,21.3,8,1
2017/8/17,28.1,8,1,21.1,8,1
2017/8/18,31.4,8,1,24.3,8,1
2017/8/19,32.1,8,1,23.0,8,1
2017/8/20,28.5,8,1,22.7,8,1
2017/8/21,32.0,8,1,24.4,8,1
2017/8/22,31.9,8,1,25.3,8,1
2017/8/23,35.1,8,1,25.8,8,1
2017/8/24,34.8,8,1,27.3,8,1
2017/8/25,34.6,8,1,26.4,8,1
2017/8/26,34.0,8,1,27.2,8,1
2017/8/27,30.1,8,1,24.6,8,1
2017/8/28,30.9,8,1,23.3,8,1
2017/8/29,31.3,8,1,25.7,8,1
2017/8/30,33.1,8,1,25.3,8,1
2017/8/31,25.4,8,1,20.3,8,1
2017/9/1,27.0,8,1,18.1,8,1
2017/9/2,25.2,8,1,16.8,8,1
2017/9/3,26.5,8,1,18.5,8,1
2017/9/4,23.2,8,1,19.4,8,1
2017/9/5,27.4,8,1,19.3,8,1
2017/9/6,23.1,8,1,20.5,8,1
2017/9/7,25.8,8,1,21.3,8,1
2017/9/8,26.4,8,1,22.3,8,1
2017/9/9,29.3,8,1,22.0,8,1
2017/9/10,30.0,8,1,22.4,8,1
2017/9/11,29.6,8,1,22.6,8,1
2017/9/12,26.8,8,1,23.1,8,1
2017/9/13,31.0,8,1,22.7,8,1
2017/9/14,29.7,8,1,23.0,8,1
2017/9/15,26.6,8,1,21.4,8,1
2017/9/16,22.5,8,1,19.0,8,1
2017/9/17,20.2,8,1,18.2,8,1
2017/9/18,31.9,8,1,20.2,8,1
2017/9/19,28.5,8,1,22.7,8,1
2017/9/20,26.0,8,1,22.3,8,1
2017/9/21,29.6,8,1,20.6,8,1
2017/9/22,26.7,8,1,18.7,8,1
2017/9/23,23.2,8,1,18.0,8,1
2017/9/24,26.0,8,1,19.3,8,1
2017/9/25,28.7,8,1,20.7,8,1
2017/9/26,28.2,8,1,20.5,8,1
2017/9/27,26.4,8,1,21.1,8,1
2017/9/28,24.2,8,1,17.9,8,1
2017/9/29,24.4,8,1,17.7,8,1
2017/9/30,23.8,8,1,18.5,8,1
2017/10/1,25.0,8,1,16.7,8,1
2017/10/2,25.2,8,1,20.8,8,1
2017/10/3,26.5,8,1,19.4,8,1
2017/10/4,20.8,8,1,16.6,8,1
2017/10/5,20.2,8,1,15.5,8,1
2017/10/6,18.6,8,1,14.1,8,1
2017/10/7,22.5,8,1,15.1,8,1
2017/10/8,25.6,8,1,18.2,8,1
2017/10/9,25.7,8,1,18.0,8,1
2017/10/10,27.6,8,1,19.6,8,1
2017/10/11,25.1,8,1,20.4,8,1
2017/10/12,29.5,8,1,19.7,8,1
2017/10/13,20.6,8,1,15.0,8,1
2017/10/14,16.1,8,1,14.3,8,1
2017/10/15,16.2,8,1,14.3,8,1
2017/10/16,14.5,8,1,12.2,8,1
2017/10/17,15.9,8,1,12.0,8,1
2017/10/18,19.5,8,1,12.0,8,1
2017/10/19,13.9,8,1,10.4,8,1
2017/10/20,16.8,8,1,11.6,8,1
2017/10/21,17.2,8,1,15.8,8,1
2017/10/22,18.1,8,1,16.8,8,1
2017/10/23,23.7,8,1,15.9,8,1
2017/10/24,18.2,8,1,14.4,8,1
2017/10/25,14.4,8,1,12.0,8,1
2017/10/26,19.8,8,1,12.3,8,1
2017/10/27,20.6,8,1,10.8,8,1
2017/10/28,16.4,8,1,13.5,8,1
2017/10/29,16.4,8,1,13.5,8,1
2017/10/30,19.2,8,1,12.3,8,1
2017/10/31,16.7,8,1,10.8,8,1
2017/11/1,19.4,8,1,10.5,8,1
2017/11/2,21.1,8,1,10.7,8,1
2017/11/3,22.0,8,1,12.5,8,1
2017/11/4,22.0,8,1,12.8,8,1
2017/11/5,17.9,8,1,11.5,8,1
2017/11/6,21.1,8,1,10.0,8,1
2017/11/7,22.4,8,1,11.4,8,1
2017/11/8,20.3,8,1,13.8,8,1
2017/11/9,19.0,8,1,12.6,8,1
2017/11/10,18.6,8,1,10.7,8,1
2017/11/11,21.9,8,1,12.1,8,1
2017/11/12,16.3,8,1,10.4,8,1
2017/11/13,16.8,8,1,8.7,8,1
2017/11/14,15.0,8,1,11.1,8,1
2017/11/15,17.3,8,1,11.2,8,1
2017/11/16,16.7,8,1,10.0,8,1
2017/11/17,13.7,8,1,7.4,8,1
2017/11/18,15.2,8,1,8.9,8,1
2017/11/19,12.4,8,1,7.3,8,1
2017/11/20,11.1,8,1,5.4,8,1
2017/11/21,12.2,8,1,5.3,8,1
2017/11/22,12.4,8,1,4.1,8,1
2017/11/23,15.0,8,1,6.2,8,1
2017/11/24,15.5,8,1,7.9,8,1
2017/11/25,15.3,8,1,6.1,8,1
2017/11/26,18.1,8,1,5.1,8,1
2017/11/27,14.8,8,1,9.8,8,1
2017/11/28,15.0,8,1,9.9,8,1
2017/11/29,17.3,8,1,8.4,8,1
2017/11/30,15.1,8,1,8.8,8,1
2017/12/1,11.1,8,1,8.1,8,1
2017/12/2,11.6,8,1,5.5,8,1
2017/12/3,13.1,8,1,5.7,8,1
2017/12/4,12.6,8,1,5.6,8,1
2017/12/5,15.1,8,1,6.9,8,1
2017/12/6,11.6,8,1,5.2,8,1
2017/12/7,11.8,8,1,3.5,8,1
2017/12/8,9.6,8,1,3.5,8,1
2017/12/9,10.6,8,1,2.8,8,1
2017/12/10,14.2,8,1,2.9,8,1
2017/12/11,17.8,8,1,7.5,8,1
2017/12/12,10.7,8,1,4.3,8,1
2017/12/13,10.7,8,1,3.5,8,1
2017/12/14,11.0,8,1,2.6,8,1
2017/12/15,8.8,8,1,3.7,8,1
2017/12/16,16.2,8,1,4.1,8,1
2017/12/17,10.0,8,1,4.0,8,1
2017/12/18,9.4,8,1,2.0,8,1
2017/12/19,13.8,8,1,2.0,8,1
2017/12/20,10.4,8,1,4.2,8,1
2017/12/21,10.9,8,1,2.3,8,1
2017/12/22,10.5,8,1,3.5,8,1
2017/12/23,13.9,8,1,3.0,8,1
2017/12/24,12.2,8,1,5.6,8,1
2017/12/25,16.8,8,1,5.8,8,1
2017/12/26,13.3,8,1,4.5,8,1
2017/12/27,10.3,8,1,2.5,8,1
2017/12/28,9.7,8,1,0.2,8,1
2017/12/29,10.5,8,1,2.7,8,1
2017/12/30,11.5,8,1,4.0,8,1
2017/12/31,6.2,8,1,3.5,8,1
