ダウンロードした時刻：2020/12/19 11:16:03

,横浜,横浜,横浜,横浜,横浜,横浜
2016/4/19,21.9,8,1,13.4,8,1
2016/4/20,19.6,8,1,11.1,8,1
2016/4/21,20.0,8,1,13.3,8,1
2016/4/22,22.0,8,1,13.3,8,1
2016/4/23,21.8,8,1,14.3,8,1
2016/4/24,18.4,8,1,12.7,8,1
2016/4/25,22.8,8,1,14.4,8,1
2016/4/26,24.7,8,1,15.1,8,1
2016/4/27,21.1,8,1,15.7,8,1
2016/4/28,15.8,8,1,14.2,8,1
2016/4/29,21.2,8,1,13.7,8,1
2016/4/30,21.3,8,1,12.5,8,1
2016/5/1,26.2,8,1,12.9,8,1
2016/5/2,22.1,8,1,14.3,8,1
2016/5/3,23.8,8,1,17.4,8,1
2016/5/4,26.4,8,1,18.5,8,1
2016/5/5,27.2,8,1,18.2,8,1
2016/5/6,21.1,8,1,16.1,8,1
2016/5/7,24.6,8,1,16.7,8,1
2016/5/8,25.4,8,1,18.0,8,1
2016/5/9,21.3,8,1,15.9,8,1
2016/5/10,23.2,8,1,16.1,8,1
2016/5/11,25.6,8,1,19.1,8,1
2016/5/12,26.8,8,1,18.0,8,1
2016/5/13,25.7,8,1,17.4,8,1
2016/5/14,24.4,8,1,15.2,8,1
2016/5/15,22.4,8,1,13.6,8,1
2016/5/16,23.8,8,1,15.2,8,1
2016/5/17,21.1,8,1,16.0,8,1
2016/5/18,25.5,8,1,14.5,8,1
2016/5/19,24.2,8,1,15.8,8,1
2016/5/20,20.3,8,1,15.4,8,1
2016/5/21,24.1,8,1,14.1,8,1
2016/5/22,28.9,8,1,17.3,8,1
2016/5/23,29.8,8,1,17.1,8,1
2016/5/24,29.1,8,1,19.2,8,1
2016/5/25,24.1,8,1,20.6,8,1
2016/5/26,26.4,8,1,20.6,8,1
2016/5/27,22.1,8,1,16.9,8,1
2016/5/28,24.1,8,1,16.1,8,1
2016/5/29,27.2,8,1,16.8,8,1
2016/5/30,21.0,8,1,15.5,8,1
2016/5/31,25.1,8,1,16.0,8,1
2016/6/1,25.7,8,1,18.3,8,1
2016/6/2,25.7,8,1,17.1,8,1
2016/6/3,24.1,8,1,15.6,8,1
2016/6/4,25.6,8,1,18.0,8,1
2016/6/5,20.9,8,1,17.0,8,1
2016/6/6,23.6,8,1,16.9,8,1
2016/6/7,21.1,8,1,18.7,8,1
2016/6/8,26.5,8,1,17.5,8,1
2016/6/9,23.6,8,1,19.6,8,1
2016/6/10,28.2,8,1,19.8,8,1
2016/6/11,28.5,8,1,18.7,8,1
2016/6/12,27.7,8,1,21.0,8,1
2016/6/13,22.2,8,1,18.4,8,1
2016/6/14,26.6,8,1,19.3,8,1
2016/6/15,24.3,8,1,20.0,8,1
2016/6/16,24.0,8,1,20.2,8,1
2016/6/17,29.6,8,1,19.6,8,1
2016/6/18,31.5,8,1,23.5,8,1
2016/6/19,27.4,8,1,21.3,8,1
2016/6/20,28.9,8,1,20.6,8,1
2016/6/21,25.1,8,1,20.5,8,1
2016/6/22,24.8,8,1,21.1,8,1
2016/6/23,27.5,8,1,21.6,8,1
2016/6/24,25.6,8,1,21.6,8,1
2016/6/25,28.6,8,1,22.4,8,1
2016/6/26,28.9,8,1,22.0,8,1
2016/6/27,29.3,8,1,21.9,8,1
2016/6/28,22.3,8,1,17.4,8,1
2016/6/29,24.3,8,1,19.6,8,1
2016/6/30,26.6,8,1,20.2,8,1
2016/7/1,30.1,8,1,22.8,8,1
2016/7/2,30.8,8,1,22.5,8,1
2016/7/3,33.5,8,1,24.9,8,1
2016/7/4,32.7,8,1,23.8,8,1
2016/7/5,25.5,8,1,20.4,8,1
2016/7/6,28.0,8,1,20.6,8,1
2016/7/7,34.9,8,1,22.8,8,1
2016/7/8,27.6,8,1,23.1,8,1
2016/7/9,24.1,8,1,20.5,8,1
2016/7/10,30.3,8,1,20.9,8,1
2016/7/11,32.8,8,1,23.0,8,1
2016/7/12,31.0,8,1,24.1,8,1
2016/7/13,27.4,8,1,23.7,8,1
2016/7/14,32.5,8,1,22.5,8,1
2016/7/15,25.3,8,1,21.5,8,1
2016/7/16,28.2,8,1,21.6,8,1
2016/7/17,29.6,8,1,23.5,8,1
2016/7/18,32.0,8,1,25.7,8,1
2016/7/19,31.6,8,1,25.7,8,1
2016/7/20,29.5,8,1,24.0,8,1
2016/7/21,24.2,8,1,21.1,8,1
2016/7/22,22.7,8,1,20.8,8,1
2016/7/23,25.6,8,1,20.5,8,1
2016/7/24,27.7,8,1,20.8,8,1
2016/7/25,29.0,8,1,22.0,8,1
2016/7/26,27.7,8,1,21.8,8,1
2016/7/27,26.7,8,1,22.8,8,1
2016/7/28,30.4,8,1,23.4,8,1
2016/7/29,32.0,8,1,23.4,8,1
2016/7/30,32.4,8,1,23.3,8,1
2016/7/31,31.4,8,1,25.5,8,1
2016/8/1,30.8,8,1,24.5,8,1
2016/8/2,30.1,8,1,23.1,8,1
2016/8/3,31.1,8,1,24.3,8,1
2016/8/4,33.2,8,1,25.1,8,1
2016/8/5,33.3,8,1,25.2,8,1
2016/8/6,33.7,8,1,26.1,8,1
2016/8/7,33.3,8,1,25.6,8,1
2016/8/8,33.1,8,1,26.0,8,1
2016/8/9,37.4,8,1,26.8,8,1
2016/8/10,33.5,8,1,26.6,8,1
2016/8/11,30.4,8,1,25.4,8,1
2016/8/12,30.6,8,1,24.7,8,1
2016/8/13,30.7,8,1,23.8,8,1
2016/8/14,29.8,8,1,23.9,8,1
2016/8/15,30.9,8,1,24.9,8,1
2016/8/16,31.6,8,1,23.9,8,1
2016/8/17,33.0,8,1,23.5,8,1
2016/8/18,32.9,8,1,26.3,8,1
2016/8/19,32.1,8,1,25.6,8,1
2016/8/20,30.3,8,1,24.3,8,1
2016/8/21,32.7,8,1,24.6,8,1
2016/8/22,28.0,8,1,23.1,8,1
2016/8/23,29.7,8,1,24.9,8,1
2016/8/24,31.4,8,1,24.2,8,1
2016/8/25,32.4,8,1,24.3,8,1
2016/8/26,32.9,8,1,24.9,8,1
2016/8/27,27.9,8,1,21.7,8,1
2016/8/28,24.3,8,1,21.1,8,1
2016/8/29,30.7,8,1,22.4,8,1
2016/8/30,27.7,8,1,24.3,8,1
2016/8/31,30.5,8,1,23.7,8,1
2016/9/1,31.8,8,1,24.1,8,1
2016/9/2,31.2,8,1,24.1,8,1
2016/9/3,31.1,8,1,25.2,8,1
2016/9/4,31.4,8,1,24.6,8,1
2016/9/5,32.5,8,1,25.1,8,1
2016/9/6,31.3,8,1,26.4,8,1
2016/9/7,30.2,8,1,25.2,8,1
2016/9/8,31.3,8,1,25.5,8,1
2016/9/9,31.8,8,1,24.9,8,1
2016/9/10,30.9,8,1,24.6,8,1
2016/9/11,25.7,8,1,21.4,8,1
2016/9/12,27.2,8,1,22.3,8,1
2016/9/13,24.4,8,1,21.6,8,1
2016/9/14,25.3,8,1,20.6,8,1
2016/9/15,26.2,8,1,22.5,8,1
2016/9/16,24.8,8,1,23.1,8,1
2016/9/17,29.2,8,1,22.4,8,1
2016/9/18,26.7,8,1,23.0,8,1
2016/9/19,23.7,8,1,19.3,8,1
2016/9/20,20.4,8,1,17.9,8,1
2016/9/21,22.8,8,1,17.8,8,1
2016/9/22,20.7,8,1,18.2,8,1
2016/9/23,22.7,8,1,19.8,8,1
2016/9/24,23.7,8,1,20.9,8,1
2016/9/25,29.2,8,1,20.6,8,1
2016/9/26,29.2,8,1,22.4,8,1
2016/9/27,29.5,8,1,23.5,8,1
2016/9/28,31.0,8,1,25.0,8,1
2016/9/29,28.4,8,1,22.9,8,1
2016/9/30,23.9,8,1,19.0,8,1
2016/10/1,22.0,8,1,17.9,8,1
2016/10/2,26.7,8,1,20.4,8,1
2016/10/3,26.7,8,1,20.6,8,1
2016/10/4,31.1,8,1,20.6,8,1
2016/10/5,26.7,8,1,22.7,8,1
2016/10/6,31.8,8,1,23.1,8,1
2016/10/7,24.0,8,1,20.1,8,1
2016/10/8,25.6,8,1,18.9,8,1
2016/10/9,25.7,8,1,19.4,8,1
2016/10/10,20.5,8,1,18.1,8,1
2016/10/11,20.6,8,1,17.1,8,1
2016/10/12,22.1,8,1,14.9,8,1
2016/10/13,19.0,8,1,15.8,8,1
2016/10/14,19.9,8,1,14.4,8,1
2016/10/15,22.5,8,1,12.4,8,1
2016/10/16,23.5,8,1,14.0,8,1
2016/10/17,19.4,8,1,16.6,8,1
2016/10/18,26.4,8,1,17.7,8,1
2016/10/19,24.8,8,1,19.2,8,1
2016/10/20,27.6,8,1,18.9,8,1
2016/10/21,21.1,8,1,17.5,8,1
2016/10/22,18.7,8,1,15.2,8,1
2016/10/23,22.2,8,1,15.7,8,1
2016/10/24,18.5,8,1,13.7,8,1
2016/10/25,18.1,8,1,11.1,8,1
2016/10/26,25.7,8,1,13.6,8,1
2016/10/27,22.2,8,1,15.5,8,1
2016/10/28,16.3,8,1,10.3,8,1
2016/10/29,20.2,8,1,12.1,8,1
2016/10/30,13.7,8,1,10.6,8,1
2016/10/31,18.0,8,1,10.6,8,1
2016/11/1,16.6,8,1,11.8,8,1
2016/11/2,12.9,8,1,9.3,8,1
2016/11/3,19.0,8,1,8.9,8,1
2016/11/4,19.1,8,1,10.5,8,1
2016/11/5,20.5,8,1,11.8,8,1
2016/11/6,20.8,8,1,11.4,8,1
2016/11/7,14.8,8,1,9.4,8,1
2016/11/8,14.2,8,1,7.3,8,1
2016/11/9,14.5,8,1,8.8,8,1
2016/11/10,12.7,8,1,8.3,8,1
2016/11/11,12.0,8,1,5.9,8,1
2016/11/12,19.5,8,1,11.1,8,1
2016/11/13,20.1,8,1,10.7,8,1
2016/11/14,16.1,8,1,13.0,8,1
2016/11/15,19.0,8,1,13.0,8,1
2016/11/16,14.6,8,1,11.7,8,1
2016/11/17,18.1,8,1,9.5,8,1
2016/11/18,17.0,8,1,8.4,8,1
2016/11/19,12.2,8,1,8.6,8,1
2016/11/20,21.9,8,1,10.3,8,1
2016/11/21,15.7,8,1,10.8,8,1
2016/11/22,19.9,8,1,10.4,8,1
2016/11/23,15.1,8,1,7.4,8,1
2016/11/24,7.5,8,1,1.2,8,1
2016/11/25,12.2,8,1,1.7,8,1
2016/11/26,13.2,8,1,4.4,8,1
2016/11/27,13.9,8,1,8.1,8,1
2016/11/28,14.4,8,1,9.5,8,1
2016/11/29,14.8,8,1,8.4,8,1
2016/11/30,11.9,8,1,6.3,8,1
2016/12/1,17.5,8,1,6.0,8,1
2016/12/2,16.1,8,1,9.8,8,1
2016/12/3,16.3,8,1,7.7,8,1
2016/12/4,17.3,8,1,8.8,8,1
2016/12/5,18.4,8,1,9.7,8,1
2016/12/6,17.5,8,1,7.2,8,1
2016/12/7,11.2,8,1,6.0,8,1
2016/12/8,14.2,8,1,4.9,8,1
2016/12/9,17.2,8,1,5.6,8,1
2016/12/10,12.5,8,1,5.7,8,1
2016/12/11,11.3,8,1,4.5,8,1
2016/12/12,10.8,8,1,3.4,8,1
2016/12/13,15.5,8,1,5.5,8,1
2016/12/14,10.8,8,1,6.4,8,1
2016/12/15,10.3,8,1,4.4,8,1
2016/12/16,10.1,8,1,2.6,8,1
2016/12/17,13.8,8,1,1.8,8,1
2016/12/18,14.1,8,1,4.1,8,1
2016/12/19,16.7,8,1,6.4,8,1
2016/12/20,14.1,8,1,7.6,8,1
2016/12/21,16.9,8,1,6.9,8,1
2016/12/22,20.5,8,1,9.8,8,1
2016/12/23,20.2,8,1,9.7,8,1
2016/12/24,12.4,8,1,6.7,8,1
2016/12/25,11.3,8,1,6.3,8,1
2016/12/26,14.8,8,1,4.7,8,1
2016/12/27,18.3,8,1,6.4,8,1
2016/12/28,9.2,8,1,3.5,8,1
2016/12/29,13.9,8,1,2.2,8,1
2016/12/30,10.5,8,1,3.8,8,1
2016/12/31,12.6,8,1,3.4,8,1
