ダウンロードした時刻：2020/12/19 11:38:04

,横浜,横浜,横浜,横浜,横浜,横浜
2013/4/20,10.8,8,1,5.8,8,1
2013/4/21,10.4,8,1,5.1,8,1
2013/4/22,16.7,8,1,6.8,8,1
2013/4/23,19.0,8,1,7.9,8,1
2013/4/24,18.1,8,1,15.0,8,1
2013/4/25,21.8,8,1,13.2,8,1
2013/4/26,23.1,8,1,11.5,8,1
2013/4/27,20.8,8,1,9.9,8,1
2013/4/28,21.0,8,1,11.3,8,1
2013/4/29,22.1,8,1,11.7,8,1
2013/4/30,21.4,8,1,16.1,8,1
2013/5/1,17.9,8,1,10.6,8,1
2013/5/2,19.2,8,1,9.7,8,1
2013/5/3,18.4,8,1,11.0,8,1
2013/5/4,20.7,8,1,11.2,8,1
2013/5/5,22.0,8,1,13.5,8,1
2013/5/6,24.6,8,1,14.8,8,1
2013/5/7,20.6,8,1,10.7,8,1
2013/5/8,21.1,8,1,9.1,8,1
2013/5/9,24.1,8,1,12.7,8,1
2013/5/10,26.8,8,1,15.7,8,1
2013/5/11,20.1,8,1,17.1,8,1
2013/5/12,25.0,8,1,16.1,8,1
2013/5/13,24.1,8,1,16.8,8,1
2013/5/14,27.5,8,1,17.0,8,1
2013/5/15,24.8,8,1,17.4,8,1
2013/5/16,25.0,8,1,15.2,8,1
2013/5/17,22.6,8,1,13.5,8,1
2013/5/18,24.0,8,1,15.7,8,1
2013/5/19,22.9,8,1,16.6,8,1
2013/5/20,20.2,8,1,15.9,8,1
2013/5/21,26.6,8,1,19.4,8,1
2013/5/22,26.5,8,1,18.8,8,1
2013/5/23,24.9,8,1,18.3,8,1
2013/5/24,26.7,8,1,16.9,8,1
2013/5/25,23.0,8,1,14.7,8,1
2013/5/26,25.9,8,1,18.2,8,1
2013/5/27,25.7,8,1,18.4,8,1
2013/5/28,24.9,8,1,19.4,8,1
2013/5/29,25.0,8,1,19.8,8,1
2013/5/30,22.0,8,1,19.4,8,1
2013/5/31,25.8,8,1,18.4,8,1
2013/6/1,22.9,8,1,16.9,8,1
2013/6/2,22.5,8,1,15.1,8,1
2013/6/3,24.5,8,1,14.8,8,1
2013/6/4,27.8,8,1,17.5,8,1
2013/6/5,26.6,8,1,18.6,8,1
2013/6/6,24.2,8,1,19.2,8,1
2013/6/7,24.3,8,1,19.2,8,1
2013/6/8,25.9,8,1,18.5,8,1
2013/6/9,27.4,8,1,19.2,8,1
2013/6/10,26.4,8,1,19.7,8,1
2013/6/11,21.9,8,1,19.5,8,1
2013/6/12,22.3,8,1,18.7,8,1
2013/6/13,21.6,8,1,20.3,8,1
2013/6/14,26.6,8,1,20.2,8,1
2013/6/15,30.0,8,1,21.7,8,1
2013/6/16,25.1,8,1,21.1,8,1
2013/6/17,29.0,8,1,20.7,8,1
2013/6/18,30.3,8,1,22.8,8,1
2013/6/19,26.8,8,1,23.1,8,1
2013/6/20,23.1,8,1,19.6,8,1
2013/6/21,23.2,8,1,18.7,8,1
2013/6/22,26.0,8,1,18.0,8,1
2013/6/23,27.3,8,1,19.7,8,1
2013/6/24,27.1,8,1,20.1,8,1
2013/6/25,26.6,8,1,21.1,8,1
2013/6/26,22.5,8,1,19.1,8,1
2013/6/27,26.5,8,1,18.3,8,1
2013/6/28,26.1,8,1,18.8,8,1
2013/6/29,27.9,8,1,20.7,8,1
2013/6/30,28.0,8,1,21.4,8,1
2013/7/1,25.5,8,1,21.3,8,1
2013/7/2,27.7,8,1,20.0,8,1
2013/7/3,26.2,8,1,21.3,8,1
2013/7/4,25.8,8,1,22.5,8,1
2013/7/5,27.2,8,1,23.5,8,1
2013/7/6,31.2,8,1,24.5,8,1
2013/7/7,32.8,8,1,25.1,8,1
2013/7/8,34.7,8,1,24.7,8,1
2013/7/9,33.9,8,1,25.1,8,1
2013/7/10,33.6,8,1,25.3,8,1
2013/7/11,33.5,8,1,26.5,8,1
2013/7/12,34.4,8,1,26.6,8,1
2013/7/13,33.3,8,1,26.0,8,1
2013/7/14,33.5,8,1,25.5,8,1
2013/7/15,35.3,8,1,23.1,8,1
2013/7/16,29.1,8,1,22.3,8,1
2013/7/17,28.8,8,1,22.1,8,1
2013/7/18,33.0,8,1,23.0,8,1
2013/7/19,30.0,8,1,21.6,8,1
2013/7/20,27.0,8,1,21.4,8,1
2013/7/21,28.5,8,1,20.9,8,1
2013/7/22,29.0,8,1,23.3,8,1
2013/7/23,32.1,8,1,23.8,8,1
2013/7/24,25.9,8,1,23.6,8,1
2013/7/25,29.5,8,1,23.8,8,1
2013/7/26,31.9,8,1,24.0,8,1
2013/7/27,32.1,8,1,22.2,8,1
2013/7/28,30.7,8,1,22.5,8,1
2013/7/29,26.6,8,1,24.0,8,1
2013/7/30,30.6,8,1,24.5,8,1
2013/7/31,29.9,8,1,24.6,8,1
2013/8/1,31.7,8,1,24.5,8,1
2013/8/2,28.6,8,1,23.4,8,1
2013/8/3,30.4,8,1,23.1,8,1
2013/8/4,31.1,8,1,23.9,8,1
2013/8/5,32.6,8,1,25.9,8,1
2013/8/6,31.4,8,1,26.5,8,1
2013/8/7,34.1,8,1,25.3,8,1
2013/8/8,33.7,8,1,26.4,8,1
2013/8/9,34.2,8,1,26.6,8,1
2013/8/10,36.7,8,1,27.6,8,1
2013/8/11,37.4,8,1,28.4,8,1
2013/8/12,35.1,8,1,27.8,8,1
2013/8/13,33.6,8,1,25.3,8,1
2013/8/14,34.6,8,1,26.5,8,1
2013/8/15,34.2,8,1,25.4,8,1
2013/8/16,34.0,8,1,26.6,8,1
2013/8/17,32.8,8,1,26.2,8,1
2013/8/18,33.2,8,1,26.5,8,1
2013/8/19,34.2,8,1,26.9,8,1
2013/8/20,33.9,8,1,27.2,8,1
2013/8/21,33.7,8,1,26.9,8,1
2013/8/22,32.7,8,1,25.5,8,1
2013/8/23,32.7,8,1,24.7,8,1
2013/8/24,32.1,8,1,24.6,8,1
2013/8/25,26.4,8,1,21.8,8,1
2013/8/26,28.8,8,1,22.5,8,1
2013/8/27,29.6,8,1,19.6,8,1
2013/8/28,32.1,8,1,22.3,8,1
2013/8/29,31.2,8,1,23.9,8,1
2013/8/30,34.6,8,1,26.8,8,1
2013/8/31,33.7,8,1,26.9,8,1
2013/9/1,34.3,8,1,26.5,8,1
2013/9/2,32.6,8,1,25.4,8,1
2013/9/3,33.5,8,1,26.1,8,1
2013/9/4,30.8,8,1,23.7,8,1
2013/9/5,28.1,8,1,24.6,8,1
2013/9/6,28.4,8,1,24.0,8,1
2013/9/7,29.4,8,1,23.4,8,1
2013/9/8,29.9,8,1,21.7,8,1
2013/9/9,27.8,8,1,21.5,8,1
2013/9/10,26.9,8,1,22.1,8,1
2013/9/11,26.3,8,1,21.8,8,1
2013/9/12,31.3,8,1,22.5,8,1
2013/9/13,31.5,8,1,23.8,8,1
2013/9/14,31.2,8,1,25.4,8,1
2013/9/15,30.6,8,1,22.8,8,1
2013/9/16,28.4,8,1,22.0,8,1
2013/9/17,27.4,8,1,19.2,8,1
2013/9/18,27.6,8,1,19.0,8,1
2013/9/19,28.2,8,1,18.8,8,1
2013/9/20,29.0,8,1,19.6,8,1
2013/9/21,29.7,8,1,20.9,8,1
2013/9/22,30.4,8,1,21.9,8,1
2013/9/23,24.2,8,1,17.2,8,1
2013/9/24,26.5,8,1,16.9,8,1
2013/9/25,23.8,8,1,21.2,8,1
2013/9/26,23.9,8,1,18.1,8,1
2013/9/27,22.9,8,1,16.7,8,1
2013/9/28,24.7,8,1,15.1,8,1
2013/9/29,26.1,8,1,19.2,8,1
2013/9/30,25.8,8,1,17.8,8,1
2013/10/1,22.9,8,1,18.6,8,1
2013/10/2,26.8,8,1,20.6,8,1
2013/10/3,28.9,8,1,20.7,8,1
2013/10/4,20.7,8,1,16.4,8,1
2013/10/5,19.2,8,1,15.4,8,1
2013/10/6,25.4,8,1,18.8,8,1
2013/10/7,27.1,8,1,20.7,8,1
2013/10/8,28.7,8,1,21.7,8,1
2013/10/9,28.1,8,1,23.7,8,1
2013/10/10,28.9,8,1,22.1,8,1
2013/10/11,28.7,8,1,21.6,8,1
2013/10/12,30.8,8,1,19.6,8,1
2013/10/13,26.0,8,1,17.4,8,1
2013/10/14,24.8,8,1,15.7,8,1
2013/10/15,20.3,8,1,16.7,8,1
2013/10/16,25.8,8,1,16.0,8,1
2013/10/17,20.6,8,1,15.9,8,1
2013/10/18,20.4,8,1,15.5,8,1
2013/10/19,18.4,8,1,14.5,8,1
2013/10/20,15.7,8,1,13.5,8,1
2013/10/21,21.1,8,1,15.3,8,1
2013/10/22,19.6,8,1,16.9,8,1
2013/10/23,19.3,8,1,15.7,8,1
2013/10/24,16.8,8,1,15.0,8,1
2013/10/25,20.1,8,1,15.5,8,1
2013/10/26,17.2,8,1,13.9,8,1
2013/10/27,20.7,8,1,12.2,8,1
2013/10/28,19.4,8,1,12.2,8,1
2013/10/29,15.4,8,1,12.8,8,1
2013/10/30,20.8,8,1,14.4,8,1
2013/10/31,21.1,8,1,12.9,8,1
2013/11/1,20.6,8,1,12.8,8,1
2013/11/2,16.2,8,1,12.7,8,1
2013/11/3,18.7,8,1,14.4,8,1
2013/11/4,17.4,8,1,14.5,8,1
2013/11/5,19.0,8,1,12.9,8,1
2013/11/6,20.6,8,1,10.6,8,1
2013/11/7,20.8,8,1,13.0,8,1
2013/11/8,20.9,8,1,12.6,8,1
2013/11/9,14.7,8,1,11.4,8,1
2013/11/10,21.9,8,1,11.4,8,1
2013/11/11,17.1,8,1,8.5,8,1
2013/11/12,12.2,8,1,7.6,8,1
2013/11/13,13.7,8,1,6.7,8,1
2013/11/14,13.9,8,1,5.6,8,1
2013/11/15,14.0,8,1,9.3,8,1
2013/11/16,17.4,8,1,8.2,8,1
2013/11/17,19.3,8,1,8.7,8,1
2013/11/18,19.2,8,1,10.4,8,1
2013/11/19,15.7,8,1,8.6,8,1
2013/11/20,15.8,8,1,7.5,8,1
2013/11/21,16.5,8,1,8.0,8,1
2013/11/22,16.5,8,1,7.1,8,1
2013/11/23,16.0,8,1,8.3,8,1
2013/11/24,17.1,8,1,7.2,8,1
2013/11/25,19.3,8,1,9.9,8,1
2013/11/26,18.5,8,1,10.7,8,1
2013/11/27,15.8,8,1,9.5,8,1
2013/11/28,17.6,8,1,8.3,8,1
2013/11/29,13.3,8,1,6.3,8,1
2013/11/30,13.6,8,1,4.4,8,1
2013/12/1,14.7,8,1,5.2,8,1
2013/12/2,15.2,8,1,6.5,8,1
2013/12/3,15.6,8,1,6.7,8,1
2013/12/4,15.0,8,1,7.6,8,1
2013/12/5,15.4,8,1,7.0,8,1
2013/12/6,17.7,8,1,6.9,8,1
2013/12/7,14.2,8,1,8.1,8,1
2013/12/8,10.6,8,1,7.4,8,1
2013/12/9,10.7,8,1,5.8,8,1
2013/12/10,13.5,8,1,5.9,8,1
2013/12/11,13.1,8,1,5.7,8,1
2013/12/12,13.0,8,1,6.8,8,1
2013/12/13,13.9,8,1,4.2,8,1
2013/12/14,11.3,8,1,4.4,8,1
2013/12/15,11.6,8,1,3.9,8,1
2013/12/16,12.6,8,1,5.2,8,1
2013/12/17,12.0,8,1,6.8,8,1
2013/12/18,7.8,8,1,2.9,8,1
2013/12/19,7.2,8,1,3.0,8,1
2013/12/20,11.2,8,1,3.3,8,1
2013/12/21,10.7,8,1,2.3,8,1
2013/12/22,11.9,8,1,4.7,8,1
2013/12/23,8.9,8,1,4.0,8,1
2013/12/24,12.0,8,1,4.2,8,1
2013/12/25,9.6,8,1,3.3,8,1
2013/12/26,10.7,8,1,3.5,8,1
2013/12/27,8.8,8,1,4.5,8,1
2013/12/28,9.8,8,1,2.3,8,1
2013/12/29,9.0,8,1,1.1,8,1
2013/12/30,10.5,8,1,1.5,8,1
2013/12/31,13.0,8,1,1.9,8,1
