ダウンロードした時刻：2020/12/23 22:06:02

,松本,松本,松本,松本,松本,松本
2013/4/17,23.6,8,1,13.6,8,1
2013/4/18,27.5,8,1,8.6,8,1
2013/4/19,11.1,8,1,2.1,8,1
2013/4/20,11.4,8,1,0.0,8,1
2013/4/21,6.4,8,1,-0.6,8,1
2013/4/22,11.5,8,1,-2.4,8,1
2013/4/23,18.4,8,1,-1.2,8,1
2013/4/24,14.7,8,1,10.4,8,1
2013/4/25,21.6,8,1,7.5,8,1
2013/4/26,17.3,8,1,5.8,8,1
2013/4/27,13.8,8,1,3.8,8,1
2013/4/28,17.4,8,1,1.4,8,1
2013/4/29,24.9,8,1,1.8,8,1
2013/4/30,18.1,8,1,9.7,8,1
2013/5/1,14.7,8,1,4.2,8,1
2013/5/2,14.7,8,1,2.2,8,1
2013/5/3,18.3,8,1,2.4,8,1
2013/5/4,19.4,8,1,2.1,8,1
2013/5/5,22.1,8,1,3.9,8,1
2013/5/6,25.0,8,1,6.2,8,1
2013/5/7,14.5,8,1,3.2,8,1
2013/5/8,19.1,8,1,0.5,8,1
2013/5/9,30.0,8,1,4.7,8,1
2013/5/10,28.3,8,1,9.6,8,1
2013/5/11,17.7,8,1,12.2,8,1
2013/5/12,24.5,8,1,11.9,8,1
2013/5/13,30.7,8,1,11.8,8,1
2013/5/14,30.5,8,1,11.9,8,1
2013/5/15,28.6,8,1,13.3,8,1
2013/5/16,23.5,8,1,10.9,8,1
2013/5/17,23.7,8,1,7.7,8,1
2013/5/18,28.9,8,1,8.5,8,1
2013/5/19,24.4,8,1,12.8,8,1
2013/5/20,27.8,8,1,12.1,8,1
2013/5/21,28.7,8,1,14.0,8,1
2013/5/22,31.0,8,1,11.2,8,1
2013/5/23,25.7,8,1,11.6,8,1
2013/5/24,26.8,8,1,8.8,8,1
2013/5/25,29.6,8,1,10.1,8,1
2013/5/26,30.2,8,1,15.1,8,1
2013/5/27,27.5,8,1,14.0,8,1
2013/5/28,25.5,8,1,17.0,8,1
2013/5/29,20.2,8,1,14.6,8,1
2013/5/30,25.1,8,1,15.6,8,1
2013/5/31,27.5,8,1,11.9,8,1
2013/6/1,25.2,8,1,14.3,8,1
2013/6/2,23.7,8,1,14.8,8,1
2013/6/3,27.9,8,1,13.1,8,1
2013/6/4,29.6,8,1,12.3,8,1
2013/6/5,31.1,8,1,14.0,8,1
2013/6/6,25.9,8,1,15.2,8,1
2013/6/7,25.0,8,1,14.2,8,1
2013/6/8,26.1,8,1,13.9,8,1
2013/6/9,28.2,8,1,11.9,8,1
2013/6/10,27.9,8,1,17.6,8,1
2013/6/11,27.4,8,1,17.4,8,1
2013/6/12,27.6,8,1,18.2,8,1
2013/6/13,27.1,8,1,19.3,8,1
2013/6/14,30.5,8,1,19.2,8,1
2013/6/15,27.4,8,1,19.3,8,1
2013/6/16,29.9,8,1,18.7,8,1
2013/6/17,31.7,8,1,19.8,8,1
2013/6/18,24.8,8,1,21.0,8,1
2013/6/19,24.0,8,1,17.8,8,1
2013/6/20,22.4,8,1,17.7,8,1
2013/6/21,19.8,8,1,15.0,8,1
2013/6/22,25.3,8,1,14.3,8,1
2013/6/23,27.5,8,1,15.7,8,1
2013/6/24,28.1,8,1,17.9,8,1
2013/6/25,28.3,8,1,17.8,8,1
2013/6/26,19.5,8,1,16.8,8,1
2013/6/27,28.4,8,1,16.7,8,1
2013/6/28,27.6,8,1,18.2,8,1
2013/6/29,28.2,8,1,17.7,8,1
2013/6/30,28.3,8,1,18.0,8,1
2013/7/1,27.9,8,1,18.4,8,1
2013/7/2,29.3,8,1,18.4,8,1
2013/7/3,24.2,8,1,19.5,8,1
2013/7/4,28.3,8,1,21.5,8,1
2013/7/5,28.4,8,1,20.5,8,1
2013/7/6,30.7,8,1,23.9,8,1
2013/7/7,29.2,8,1,21.9,8,1
2013/7/8,35.1,8,1,20.1,8,1
2013/7/9,34.7,8,1,20.5,8,1
2013/7/10,33.4,8,1,21.6,8,1
2013/7/11,36.7,8,1,22.1,8,1
2013/7/12,36.5,8,1,23.7,8,1
2013/7/13,27.9,8,1,22.6,8,1
2013/7/14,32.6,8,1,21.8,8,1
2013/7/15,28.8,8,1,20.2,8,1
2013/7/16,31.2,8,1,18.7,8,1
2013/7/17,32.1,8,1,21.1,8,1
2013/7/18,33.0,8,1,20.3,8,1
2013/7/19,28.8,8,1,18.4,8,1
2013/7/20,32.5,8,1,16.1,8,1
2013/7/21,33.3,8,1,17.7,8,1
2013/7/22,33.6,8,1,19.8,8,1
2013/7/23,32.2,8,1,21.2,8,1
2013/7/24,24.4,8,1,20.4,8,1
2013/7/25,32.7,8,1,20.2,8,1
2013/7/26,33.5,8,1,21.3,8,1
2013/7/27,32.9,8,1,20.5,8,1
2013/7/28,30.4,8,1,19.7,8,1
2013/7/29,25.4,8,1,20.4,8,1
2013/7/30,32.0,8,1,19.8,8,1
2013/7/31,33.0,8,1,21.2,8,1
2013/8/1,32.0,8,1,22.2,8,1
2013/8/2,30.8,8,1,21.7,8,1
2013/8/3,29.8,8,1,20.1,8,1
2013/8/4,31.3,8,1,19.4,8,1
2013/8/5,31.2,8,1,21.7,8,1
2013/8/6,29.6,8,1,21.9,8,1
2013/8/7,32.7,8,1,19.4,8,1
2013/8/8,32.5,8,1,20.7,8,1
2013/8/9,36.7,8,1,22.1,8,1
2013/8/10,36.5,8,1,22.7,8,1
2013/8/11,35.9,8,1,22.6,8,1
2013/8/12,34.7,8,1,22.7,8,1
2013/8/13,33.0,8,1,20.3,8,1
2013/8/14,35.2,8,1,19.4,8,1
2013/8/15,36.0,8,1,20.4,8,1
2013/8/16,33.8,8,1,20.1,8,1
2013/8/17,34.4,8,1,21.9,8,1
2013/8/18,34.7,8,1,22.7,8,1
2013/8/19,35.0,8,1,20.9,8,1
2013/8/20,32.9,8,1,22.2,8,1
2013/8/21,28.5,8,1,22.3,8,1
2013/8/22,34.6,8,1,21.8,8,1
2013/8/23,24.0,8,1,20.5,8,1
2013/8/24,29.2,8,1,20.4,8,1
2013/8/25,27.7,8,1,18.7,8,1
2013/8/26,29.5,8,1,15.9,8,1
2013/8/27,28.6,8,1,18.3,8,1
2013/8/28,28.7,8,1,17.0,8,1
2013/8/29,30.8,8,1,17.3,8,1
2013/8/30,32.7,8,1,22.5,8,1
2013/8/31,33.1,8,1,22.3,8,1
2013/9/1,27.5,8,1,20.9,8,1
2013/9/2,26.3,8,1,20.2,8,1
2013/9/3,30.2,8,1,20.1,8,1
2013/9/4,30.7,8,1,17.9,8,1
2013/9/5,26.3,8,1,19.4,8,1
2013/9/6,28.4,8,1,19.8,8,1
2013/9/7,24.2,8,1,19.0,8,1
2013/9/8,21.5,8,1,17.9,8,1
2013/9/9,27.2,8,1,15.3,8,1
2013/9/10,27.5,8,1,16.9,8,1
2013/9/11,28.8,8,1,19.4,8,1
2013/9/12,30.3,8,1,19.0,8,1
2013/9/13,31.6,8,1,20.4,8,1
2013/9/14,30.0,8,1,21.3,8,1
2013/9/15,26.6,8,1,20.3,8,1
2013/9/16,22.8,8,1,12.4,8,1
2013/9/17,26.1,8,1,10.0,8,1
2013/9/18,27.1,8,1,11.0,8,1
2013/9/19,26.9,8,1,11.7,8,1
2013/9/20,29.0,8,1,12.3,8,1
2013/9/21,27.8,8,1,13.2,8,1
2013/9/22,25.0,8,1,13.5,8,1
2013/9/23,26.4,8,1,15.7,8,1
2013/9/24,27.5,8,1,14.9,8,1
2013/9/25,28.8,8,1,15.7,8,1
2013/9/26,20.8,8,1,10.1,8,1
2013/9/27,21.8,8,1,8.4,8,1
2013/9/28,24.9,8,1,10.0,8,1
2013/9/29,26.0,8,1,10.9,8,1
2013/9/30,25.9,8,1,12.1,8,1
2013/10/1,27.3,8,1,14.2,8,1
2013/10/2,28.6,8,1,17.1,8,1
2013/10/3,19.7,8,1,13.9,8,1
2013/10/4,20.6,8,1,13.6,8,1
2013/10/5,23.1,8,1,15.9,8,1
2013/10/6,27.9,8,1,15.5,8,1
2013/10/7,28.3,8,1,17.2,8,1
2013/10/8,26.1,8,1,17.6,8,1
2013/10/9,26.4,8,1,19.1,8,1
2013/10/10,27.0,8,1,18.3,8,1
2013/10/11,28.2,8,1,20.1,8,1
2013/10/12,26.3,8,1,10.6,8,1
2013/10/13,21.0,8,1,7.8,8,1
2013/10/14,24.2,8,1,7.5,8,1
2013/10/15,14.4,8,1,10.2,8,1
2013/10/16,18.9,8,1,8.0,8,1
2013/10/17,16.4,8,1,6.1,8,1
2013/10/18,17.2,8,1,6.6,8,1
2013/10/19,15.1,8,1,11.0,8,1
2013/10/20,13.2,8,1,10.9,8,1
2013/10/21,22.2,8,1,11.2,8,1
2013/10/22,21.9,8,1,13.9,8,1
2013/10/23,16.8,8,1,13.3,8,1
2013/10/24,15.6,8,1,11.8,8,1
2013/10/25,17.9,8,1,13.4,8,1
2013/10/26,14.8,8,1,6.6,8,1
2013/10/27,15.8,8,1,5.1,8,1
2013/10/28,16.9,8,1,2.3,8,1
2013/10/29,14.9,8,1,6.1,8,1
2013/10/30,20.8,8,1,6.6,8,1
2013/10/31,16.4,8,1,3.7,8,1
2013/11/1,16.6,8,1,6.2,8,1
2013/11/2,20.2,8,1,3.9,8,1
2013/11/3,18.5,8,1,8.7,8,1
2013/11/4,16.8,8,1,6.4,8,1
2013/11/5,15.4,8,1,5.2,8,1
2013/11/6,18.0,8,1,2.2,8,1
2013/11/7,18.5,8,1,8.7,8,1
2013/11/8,17.2,8,1,4.0,8,1
2013/11/9,16.9,8,1,3.2,8,1
2013/11/10,16.2,8,1,7.1,8,1
2013/11/11,13.8,8,1,1.5,8,1
2013/11/12,9.1,8,1,-0.9,8,1
2013/11/13,8.2,8,1,0.2,8,1
2013/11/14,13.5,8,1,-3.0,8,1
2013/11/15,10.9,8,1,5.5,8,1
2013/11/16,13.9,8,1,2.8,8,1
2013/11/17,15.5,8,1,-0.8,8,1
2013/11/18,14.3,8,1,5.9,8,1
2013/11/19,9.2,8,1,3.3,8,1
2013/11/20,10.8,8,1,4.0,8,1
2013/11/21,12.1,8,1,1.1,8,1
2013/11/22,13.4,8,1,-1.0,8,1
2013/11/23,11.6,8,1,0.6,8,1
2013/11/24,13.6,8,1,-1.5,8,1
2013/11/25,13.5,8,1,2.6,8,1
2013/11/26,11.4,8,1,2.6,8,1
2013/11/27,11.1,8,1,0.0,8,1
2013/11/28,9.8,8,1,1.4,8,1
2013/11/29,7.5,8,1,0.5,8,1
2013/11/30,9.2,8,1,-2.0,8,1
2013/12/1,10.0,8,1,-3.2,8,1
2013/12/2,11.8,8,1,-2.5,8,1
2013/12/3,10.1,8,1,-2.2,8,1
2013/12/4,11.1,8,1,-2.0,8,1
2013/12/5,12.2,8,1,-2.5,8,1
2013/12/6,9.8,8,1,0.3,8,1
2013/12/7,7.9,8,1,0.0,8,1
2013/12/8,6.4,8,1,-2.1,8,1
2013/12/9,11.1,8,1,-4.8,8,1
2013/12/10,10.9,8,1,0.7,8,1
2013/12/11,7.2,8,1,-2.2,8,1
2013/12/12,6.7,8,1,0.6,8,1
2013/12/13,5.8,8,1,0.1,8,1
2013/12/14,6.4,8,1,-0.8,8,1
2013/12/15,6.6,8,1,-1.8,8,1
2013/12/16,6.1,8,1,-4.4,8,1
2013/12/17,5.9,8,1,-2.6,8,1
2013/12/18,1.2,8,1,-0.1,8,1
2013/12/19,1.6,8,1,0.2,8,1
2013/12/20,3.9,8,1,-0.5,8,1
2013/12/21,8.2,8,1,-1.5,8,1
2013/12/22,5.2,8,1,-2.8,8,1
2013/12/23,4.6,8,1,-5.7,8,1
2013/12/24,5.1,8,1,-4.8,8,1
2013/12/25,5.0,8,1,-4.8,8,1
2013/12/26,9.7,8,1,-1.5,8,1
2013/12/27,3.5,8,1,-2.3,8,1
2013/12/28,2.7,8,1,-2.8,8,1
2013/12/29,4.0,8,1,-6.4,8,1
2013/12/30,6.5,8,1,-1.4,8,1
2013/12/31,8.7,8,1,1.9,8,1
