ダウンロードした時刻：2020/12/23 22:05:41

,松本,松本,松本,松本,松本,松本
2014/4/17,24.9,8,1,5.7,8,1
2014/4/18,14.1,8,1,8.4,8,1
2014/4/19,14.2,8,1,4.8,8,1
2014/4/20,16.0,8,1,1.7,8,1
2014/4/21,15.3,8,1,8.2,8,1
2014/4/22,16.0,8,1,7.9,8,1
2014/4/23,17.7,8,1,2.8,8,1
2014/4/24,20.7,8,1,2.2,8,1
2014/4/25,22.8,8,1,5.2,8,1
2014/4/26,23.7,8,1,6.2,8,1
2014/4/27,25.2,8,1,8.2,8,1
2014/4/28,19.5,8,1,9.8,8,1
2014/4/29,19.4,8,1,11.1,8,1
2014/4/30,16.3,8,1,10.0,8,1
2014/5/1,22.2,8,1,10.2,8,1
2014/5/2,24.5,8,1,8.3,8,1
2014/5/3,26.2,8,1,8.9,8,1
2014/5/4,21.1,8,1,4.3,8,1
2014/5/5,15.6,8,1,8.9,8,1
2014/5/6,18.5,8,1,6.3,8,1
2014/5/7,22.4,8,1,3.1,8,1
2014/5/8,23.6,8,1,7.3,8,1
2014/5/9,20.5,8,1,9.4,8,1
2014/5/10,20.2,8,1,5.5,8,1
2014/5/11,26.4,8,1,5.5,8,1
2014/5/12,23.1,8,1,12.6,8,1
2014/5/13,28.1,8,1,14.0,8,1
2014/5/14,29.6,8,1,11.6,8,1
2014/5/15,23.7,8,1,11.3,8,1
2014/5/16,22.7,8,1,9.3,8,1
2014/5/17,21.1,8,1,6.9,8,1
2014/5/18,24.4,8,1,6.6,8,1
2014/5/19,26.8,8,1,7.8,8,1
2014/5/20,26.8,8,1,10.1,8,1
2014/5/21,18.4,8,1,11.2,8,1
2014/5/22,20.3,8,1,10.9,8,1
2014/5/23,21.5,8,1,10.2,8,1
2014/5/24,27.8,8,1,8.4,8,1
2014/5/25,28.0,8,1,15.2,8,1
2014/5/26,19.1,8,1,13.6,8,1
2014/5/27,26.4,8,1,13.8,8,1
2014/5/28,29.1,8,1,12.6,8,1
2014/5/29,28.6,8,1,13.3,8,1
2014/5/30,31.0,8,1,14.4,8,1
2014/5/31,30.4,8,1,15.2,8,1
2014/6/1,32.3,8,1,14.3,8,1
2014/6/2,32.6,8,1,15.5,8,1
2014/6/3,32.0,8,1,18.6,8,1
2014/6/4,28.1,8,1,17.2,8,1
2014/6/5,20.8,8,1,16.3,8,1
2014/6/6,23.4,8,1,15.4,8,1
2014/6/7,23.6,8,1,15.5,8,1
2014/6/8,26.3,8,1,15.1,8,1
2014/6/9,26.9,8,1,18.2,8,1
2014/6/10,27.3,8,1,18.0,8,1
2014/6/11,23.5,8,1,18.2,8,1
2014/6/12,26.0,8,1,17.3,8,1
2014/6/13,26.2,8,1,14.5,8,1
2014/6/14,27.4,8,1,14.3,8,1
2014/6/15,29.5,8,1,11.3,8,1
2014/6/16,30.3,8,1,13.5,8,1
2014/6/17,29.6,8,1,14.6,8,1
2014/6/18,24.0,8,1,16.5,8,1
2014/6/19,26.5,8,1,14.8,8,1
2014/6/20,28.2,8,1,15.4,8,1
2014/6/21,29.6,8,1,17.2,8,1
2014/6/22,23.3,8,1,17.4,8,1
2014/6/23,27.3,8,1,16.6,8,1
2014/6/24,26.7,8,1,16.5,8,1
2014/6/25,25.7,8,1,15.1,8,1
2014/6/26,29.0,8,1,16.5,8,1
2014/6/27,28.3,8,1,18.5,8,1
2014/6/28,23.2,8,1,18.7,8,1
2014/6/29,28.0,8,1,17.5,8,1
2014/6/30,29.6,8,1,15.3,8,1
2014/7/1,28.8,8,1,18.4,8,1
2014/7/2,31.2,8,1,17.2,8,1
2014/7/3,24.7,8,1,17.7,8,1
2014/7/4,23.7,8,1,17.3,8,1
2014/7/5,25.9,8,1,17.8,8,1
2014/7/6,28.1,8,1,20.0,8,1
2014/7/7,25.7,8,1,18.7,8,1
2014/7/8,31.5,8,1,19.3,8,1
2014/7/9,34.4,8,1,20.9,8,1
2014/7/10,26.8,8,1,22.0,8,1
2014/7/11,32.0,8,1,21.5,8,1
2014/7/12,32.0,8,1,18.6,8,1
2014/7/13,25.9,8,1,20.4,8,1
2014/7/14,28.2,8,1,20.6,8,1
2014/7/15,31.4,8,1,19.3,8,1
2014/7/16,31.6,8,1,22.4,8,1
2014/7/17,30.8,8,1,20.8,8,1
2014/7/18,29.1,8,1,20.4,8,1
2014/7/19,28.2,8,1,19.1,8,1
2014/7/20,29.5,8,1,18.1,8,1
2014/7/21,31.0,8,1,18.6,8,1
2014/7/22,31.9,8,1,20.5,8,1
2014/7/23,32.4,8,1,20.4,8,1
2014/7/24,30.7,8,1,23.2,8,1
2014/7/25,34.5,8,1,21.3,8,1
2014/7/26,36.8,8,1,22.8,8,1
2014/7/27,32.6,8,1,20.3,8,1
2014/7/28,29.4,8,1,18.9,8,1
2014/7/29,32.9,8,1,17.6,8,1
2014/7/30,33.6,8,1,19.9,8,1
2014/7/31,34.8,8,1,21.0,8,1
2014/8/1,32.9,8,1,20.5,8,1
2014/8/2,32.1,8,1,20.7,8,1
2014/8/3,30.6,8,1,21.9,8,1
2014/8/4,30.6,8,1,24.4,8,1
2014/8/5,33.6,8,1,24.5,8,1
2014/8/6,33.8,8,1,25.1,8,1
2014/8/7,35.5,8,1,24.5,8,1
2014/8/8,26.6,8,1,18.3,8,1
2014/8/9,22.9,8,1,18.3,8,1
2014/8/10,25.0,8,1,19.7,8,1
2014/8/11,31.2,8,1,23.7,8,1
2014/8/12,24.0,8,1,18.2,8,1
2014/8/13,28.3,8,1,16.0,8,1
2014/8/14,27.1,8,1,20.6,8,1
2014/8/15,29.1,8,1,22.8,8,1
2014/8/16,29.0,8,1,21.8,8,1
2014/8/17,26.8,8,1,22.0,8,1
2014/8/18,33.9,8,1,22.4,8,1
2014/8/19,32.1,8,1,22.8,8,1
2014/8/20,34.6,8,1,21.4,8,1
2014/8/21,33.1,8,1,20.8,8,1
2014/8/22,34.4,8,1,20.7,8,1
2014/8/23,31.5,8,1,22.7,8,1
2014/8/24,28.1,8,1,20.0,8,1
2014/8/25,26.3,8,1,19.8,8,1
2014/8/26,22.2,8,1,20.0,8,1
2014/8/27,23.1,8,1,18.6,8,1
2014/8/28,23.7,8,1,17.4,8,1
2014/8/29,28.4,8,1,18.4,8,1
2014/8/30,25.7,8,1,17.7,8,1
2014/8/31,26.1,8,1,18.1,8,1
2014/9/1,23.0,8,1,17.9,8,1
2014/9/2,28.1,8,1,16.9,8,1
2014/9/3,27.7,8,1,17.9,8,1
2014/9/4,27.4,8,1,20.8,8,1
2014/9/5,26.7,8,1,19.4,8,1
2014/9/6,28.6,8,1,18.2,8,1
2014/9/7,27.5,8,1,15.9,8,1
2014/9/8,25.2,8,1,15.3,8,1
2014/9/9,27.5,8,1,14.2,8,1
2014/9/10,27.3,8,1,16.0,8,1
2014/9/11,26.1,8,1,16.3,8,1
2014/9/12,24.8,8,1,12.7,8,1
2014/9/13,25.4,8,1,12.9,8,1
2014/9/14,25.6,8,1,12.7,8,1
2014/9/15,23.0,8,1,15.2,8,1
2014/9/16,27.4,8,1,15.2,8,1
2014/9/17,24.1,8,1,14.3,8,1
2014/9/18,20.4,8,1,10.1,8,1
2014/9/19,20.5,8,1,7.4,8,1
2014/9/20,21.6,8,1,11.3,8,1
2014/9/21,24.5,8,1,8.6,8,1
2014/9/22,24.5,8,1,11.8,8,1
2014/9/23,24.9,8,1,8.9,8,1
2014/9/24,23.3,8,1,12.9,8,1
2014/9/25,30.1,8,1,16.4,8,1
2014/9/26,25.0,8,1,13.4,8,1
2014/9/27,24.1,8,1,14.6,8,1
2014/9/28,26.1,8,1,11.2,8,1
2014/9/29,25.9,8,1,11.0,8,1
2014/9/30,25.5,8,1,11.7,8,1
2014/10/1,25.1,8,1,15.7,8,1
2014/10/2,27.6,8,1,12.9,8,1
2014/10/3,28.1,8,1,18.0,8,1
2014/10/4,21.4,8,1,14.1,8,1
2014/10/5,15.1,8,1,13.7,8,1
2014/10/6,22.8,8,1,13.5,8,1
2014/10/7,20.3,8,1,9.4,8,1
2014/10/8,22.0,8,1,8.4,8,1
2014/10/9,24.1,8,1,10.1,8,1
2014/10/10,24.3,8,1,12.1,8,1
2014/10/11,24.0,8,1,11.1,8,1
2014/10/12,21.5,8,1,8.3,8,1
2014/10/13,14.6,8,1,12.4,8,1
2014/10/14,19.5,8,1,8.7,8,1
2014/10/15,16.7,8,1,6.1,8,1
2014/10/16,20.2,8,1,10.1,8,1
2014/10/17,18.3,8,1,6.1,8,1
2014/10/18,19.6,8,1,3.5,8,1
2014/10/19,22.3,8,1,4.0,8,1
2014/10/20,14.4,8,1,7.8,8,1
2014/10/21,20.9,8,1,11.5,8,1
2014/10/22,17.0,8,1,9.0,8,1
2014/10/23,13.9,8,1,7.6,8,1
2014/10/24,20.6,8,1,6.6,8,1
2014/10/25,21.0,8,1,6.1,8,1
2014/10/26,22.2,8,1,5.8,8,1
2014/10/27,22.9,8,1,7.5,8,1
2014/10/28,15.9,8,1,3.0,8,1
2014/10/29,16.4,8,1,0.7,8,1
2014/10/30,21.8,8,1,0.7,8,1
2014/10/31,15.6,8,1,6.7,8,1
2014/11/1,15.3,8,1,10.9,8,1
2014/11/2,20.9,8,1,11.6,8,1
2014/11/3,16.2,8,1,5.5,8,1
2014/11/4,14.4,8,1,2.4,8,1
2014/11/5,16.4,8,1,1.6,8,1
2014/11/6,19.5,8,1,5.3,8,1
2014/11/7,14.8,8,1,4.2,8,1
2014/11/8,13.2,8,1,1.5,8,1
2014/11/9,13.2,8,1,6.6,8,1
2014/11/10,15.0,8,1,6.2,8,1
2014/11/11,15.8,8,1,3.6,8,1
2014/11/12,16.9,8,1,7.0,8,1
2014/11/13,11.8,8,1,4.4,8,1
2014/11/14,12.9,8,1,3.9,8,1
2014/11/15,10.8,8,1,2.2,8,1
2014/11/16,10.2,8,1,-0.7,8,1
2014/11/17,14.2,8,1,-1.4,8,1
2014/11/18,10.9,8,1,0.2,8,1
2014/11/19,10.6,8,1,-2.5,8,1
2014/11/20,7.7,8,1,-1.7,8,1
2014/11/21,14.1,8,1,-2.2,8,1
2014/11/22,16.8,8,1,0.8,8,1
2014/11/23,13.1,8,1,0.6,8,1
2014/11/24,17.5,8,1,0.6,8,1
2014/11/25,7.7,8,1,5.5,8,1
2014/11/26,8.0,8,1,6.3,8,1
2014/11/27,15.2,8,1,4.4,8,1
2014/11/28,16.2,8,1,1.4,8,1
2014/11/29,17.0,8,1,7.3,8,1
2014/11/30,17.4,8,1,4.7,8,1
2014/12/1,15.8,8,1,7.2,8,1
2014/12/2,7.6,8,1,0.8,8,1
2014/12/3,6.5,8,1,0.1,8,1
2014/12/4,7.5,5,1,1.9,8,1
2014/12/5,6.0,8,1,-1.5,8,1
2014/12/6,1.0,8,1,-1.9,8,1
2014/12/7,3.3,8,1,-2.7,8,1
2014/12/8,8.6,8,1,-5.0,8,1
2014/12/9,7.0,8,1,-4.2,8,1
2014/12/10,6.5,8,1,-3.6,8,1
2014/12/11,12.2,8,1,3.1,8,1
2014/12/12,4.5,8,1,0.7,8,1
2014/12/13,5.3,8,1,-0.3,8,1
2014/12/14,2.5,8,1,-2.1,8,1
2014/12/15,4.3,8,1,-3.8,8,1
2014/12/16,3.6,8,1,-2.3,8,1
2014/12/17,1.7,8,1,-3.4,8,1
2014/12/18,1.9,8,1,-4.9,8,1
2014/12/19,3.1,8,1,-7.6,8,1
2014/12/20,7.0,8,1,-4.4,8,1
2014/12/21,8.4,8,1,-1.3,8,1
2014/12/22,4.1,8,1,-1.0,8,1
2014/12/23,5.8,8,1,-2.5,8,1
2014/12/24,8.8,8,1,-4.5,8,1
2014/12/25,4.1,8,1,-2.1,8,1
2014/12/26,3.7,8,1,-4.9,8,1
2014/12/27,3.4,8,1,-7.1,8,1
2014/12/28,9.5,8,1,-8.0,8,1
2014/12/29,4.4,8,1,0.2,8,1
2014/12/30,6.5,8,1,-1.5,8,1
2014/12/31,8.1,8,1,-1.0,8,1
