ダウンロードした時刻：2020/12/23 22:06:48

,松本,松本,松本,松本,松本,松本
2010/4/18,14.9,8,1,0.7,8,1
2010/4/19,21.7,8,1,4.3,8,1
2010/4/20,15.2,8,1,10.5,8,1
2010/4/21,17.9,8,1,7.3,8,1
2010/4/22,7.7,8,1,4.5,8,1
2010/4/23,8.0,8,1,3.7,8,1
2010/4/24,11.4,8,1,1.2,8,1
2010/4/25,17.3,8,1,-1.1,8,1
2010/4/26,19.2,8,1,1.1,8,1
2010/4/27,13.8,8,1,6.2,8,1
2010/4/28,18.5,8,1,6.2,8,1
2010/4/29,17.6,8,1,6.8,8,1
2010/4/30,15.4,8,1,3.0,8,1
2010/5/1,19.5,8,1,4.6,8,1
2010/5/2,22.0,8,1,3.7,8,1
2010/5/3,26.3,8,1,6.6,8,1
2010/5/4,30.3,8,1,12.4,8,1
2010/5/5,31.5,8,1,13.0,8,1
2010/5/6,30.1,8,1,17.1,8,1
2010/5/7,18.5,8,1,10.2,8,1
2010/5/8,24.1,8,1,8.3,8,1
2010/5/9,23.1,8,1,7.7,8,1
2010/5/10,21.7,8,1,6.7,8,1
2010/5/11,14.1,8,1,10.7,8,1
2010/5/12,16.2,8,1,5.3,8,1
2010/5/13,14.6,8,1,4.3,8,1
2010/5/14,15.1,8,1,4.7,8,1
2010/5/15,20.8,8,1,2.5,8,1
2010/5/16,24.3,8,1,9.0,8,1
2010/5/17,27.9,8,1,8.6,8,1
2010/5/18,28.1,8,1,11.4,8,1
2010/5/19,19.1,8,1,14.7,8,1
2010/5/20,26.0,8,1,17.0,8,1
2010/5/21,29.1,8,1,12.0,8,1
2010/5/22,25.3,8,1,12.0,8,1
2010/5/23,18.6,8,1,11.9,8,1
2010/5/24,20.1,8,1,11.7,8,1
2010/5/25,24.8,8,1,13.9,8,1
2010/5/26,19.2,8,1,11.9,8,1
2010/5/27,17.5,8,1,9.6,8,1
2010/5/28,18.5,8,1,8.3,8,1
2010/5/29,21.1,8,1,8.1,8,1
2010/5/30,19.9,8,1,11.5,8,1
2010/5/31,21.3,8,1,11.2,8,1
2010/6/1,23.9,8,1,12.9,8,1
2010/6/2,26.3,8,1,11.1,8,1
2010/6/3,26.3,8,1,11.4,8,1
2010/6/4,26.4,8,1,10.2,8,1
2010/6/5,26.6,8,1,12.9,8,1
2010/6/6,28.7,8,1,10.6,8,1
2010/6/7,27.1,8,1,12.5,8,1
2010/6/8,22.9,8,1,14.7,8,1
2010/6/9,26.2,8,1,13.2,8,1
2010/6/10,29.2,8,1,12.6,8,1
2010/6/11,30.6,8,1,14.6,8,1
2010/6/12,31.6,8,1,16.4,8,1
2010/6/13,27.8,8,1,18.0,8,1
2010/6/14,19.3,8,1,14.8,8,1
2010/6/15,30.6,8,1,15.0,8,1
2010/6/16,26.3,8,1,18.1,8,1
2010/6/17,32.7,8,1,16.2,8,1
2010/6/18,23.9,8,1,17.3,8,1
2010/6/19,29.9,8,1,17.1,8,1
2010/6/20,28.5,8,1,18.6,8,1
2010/6/21,29.3,8,1,19.8,8,1
2010/6/22,30.9,8,1,18.3,8,1
2010/6/23,24.0,8,1,17.5,8,1
2010/6/24,26.9,8,1,15.0,8,1
2010/6/25,30.3,8,1,14.9,8,1
2010/6/26,24.0,8,1,19.4,8,1
2010/6/27,29.6,8,1,21.9,8,1
2010/6/28,30.5,8,1,21.7,8,1
2010/6/29,30.8,8,1,21.0,8,1
2010/6/30,29.7,8,1,20.7,8,1
2010/7/1,32.0,8,1,19.7,8,1
2010/7/2,29.7,8,1,18.5,8,1
2010/7/3,25.3,8,1,19.7,8,1
2010/7/4,26.7,8,1,20.1,8,1
2010/7/5,30.2,8,1,20.9,8,1
2010/7/6,31.2,8,1,21.0,8,1
2010/7/7,30.8,8,1,20.3,8,1
2010/7/8,30.9,8,1,17.2,8,1
2010/7/9,27.6,8,1,18.7,8,1
2010/7/10,31.5,8,1,17.1,8,1
2010/7/11,25.3,8,1,18.9,8,1
2010/7/12,27.4,8,1,19.8,8,1
2010/7/13,23.4,8,1,18.4,8,1
2010/7/14,26.3,8,1,20.5,8,1
2010/7/15,28.1,8,1,19.9,8,1
2010/7/16,30.8,8,1,19.9,8,1
2010/7/17,33.2,8,1,20.6,8,1
2010/7/18,33.7,8,1,20.0,8,1
2010/7/19,33.6,8,1,21.2,8,1
2010/7/20,33.9,8,1,22.7,8,1
2010/7/21,34.5,8,1,21.8,8,1
2010/7/22,34.3,8,1,23.3,8,1
2010/7/23,34.8,8,1,21.9,8,1
2010/7/24,35.2,8,1,21.5,8,1
2010/7/25,33.8,8,1,23.0,8,1
2010/7/26,34.3,8,1,21.8,8,1
2010/7/27,35.8,8,1,20.8,8,1
2010/7/28,33.8,8,1,22.6,8,1
2010/7/29,25.8,8,1,21.4,8,1
2010/7/30,32.1,8,1,21.3,8,1
2010/7/31,34.4,8,1,22.8,8,1
2010/8/1,33.6,8,1,22.3,8,1
2010/8/2,34.6,8,1,23.2,8,1
2010/8/3,33.4,8,1,22.6,8,1
2010/8/4,34.7,8,1,22.0,8,1
2010/8/5,35.7,8,1,22.6,8,1
2010/8/6,33.5,8,1,23.1,8,1
2010/8/7,32.6,8,1,21.3,8,1
2010/8/8,29.5,8,1,21.9,8,1
2010/8/9,30.1,8,1,21.4,8,1
2010/8/10,30.0,8,1,21.3,8,1
2010/8/11,31.4,8,1,22.1,8,1
2010/8/12,29.4,8,1,23.5,8,1
2010/8/13,29.1,8,1,21.4,8,1
2010/8/14,29.8,8,1,23.0,8,1
2010/8/15,31.7,8,1,23.4,8,1
2010/8/16,34.1,8,1,22.2,8,1
2010/8/17,34.3,8,1,21.7,8,1
2010/8/18,33.8,8,1,23.2,8,1
2010/8/19,34.9,8,1,24.1,8,1
2010/8/20,34.1,8,1,23.3,8,1
2010/8/21,34.1,8,1,22.6,8,1
2010/8/22,34.6,8,1,21.9,8,1
2010/8/23,35.1,8,1,22.1,8,1
2010/8/24,35.3,8,1,23.0,8,1
2010/8/25,34.8,8,1,21.8,8,1
2010/8/26,33.8,8,1,21.2,8,1
2010/8/27,34.1,8,1,21.1,8,1
2010/8/28,34.5,8,1,22.5,8,1
2010/8/29,34.9,8,1,20.8,8,1
2010/8/30,35.2,8,1,20.9,8,1
2010/8/31,35.4,8,1,22.9,8,1
2010/9/1,32.4,8,1,21.4,8,1
2010/9/2,34.7,8,1,22.0,8,1
2010/9/3,34.1,8,1,22.1,8,1
2010/9/4,33.5,8,1,22.7,8,1
2010/9/5,36.1,8,1,22.1,8,1
2010/9/6,35.0,8,1,22.1,8,1
2010/9/7,34.3,8,1,21.9,8,1
2010/9/8,24.1,8,1,21.8,8,1
2010/9/9,30.0,8,1,20.4,8,1
2010/9/10,30.7,8,1,19.9,8,1
2010/9/11,33.3,8,1,18.8,8,1
2010/9/12,31.0,8,1,22.4,8,1
2010/9/13,31.7,8,1,18.9,8,1
2010/9/14,29.1,8,1,15.1,8,1
2010/9/15,26.0,8,1,17.0,8,1
2010/9/16,18.3,8,1,15.7,8,1
2010/9/17,27.3,8,1,14.0,8,1
2010/9/18,27.6,8,1,16.8,8,1
2010/9/19,28.2,8,1,16.4,8,1
2010/9/20,26.5,8,1,17.1,8,1
2010/9/21,28.1,8,1,18.2,8,1
2010/9/22,30.2,8,1,19.3,8,1
2010/9/23,21.8,8,1,13.1,8,1
2010/9/24,16.4,8,1,12.7,8,1
2010/9/25,21.6,8,1,9.4,8,1
2010/9/26,22.0,8,1,7.3,8,1
2010/9/27,19.7,8,1,13.3,8,1
2010/9/28,20.7,8,1,13.8,8,1
2010/9/29,21.2,8,1,13.4,8,1
2010/9/30,19.3,8,1,13.8,8,1
2010/10/1,24.1,8,1,14.3,8,1
2010/10/2,24.8,8,1,13.3,8,1
2010/10/3,25.2,8,1,13.7,8,1
2010/10/4,22.4,8,1,13.8,8,1
2010/10/5,22.3,8,1,10.4,8,1
2010/10/6,22.7,8,1,12.4,8,1
2010/10/7,23.9,8,1,14.4,8,1
2010/10/8,23.4,8,1,12.5,8,1
2010/10/9,16.5,8,1,13.4,8,1
2010/10/10,25.0,8,1,14.0,8,1
2010/10/11,24.1,8,1,11.3,8,1
2010/10/12,26.1,8,1,14.1,8,1
2010/10/13,24.8,8,1,15.9,8,1
2010/10/14,22.6,8,1,14.8,8,1
2010/10/15,24.3,8,1,12.8,8,1
2010/10/16,22.1,8,1,9.0,8,1
2010/10/17,18.1,8,1,9.7,8,1
2010/10/18,19.2,8,1,9.2,8,1
2010/10/19,19.4,8,1,11.7,8,1
2010/10/20,17.7,8,1,11.4,8,1
2010/10/21,16.4,8,1,13.1,8,1
2010/10/22,19.1,8,1,10.8,8,1
2010/10/23,20.5,8,1,10.2,8,1
2010/10/24,17.3,8,1,9.3,8,1
2010/10/25,18.6,8,1,12.3,8,1
2010/10/26,14.0,8,1,4.6,8,1
2010/10/27,10.6,8,1,2.0,8,1
2010/10/28,6.7,8,1,3.2,8,1
2010/10/29,13.9,8,1,6.6,8,1
2010/10/30,11.8,8,1,7.7,8,1
2010/10/31,14.4,8,1,8.2,8,1
2010/11/1,19.6,8,1,7.5,8,1
2010/11/2,14.7,8,1,4.3,8,1
2010/11/3,13.4,8,1,1.3,8,1
2010/11/4,14.8,8,1,-1.0,8,1
2010/11/5,15.8,8,1,-0.2,8,1
2010/11/6,16.3,8,1,0.7,8,1
2010/11/7,16.8,8,1,0.9,8,1
2010/11/8,19.4,8,1,1.8,8,1
2010/11/9,13.9,8,1,7.1,8,1
2010/11/10,13.0,8,1,1.9,8,1
2010/11/11,13.8,8,1,-0.6,8,1
2010/11/12,16.8,8,1,1.8,8,1
2010/11/13,13.8,8,1,3.9,8,1
2010/11/14,15.9,8,1,5.8,8,1
2010/11/15,7.5,8,1,1.4,8,1
2010/11/16,9.2,8,1,0.6,8,1
2010/11/17,10.8,8,1,-1.6,8,1
2010/11/18,10.9,8,1,0.0,8,1
2010/11/19,13.1,8,1,-3.2,8,1
2010/11/20,15.1,8,1,-0.4,8,1
2010/11/21,15.9,8,1,-1.4,8,1
2010/11/22,7.5,8,1,1.7,8,1
2010/11/23,11.3,8,1,4.8,8,1
2010/11/24,9.5,8,1,0.9,8,1
2010/11/25,15.4,8,1,-1.2,8,1
2010/11/26,14.0,8,1,4.7,8,1
2010/11/27,12.2,8,1,3.2,8,1
2010/11/28,13.8,8,1,1.7,8,1
2010/11/29,10.1,8,1,0.4,8,1
2010/11/30,13.1,8,1,-2.4,8,1
2010/12/1,14.7,8,1,0.7,8,1
2010/12/2,16.1,8,1,-1.8,8,1
2010/12/3,16.0,8,1,2.8,8,1
2010/12/4,12.1,8,1,0.8,8,1
2010/12/5,11.8,8,1,-2.4,8,1
2010/12/6,14.3,8,1,-2.0,8,1
2010/12/7,8.4,8,1,2.2,8,1
2010/12/8,7.1,8,1,-1.3,8,1
2010/12/9,8.3,8,1,-1.3,8,1
2010/12/10,6.5,8,1,-2.1,8,1
2010/12/11,12.7,8,1,3.6,8,1
2010/12/12,8.2,8,1,0.0,8,1
2010/12/13,11.6,8,1,0.1,8,1
2010/12/14,11.6,8,1,5.4,8,1
2010/12/15,8.3,8,1,-1.3,8,1
2010/12/16,5.5,8,1,-2.7,8,1
2010/12/17,6.9,8,1,-3.9,8,1
2010/12/18,8.4,8,1,-1.5,8,1
2010/12/19,11.3,8,1,-3.4,8,1
2010/12/20,14.2,8,1,2.0,8,1
2010/12/21,8.3,8,1,-1.2,8,1
2010/12/22,9.5,8,1,0.3,8,1
2010/12/23,10.0,8,1,-1.9,8,1
2010/12/24,7.1,8,1,-2.9,8,1
2010/12/25,2.9,8,1,-3.1,8,1
2010/12/26,3.1,8,1,-2.6,8,1
2010/12/27,5.1,8,1,-1.4,8,1
2010/12/28,8.4,8,1,-1.8,8,1
2010/12/29,4.3,8,1,-1.0,8,1
2010/12/30,4.9,8,1,-3.7,8,1
2010/12/31,4.4,8,1,-2.8,8,1
