ダウンロードした時刻：2020/12/23 22:06:32

,松本,松本,松本,松本,松本,松本
2011/4/17,19.2,8,1,2.3,8,1
2011/4/18,23.3,8,1,5.4,8,1
2011/4/19,10.4,8,1,2.8,8,1
2011/4/20,12.2,8,1,0.9,8,1
2011/4/21,21.0,8,1,3.4,8,1
2011/4/22,17.7,8,1,5.1,8,1
2011/4/23,14.6,4,1,6.9,4,1
2011/4/24,15.9,8,1,4.7,8,1
2011/4/25,13.0,8,1,5.6,8,1
2011/4/26,15.4,8,1,3.0,8,1
2011/4/27,23.9,8,1,13.8,8,1
2011/4/28,18.4,8,1,5.6,8,1
2011/4/29,16.4,8,1,4.5,8,1
2011/4/30,21.5,8,1,5.5,8,1
2011/5/1,17.6,8,1,12.5,8,1
2011/5/2,20.8,8,1,7.9,8,1
2011/5/3,17.1,8,1,5.0,8,1
2011/5/4,21.5,8,1,5.3,8,1
2011/5/5,22.2,8,1,5.3,8,1
2011/5/6,24.5,8,1,5.2,8,1
2011/5/7,23.8,8,1,12.8,8,1
2011/5/8,24.6,8,1,9.6,8,1
2011/5/9,28.2,8,1,6.9,8,1
2011/5/10,23.8,8,1,13.9,8,1
2011/5/11,14.2,8,1,12.0,8,1
2011/5/12,20.8,8,1,12.1,8,1
2011/5/13,24.5,8,1,11.0,8,1
2011/5/14,20.7,8,1,9.6,8,1
2011/5/15,24.8,8,1,7.3,8,1
2011/5/16,22.6,8,1,13.3,8,1
2011/5/17,19.8,8,1,9.8,8,1
2011/5/18,24.5,8,1,7.0,8,1
2011/5/19,29.4,8,1,8.8,8,1
2011/5/20,30.3,8,1,11.4,8,1
2011/5/21,32.3,8,1,12.7,8,1
2011/5/22,23.5,8,1,12.1,8,1
2011/5/23,17.5,8,1,8.7,8,1
2011/5/24,21.5,8,1,7.2,8,1
2011/5/25,25.5,8,1,9.0,8,1
2011/5/26,22.3,8,1,10.2,8,1
2011/5/27,17.9,8,1,11.5,8,1
2011/5/28,19.5,8,1,13.3,8,1
2011/5/29,17.0,8,1,14.4,8,1
2011/5/30,20.9,8,1,12.0,8,1
2011/5/31,22.5,8,1,10.4,8,1
2011/6/1,19.8,8,1,13.0,8,1
2011/6/2,17.5,8,1,12.2,8,1
2011/6/3,26.1,8,1,12.0,8,1
2011/6/4,28.0,8,1,11.9,8,1
2011/6/5,26.1,8,1,15.5,8,1
2011/6/6,26.8,8,1,13.4,8,1
2011/6/7,27.4,8,1,14.6,8,1
2011/6/8,28.2,8,1,14.7,8,1
2011/6/9,24.1,4,1,16.6,4,1
2011/6/10,27.9,8,1,15.2,8,1
2011/6/11,23.0,8,1,15.5,8,1
2011/6/12,22.8,8,1,15.6,8,1
2011/6/13,24.7,8,1,15.3,8,1
2011/6/14,25.7,8,1,13.5,8,1
2011/6/15,23.0,8,1,11.4,8,1
2011/6/16,23.9,8,1,13.6,8,1
2011/6/17,24.5,8,1,15.9,8,1
2011/6/18,22.5,8,1,16.0,8,1
2011/6/19,25.6,8,1,16.0,8,1
2011/6/20,28.7,8,1,17.6,8,1
2011/6/21,28.1,8,1,19.0,8,1
2011/6/22,34.0,8,1,15.6,8,1
2011/6/23,28.5,8,1,21.9,8,1
2011/6/24,31.0,8,1,20.9,8,1
2011/6/25,29.2,8,1,20.6,8,1
2011/6/26,31.2,8,1,20.1,8,1
2011/6/27,31.9,8,1,22.5,8,1
2011/6/28,33.8,8,1,22.7,8,1
2011/6/29,33.5,8,1,21.5,8,1
2011/6/30,30.6,8,1,20.4,8,1
2011/7/1,29.2,8,1,20.9,8,1
2011/7/2,32.1,8,1,21.6,8,1
2011/7/3,33.0,8,1,22.6,8,1
2011/7/4,29.7,8,1,21.5,8,1
2011/7/5,31.3,8,1,19.5,8,1
2011/7/6,32.2,8,1,18.1,8,1
2011/7/7,28.3,8,1,21.7,8,1
2011/7/8,33.5,8,1,22.0,8,1
2011/7/9,35.3,8,1,21.8,8,1
2011/7/10,33.1,8,1,21.7,8,1
2011/7/11,35.1,8,1,21.4,8,1
2011/7/12,33.4,8,1,20.8,8,1
2011/7/13,33.1,8,1,20.4,8,1
2011/7/14,34.0,8,1,21.5,8,1
2011/7/15,34.3,8,1,22.3,8,1
2011/7/16,35.4,8,1,24.1,8,1
2011/7/17,36.0,8,1,22.9,8,1
2011/7/18,32.0,8,1,22.9,8,1
2011/7/19,25.4,8,1,20.9,8,1
2011/7/20,28.1,8,1,20.6,8,1
2011/7/21,29.3,8,1,17.7,8,1
2011/7/22,28.9,8,1,17.1,8,1
2011/7/23,31.3,8,1,19.4,8,1
2011/7/24,30.4,8,1,19.2,8,1
2011/7/25,30.6,8,1,20.9,8,1
2011/7/26,31.9,8,1,20.1,8,1
2011/7/27,28.7,8,1,20.8,8,1
2011/7/28,26.2,8,1,20.7,8,1
2011/7/29,28.6,8,1,19.8,8,1
2011/7/30,25.4,8,1,21.1,8,1
2011/7/31,28.4,8,1,20.6,8,1
2011/8/1,29.3,8,1,19.5,8,1
2011/8/2,28.3,8,1,20.5,8,1
2011/8/3,29.8,8,1,21.1,8,1
2011/8/4,31.6,8,1,21.8,8,1
2011/8/5,33.4,8,1,20.8,8,1
2011/8/6,30.9,8,1,22.2,8,1
2011/8/7,32.9,8,1,21.5,8,1
2011/8/8,34.7,8,1,21.1,8,1
2011/8/9,33.7,8,1,21.2,8,1
2011/8/10,36.3,8,1,22.2,8,1
2011/8/11,33.0,8,1,23.1,8,1
2011/8/12,33.4,8,1,20.7,8,1
2011/8/13,33.8,8,1,19.4,8,1
2011/8/14,35.3,8,1,21.8,8,1
2011/8/15,33.6,8,1,20.0,8,1
2011/8/16,34.0,8,1,20.9,8,1
2011/8/17,33.5,8,1,20.7,8,1
2011/8/18,33.9,8,1,23.9,8,1
2011/8/19,24.5,8,1,19.9,8,1
2011/8/20,20.1,8,1,17.3,8,1
2011/8/21,20.8,8,1,17.0,8,1
2011/8/22,24.6,8,1,18.1,8,1
2011/8/23,25.6,8,1,19.7,8,1
2011/8/24,32.0,8,1,19.7,8,1
2011/8/25,26.3,8,1,21.1,8,1
2011/8/26,25.5,8,1,20.5,8,1
2011/8/27,30.2,8,1,20.4,8,1
2011/8/28,31.1,8,1,21.5,8,1
2011/8/29,31.7,8,1,21.7,8,1
2011/8/30,31.7,8,1,21.7,8,1
2011/8/31,29.7,8,1,21.5,8,1
2011/9/1,27.0,8,1,21.3,8,1
2011/9/2,28.6,8,1,20.3,8,1
2011/9/3,28.1,8,1,21.8,8,1
2011/9/4,25.0,8,1,20.4,8,1
2011/9/5,24.2,8,1,18.6,8,1
2011/9/6,24.3,8,1,15.1,8,1
2011/9/7,27.5,8,1,12.0,8,1
2011/9/8,30.1,8,1,14.1,8,1
2011/9/9,30.4,8,1,16.6,8,1
2011/9/10,32.5,8,1,19.1,8,1
2011/9/11,33.0,8,1,21.1,8,1
2011/9/12,32.6,8,1,19.7,8,1
2011/9/13,31.9,8,1,19.3,8,1
2011/9/14,32.2,8,1,19.6,8,1
2011/9/15,33.0,8,1,19.9,8,1
2011/9/16,31.4,8,1,19.2,8,1
2011/9/17,29.9,8,1,21.9,8,1
2011/9/18,32.9,8,1,21.5,8,1
2011/9/19,30.4,8,1,16.5,8,1
2011/9/20,16.8,8,1,15.4,8,1
2011/9/21,19.0,8,1,15.4,8,1
2011/9/22,22.1,8,1,11.8,8,1
2011/9/23,21.1,8,1,9.4,8,1
2011/9/24,21.5,8,1,7.2,8,1
2011/9/25,21.5,8,1,10.5,8,1
2011/9/26,17.2,8,1,11.8,8,1
2011/9/27,24.5,8,1,10.3,8,1
2011/9/28,24.3,8,1,8.8,8,1
2011/9/29,25.8,8,1,9.1,8,1
2011/9/30,26.8,8,1,16.6,8,1
2011/10/1,19.5,8,1,11.0,8,1
2011/10/2,20.2,8,1,7.2,8,1
2011/10/3,18.2,8,1,5.9,8,1
2011/10/4,19.8,8,1,3.4,8,1
2011/10/5,13.2,8,1,7.6,8,1
2011/10/6,21.6,8,1,10.9,8,1
2011/10/7,20.9,8,1,7.6,8,1
2011/10/8,19.7,8,1,4.6,8,1
2011/10/9,22.3,8,1,5.2,8,1
2011/10/10,24.6,8,1,8.4,8,1
2011/10/11,20.1,8,1,7.6,8,1
2011/10/12,20.2,8,1,9.8,8,1
2011/10/13,18.1,8,1,8.8,8,1
2011/10/14,21.2,8,1,6.6,8,1
2011/10/15,22.7,8,1,15.4,8,1
2011/10/16,25.1,8,1,14.6,8,1
2011/10/17,22.1,8,1,9.2,8,1
2011/10/18,17.8,8,1,10.6,8,1
2011/10/19,20.4,8,1,6.2,8,1
2011/10/20,20.4,8,1,6.5,8,1
2011/10/21,21.0,8,1,12.3,8,1
2011/10/22,22.7,8,1,13.6,8,1
2011/10/23,24.2,8,1,14.8,8,1
2011/10/24,25.6,8,1,13.2,8,1
2011/10/25,22.2,8,1,9.3,8,1
2011/10/26,14.9,8,1,4.7,8,1
2011/10/27,17.3,8,1,4.0,8,1
2011/10/28,19.4,8,1,3.5,8,1
2011/10/29,19.9,8,1,3.7,8,1
2011/10/30,12.5,8,1,8.7,8,1
2011/10/31,19.6,8,1,9.0,8,1
2011/11/1,19.9,8,1,5.4,8,1
2011/11/2,21.5,8,1,4.2,8,1
2011/11/3,19.1,8,1,10.2,8,1
2011/11/4,20.7,8,1,6.8,8,1
2011/11/5,20.2,8,1,7.4,8,1
2011/11/6,16.4,8,1,13.3,8,1
2011/11/7,17.4,8,1,9.9,8,1
2011/11/8,14.3,8,1,6.1,8,1
2011/11/9,13.2,8,1,4.3,8,1
2011/11/10,14.4,8,1,4.5,8,1
2011/11/11,9.3,8,1,7.4,8,1
2011/11/12,17.8,8,1,8.5,8,1
2011/11/13,18.9,8,1,6.6,8,1
2011/11/14,16.8,8,1,6.0,8,1
2011/11/15,12.4,8,1,2.3,8,1
2011/11/16,9.9,8,1,0.2,8,1
2011/11/17,12.6,8,1,-0.3,8,1
2011/11/18,16.7,8,1,0.0,8,1
2011/11/19,16.1,8,1,12.8,8,1
2011/11/20,17.7,8,1,4.9,8,1
2011/11/21,9.5,8,1,1.4,8,1
2011/11/22,9.6,8,1,0.8,8,1
2011/11/23,14.8,8,1,1.9,8,1
2011/11/24,11.6,8,1,4.5,8,1
2011/11/25,10.9,8,1,-0.1,8,1
2011/11/26,9.9,8,1,-1.6,8,1
2011/11/27,16.3,8,1,-1.7,8,1
2011/11/28,8.6,8,1,1.4,8,1
2011/11/29,13.7,8,1,2.7,8,1
2011/11/30,15.1,8,1,0.8,8,1
2011/12/1,5.2,8,1,1.9,8,1
2011/12/2,4.8,8,1,0.5,8,1
2011/12/3,13.9,8,1,3.8,8,1
2011/12/4,11.7,8,1,0.9,8,1
2011/12/5,9.1,8,1,-1.1,8,1
2011/12/6,6.3,8,1,0.0,8,1
2011/12/7,10.1,8,1,1.7,8,1
2011/12/8,5.1,8,1,1.8,8,1
2011/12/9,4.2,8,1,-2.4,8,1
2011/12/10,7.3,8,1,-5.0,8,1
2011/12/11,10.6,8,1,-0.4,8,1
2011/12/12,11.5,8,1,-3.2,8,1
2011/12/13,7.6,8,1,-1.7,8,1
2011/12/14,12.1,8,1,-3.8,8,1
2011/12/15,13.1,8,1,-1.4,8,1
2011/12/16,8.2,8,1,-2.0,8,1
2011/12/17,5.1,8,1,-4.0,8,1
2011/12/18,8.0,8,1,-4.1,8,1
2011/12/19,4.9,8,1,-2.7,8,1
2011/12/20,5.3,8,1,-3.4,8,1
2011/12/21,7.4,8,1,-5.1,8,1
2011/12/22,7.6,8,1,0.7,8,1
2011/12/23,3.5,8,1,-5.5,8,1
2011/12/24,4.4,8,1,-7.5,8,1
2011/12/25,1.3,8,1,-2.9,8,1
2011/12/26,1.7,8,1,-3.2,8,1
2011/12/27,3.9,8,1,-6.4,8,1
2011/12/28,3.3,8,1,-7.3,8,1
2011/12/29,7.6,8,1,-7.8,8,1
2011/12/30,3.7,8,1,-5.1,8,1
2011/12/31,4.3,8,1,-8.6,8,1
