ダウンロードした時刻：2020/12/23 22:04:21

,松本,松本,松本,松本,松本,松本
2016/4/16,23.8,8,1,1.9,8,1
2016/4/17,23.9,8,1,12.8,8,1
2016/4/18,19.3,8,1,9.2,8,1
2016/4/19,20.3,8,1,4.3,8,1
2016/4/20,22.1,8,1,3.0,8,1
2016/4/21,17.7,8,1,10.4,8,1
2016/4/22,21.5,8,1,9.4,8,1
2016/4/23,26.6,8,1,9.3,8,1
2016/4/24,20.7,8,1,10.8,8,1
2016/4/25,23.0,8,1,7.3,8,1
2016/4/26,27.3,8,1,9.1,8,1
2016/4/27,25.3,8,1,10.8,8,1
2016/4/28,14.1,8,1,10.2,8,1
2016/4/29,15.7,8,1,4.5,8,1
2016/4/30,18.4,8,1,1.4,8,1
2016/5/1,23.0,8,1,9.8,8,1
2016/5/2,28.5,8,1,9.7,8,1
2016/5/3,24.4,8,1,11.6,8,1
2016/5/4,22.8,8,1,12.7,8,1
2016/5/5,22.6,8,1,10.8,8,1
2016/5/6,22.5,8,1,9.0,8,1
2016/5/7,27.1,8,1,11.8,8,1
2016/5/8,22.6,8,1,9.0,8,1
2016/5/9,20.4,8,1,10.3,8,1
2016/5/10,23.9,8,1,13.8,8,1
2016/5/11,23.8,8,1,13.0,8,1
2016/5/12,25.1,8,1,11.5,8,1
2016/5/13,28.7,8,1,11.4,8,1
2016/5/14,26.9,8,1,14.8,8,1
2016/5/15,28.1,8,1,13.4,8,1
2016/5/16,25.6,8,1,14.7,8,1
2016/5/17,18.5,8,1,8.5,8,1
2016/5/18,25.9,8,1,6.0,8,1
2016/5/19,27.0,8,1,9.0,8,1
2016/5/20,25.6,8,1,11.7,8,1
2016/5/21,26.4,8,1,10.3,8,1
2016/5/22,28.6,8,1,10.1,8,1
2016/5/23,30.3,8,1,12.7,8,1
2016/5/24,30.1,8,1,13.2,8,1
2016/5/25,23.8,8,1,19.3,8,1
2016/5/26,31.6,8,1,15.4,8,1
2016/5/27,23.9,8,1,14.1,8,1
2016/5/28,23.2,8,1,13.4,8,1
2016/5/29,29.0,8,1,12.8,8,1
2016/5/30,18.7,8,1,12.3,8,1
2016/5/31,29.5,8,1,15.0,8,1
2016/6/1,22.2,8,1,11.8,8,1
2016/6/2,20.6,8,1,8.7,8,1
2016/6/3,25.7,8,1,6.2,8,1
2016/6/4,25.1,8,1,14.9,8,1
2016/6/5,26.9,8,1,14.4,8,1
2016/6/6,28.5,8,1,11.4,8,1
2016/6/7,24.7,8,1,17.5,8,1
2016/6/8,27.4,8,1,17.1,8,1
2016/6/9,23.2,8,1,17.4,8,1
2016/6/10,29.1,8,1,14.8,8,1
2016/6/11,31.2,8,1,16.6,8,1
2016/6/12,28.4,8,1,16.4,8,1
2016/6/13,21.0,8,1,15.2,8,1
2016/6/14,27.3,8,1,17.3,8,1
2016/6/15,28.8,8,1,17.2,8,1
2016/6/16,24.5,8,1,17.2,8,1
2016/6/17,28.9,8,1,17.4,8,1
2016/6/18,29.8,8,1,15.0,8,1
2016/6/19,26.6,8,1,17.7,8,1
2016/6/20,30.8,8,1,17.2,8,1
2016/6/21,28.5,8,1,18.1,8,1
2016/6/22,29.2,8,1,17.8,8,1
2016/6/23,25.7,8,1,17.7,8,1
2016/6/24,25.7,8,1,15.7,8,1
2016/6/25,27.7,8,1,18.1,8,1
2016/6/26,26.7,8,1,16.3,8,1
2016/6/27,30.1,8,1,15.0,8,1
2016/6/28,19.9,8,1,14.1,8,1
2016/6/29,27.6,8,1,17.5,8,1
2016/6/30,30.4,8,1,19.2,8,1
2016/7/1,31.9,8,1,18.4,8,1
2016/7/2,31.6,8,1,22.0,8,1
2016/7/3,32.1,8,1,23.0,8,1
2016/7/4,28.3,8,1,20.6,8,1
2016/7/5,32.5,8,1,21.1,8,1
2016/7/6,32.6,8,1,21.6,8,1
2016/7/7,33.7,8,1,22.1,8,1
2016/7/8,27.5,8,1,20.3,8,1
2016/7/9,23.4,8,1,19.6,8,1
2016/7/10,30.9,8,1,19.9,8,1
2016/7/11,31.1,8,1,19.6,8,1
2016/7/12,32.9,8,1,17.7,8,1
2016/7/13,28.0,8,1,21.6,8,1
2016/7/14,30.7,8,1,20.6,8,1
2016/7/15,29.7,8,1,19.4,8,1
2016/7/16,30.6,8,1,20.0,8,1
2016/7/17,30.8,8,1,23.5,8,1
2016/7/18,31.6,8,1,21.0,8,1
2016/7/19,31.3,8,1,20.9,8,1
2016/7/20,31.1,8,1,20.3,8,1
2016/7/21,30.7,8,1,19.9,8,1
2016/7/22,30.3,8,1,19.7,8,1
2016/7/23,30.9,8,1,20.7,8,1
2016/7/24,31.6,8,1,20.1,8,1
2016/7/25,29.8,8,1,20.7,8,1
2016/7/26,23.7,8,1,19.3,8,1
2016/7/27,29.3,8,1,19.3,8,1
2016/7/28,31.5,8,1,21.9,8,1
2016/7/29,31.9,8,1,22.3,8,1
2016/7/30,32.3,8,1,22.4,8,1
2016/7/31,33.5,8,1,20.8,8,1
2016/8/1,33.7,8,1,20.6,8,1
2016/8/2,30.3,8,1,21.2,8,1
2016/8/3,30.9,8,1,20.2,8,1
2016/8/4,32.6,8,1,22.2,8,1
2016/8/5,32.8,8,1,21.7,8,1
2016/8/6,34.9,8,1,22.7,8,1
2016/8/7,33.9,8,1,22.0,8,1
2016/8/8,34.0,8,1,20.4,8,1
2016/8/9,32.6,8,1,21.4,8,1
2016/8/10,30.8,8,1,21.9,8,1
2016/8/11,31.1,8,1,20.8,8,1
2016/8/12,33.1,8,1,20.1,8,1
2016/8/13,33.9,8,1,23.7,8,1
2016/8/14,33.3,8,1,23.2,8,1
2016/8/15,29.6,8,1,21.6,8,1
2016/8/16,32.1,8,1,20.7,8,1
2016/8/17,32.1,8,1,20.6,8,1
2016/8/18,32.1,8,1,22.6,8,1
2016/8/19,32.0,8,1,22.2,8,1
2016/8/20,30.4,8,1,20.3,8,1
2016/8/21,34.6,8,1,21.1,8,1
2016/8/22,29.2,8,1,21.9,8,1
2016/8/23,30.7,8,1,20.1,8,1
2016/8/24,31.7,8,1,21.0,8,1
2016/8/25,33.6,8,1,21.2,8,1
2016/8/26,33.7,8,1,21.7,8,1
2016/8/27,22.8,8,1,18.6,8,1
2016/8/28,27.6,8,1,18.5,8,1
2016/8/29,29.3,8,1,19.0,8,1
2016/8/30,24.9,8,1,18.7,8,1
2016/8/31,29.3,8,1,18.7,8,1
2016/9/1,29.7,8,1,15.6,8,1
2016/9/2,31.3,8,1,18.9,8,1
2016/9/3,30.8,8,1,21.0,8,1
2016/9/4,32.2,8,1,21.9,8,1
2016/9/5,30.1,8,1,20.9,8,1
2016/9/6,31.5,8,1,23.1,8,1
2016/9/7,31.3,8,1,21.7,8,1
2016/9/8,27.9,8,1,20.4,8,1
2016/9/9,27.6,8,1,18.5,8,1
2016/9/10,27.8,8,1,17.6,8,1
2016/9/11,26.3,8,1,18.3,8,1
2016/9/12,27.6,8,1,19.8,8,1
2016/9/13,23.9,8,1,19.4,8,1
2016/9/14,26.9,8,1,19.5,8,1
2016/9/15,26.0,8,1,18.9,8,1
2016/9/16,24.6,8,1,18.4,8,1
2016/9/17,25.8,8,1,17.4,8,1
2016/9/18,20.9,8,1,18.1,8,1
2016/9/19,21.1,8,1,16.5,8,1
2016/9/20,17.8,8,1,15.5,8,1
2016/9/21,21.5,8,1,14.9,8,1
2016/9/22,18.1,8,1,16.4,8,1
2016/9/23,20.0,8,1,16.6,8,1
2016/9/24,21.5,8,1,16.2,8,1
2016/9/25,29.0,8,1,13.7,8,1
2016/9/26,23.3,8,1,19.0,8,1
2016/9/27,31.6,8,1,18.0,8,1
2016/9/28,25.2,8,1,20.4,8,1
2016/9/29,21.2,8,1,15.1,8,1
2016/9/30,24.3,8,1,13.3,8,1
2016/10/1,21.6,8,1,15.7,8,1
2016/10/2,26.3,8,1,18.3,8,1
2016/10/3,25.4,8,1,17.5,8,1
2016/10/4,25.2,8,1,15.4,8,1
2016/10/5,26.1,8,1,14.4,8,1
2016/10/6,25.3,8,1,14.8,8,1
2016/10/7,20.5,8,1,13.1,8,1
2016/10/8,25.9,8,1,14.2,8,1
2016/10/9,23.5,8,1,12.0,8,1
2016/10/10,16.5,8,1,10.4,8,1
2016/10/11,16.9,8,1,11.0,8,1
2016/10/12,20.7,8,1,9.9,8,1
2016/10/13,16.3,8,1,9.4,8,1
2016/10/14,19.5,8,1,7.4,8,1
2016/10/15,21.3,8,1,4.7,8,1
2016/10/16,22.8,8,1,6.2,8,1
2016/10/17,19.5,8,1,12.8,8,1
2016/10/18,25.3,8,1,14.8,8,1
2016/10/19,26.2,8,1,15.2,8,1
2016/10/20,22.9,8,1,11.9,8,1
2016/10/21,16.9,8,1,8.5,8,1
2016/10/22,17.3,8,1,7.3,8,1
2016/10/23,16.5,8,1,9.3,8,1
2016/10/24,15.3,8,1,4.6,8,1
2016/10/25,18.2,8,1,1.7,8,1
2016/10/26,25.2,8,1,8.6,8,1
2016/10/27,16.9,8,1,5.9,8,1
2016/10/28,13.1,8,1,5.1,8,1
2016/10/29,15.2,8,1,7.0,8,1
2016/10/30,12.6,8,1,4.1,8,1
2016/10/31,17.9,8,1,1.6,8,1
2016/11/1,18.3,8,1,6.0,8,1
2016/11/2,12.1,8,1,5.2,8,1
2016/11/3,15.0,8,1,4.4,8,1
2016/11/4,14.2,8,1,2.1,8,1
2016/11/5,21.2,8,1,1.0,8,1
2016/11/6,11.0,8,1,4.1,8,1
2016/11/7,14.1,8,1,3.6,8,1
2016/11/8,17.9,5,1,3.0,8,1
2016/11/9,8.1,8,1,-0.9,8,1
2016/11/10,6.0,8,1,-1.9,8,1
2016/11/11,13.7,8,1,2.5,8,1
2016/11/12,15.0,8,1,5.0,8,1
2016/11/13,19.5,8,1,1.7,8,1
2016/11/14,17.6,8,1,5.3,8,1
2016/11/15,15.6,8,1,6.7,8,1
2016/11/16,9.5,8,1,3.0,8,1
2016/11/17,13.3,8,1,-0.5,8,1
2016/11/18,16.2,8,1,-0.3,8,1
2016/11/19,15.2,8,1,7.0,8,1
2016/11/20,13.4,8,1,6.5,8,1
2016/11/21,12.7,8,1,8.9,8,1
2016/11/22,15.6,8,1,8.6,8,1
2016/11/23,9.6,8,1,0.9,8,1
2016/11/24,1.8,8,1,-3.5,8,1
2016/11/25,9.1,8,1,-5.4,8,1
2016/11/26,11.5,8,1,-0.9,8,1
2016/11/27,8.0,8,1,4.5,8,1
2016/11/28,8.7,8,1,-0.4,8,1
2016/11/29,8.6,8,1,-1.0,8,1
2016/11/30,11.1,8,1,1.2,8,1
2016/12/1,15.6,8,1,5.2,8,1
2016/12/2,10.5,8,1,0.6,8,1
2016/12/3,11.6,8,1,-2.1,8,1
2016/12/4,15.7,8,1,-2.2,8,1
2016/12/5,15.8,8,1,6.0,8,1
2016/12/6,10.2,8,1,-1.5,8,1
2016/12/7,8.6,8,1,-2.9,8,1
2016/12/8,8.2,8,1,-0.3,8,1
2016/12/9,9.3,8,1,2.2,8,1
2016/12/10,6.0,8,1,-3.2,8,1
2016/12/11,4.6,8,1,-4.7,8,1
2016/12/12,6.5,8,1,-6.0,8,1
2016/12/13,9.0,5,1,5.6,8,1
2016/12/14,7.6,8,1,-1.4,8,1
2016/12/15,5.1,8,1,-4.0,8,1
2016/12/16,2.4,8,1,-3.7,8,1
2016/12/17,8.1,8,1,-5.0,8,1
2016/12/18,8.4,8,1,-4.3,8,1
2016/12/19,9.9,8,1,-3.1,8,1
2016/12/20,13.6,8,1,-2.4,8,1
2016/12/21,10.2,8,1,-2.5,8,1
2016/12/22,16.3,8,1,1.6,8,1
2016/12/23,15.0,8,1,1.7,8,1
2016/12/24,5.4,8,1,-1.8,8,1
2016/12/25,7.1,8,1,-2.6,8,1
2016/12/26,11.6,8,1,-3.0,8,1
2016/12/27,12.0,8,1,0.4,8,1
2016/12/28,2.4,8,1,-3.1,8,1
2016/12/29,9.4,8,1,-3.8,8,1
2016/12/30,4.4,8,1,-4.0,8,1
2016/12/31,6.6,8,1,-6.2,8,1
