ダウンロードした時刻：2020/12/23 22:04:02

,松本,松本,松本,松本,松本,松本
2018/4/17,16.9,8,1,4.9,8,1
2018/4/18,16.8,8,1,8.0,8,1
2018/4/19,25.0,8,1,7.0,8,1
2018/4/20,22.9,8,1,7.7,8,1
2018/4/21,30.3,8,1,6.7,8,1
2018/4/22,29.3,8,1,10.2,8,1
2018/4/23,28.5,8,1,11.5,8,1
2018/4/24,18.7,8,1,14.0,8,1
2018/4/25,23.2,8,1,11.2,8,1
2018/4/26,21.6,8,1,8.7,8,1
2018/4/27,22.7,8,1,10.4,8,1
2018/4/28,23.9,8,1,7.2,8,1
2018/4/29,28.1,8,1,8.5,8,1
2018/4/30,24.7,8,1,12.5,8,1
2018/5/1,27.4,8,1,8.9,8,1
2018/5/2,24.1,8,1,13.3,8,1
2018/5/3,24.4,8,1,8.9,8,1
2018/5/4,15.7,8,1,8.0,8,1
2018/5/5,23.2,8,1,9.8,8,1
2018/5/6,27.7,8,1,9.9,8,1
2018/5/7,18.7,8,1,12.9,8,1
2018/5/8,20.4,8,1,10.9,8,1
2018/5/9,14.8,8,1,8.4,8,1
2018/5/10,16.6,8,1,5.2,8,1
2018/5/11,24.8,8,1,3.5,8,1
2018/5/12,25.0,8,1,7.7,8,1
2018/5/13,18.4,8,1,13.6,8,1
2018/5/14,23.9,8,1,11.2,8,1
2018/5/15,29.0,8,1,8.5,8,1
2018/5/16,31.8,8,1,13.8,8,1
2018/5/17,30.1,8,1,20.3,8,1
2018/5/18,31.1,8,1,18.6,8,1
2018/5/19,23.5,8,1,8.8,8,1
2018/5/20,21.8,8,1,8.2,8,1
2018/5/21,25.9,8,1,10.7,8,1
2018/5/22,27.0,8,1,10.1,8,1
2018/5/23,19.8,8,1,13.5,8,1
2018/5/24,24.6,8,1,12.8,8,1
2018/5/25,30.5,8,1,10.2,8,1
2018/5/26,28.1,8,1,13.5,8,1
2018/5/27,28.3,8,1,12.8,8,1
2018/5/28,26.1,8,1,15.6,8,1
2018/5/29,27.9,8,1,14.2,8,1
2018/5/30,20.7,8,1,14.1,8,1
2018/5/31,19.2,8,1,12.8,8,1
2018/6/1,23.3,8,1,11.2,8,1
2018/6/2,28.0,8,1,10.3,8,1
2018/6/3,29.9,8,1,13.8,8,1
2018/6/4,30.4,8,1,14.1,8,1
2018/6/5,28.1,8,1,14.6,8,1
2018/6/6,20.1,8,1,16.7,8,1
2018/6/7,31.2,8,1,16.0,8,1
2018/6/8,30.8,8,1,17.9,8,1
2018/6/9,27.9,8,1,17.1,8,1
2018/6/10,23.2,8,1,16.4,8,1
2018/6/11,23.0,8,1,17.3,8,1
2018/6/12,27.8,8,1,16.5,8,1
2018/6/13,23.8,8,1,13.0,8,1
2018/6/14,27.2,8,1,11.5,8,1
2018/6/15,20.0,8,1,15.7,8,1
2018/6/16,21.2,8,1,13.4,8,1
2018/6/17,28.9,8,1,12.1,8,1
2018/6/18,22.3,8,1,15.7,8,1
2018/6/19,30.7,8,1,14.0,8,1
2018/6/20,21.5,8,1,17.4,8,1
2018/6/21,26.4,8,1,17.1,8,1
2018/6/22,28.0,8,1,13.4,8,1
2018/6/23,20.0,8,1,14.6,8,1
2018/6/24,29.1,8,1,13.3,8,1
2018/6/25,31.8,8,1,16.5,8,1
2018/6/26,32.7,8,1,18.6,8,1
2018/6/27,28.7,8,1,21.8,8,1
2018/6/28,28.8,8,1,20.5,8,1
2018/6/29,28.3,8,1,20.7,8,1
2018/6/30,32.5,8,1,20.7,8,1
2018/7/1,33.5,8,1,23.6,8,1
2018/7/2,34.5,8,1,20.4,8,1
2018/7/3,33.2,8,1,22.0,8,1
2018/7/4,26.7,8,1,21.9,8,1
2018/7/5,25.6,8,1,18.6,8,1
2018/7/6,23.4,8,1,18.4,8,1
2018/7/7,25.6,8,1,20.8,8,1
2018/7/8,29.9,8,1,19.9,8,1
2018/7/9,32.3,8,1,19.1,8,1
2018/7/10,32.3,8,1,21.0,8,1
2018/7/11,30.7,8,1,21.3,8,1
2018/7/12,30.7,8,1,21.7,8,1
2018/7/13,32.4,8,1,21.8,8,1
2018/7/14,33.8,8,1,22.7,8,1
2018/7/15,36.0,8,1,22.6,8,1
2018/7/16,35.2,8,1,22.9,8,1
2018/7/17,35.0,8,1,23.3,8,1
2018/7/18,34.8,8,1,21.5,8,1
2018/7/19,35.2,8,1,22.3,8,1
2018/7/20,36.5,8,1,23.8,8,1
2018/7/21,35.2,8,1,22.9,8,1
2018/7/22,35.1,8,1,23.2,8,1
2018/7/23,35.2,8,1,22.5,8,1
2018/7/24,35.1,8,1,22.3,8,1
2018/7/25,34.9,8,1,20.9,8,1
2018/7/26,34.6,8,1,21.7,8,1
2018/7/27,33.1,8,1,22.8,8,1
2018/7/28,27.8,8,1,20.2,8,1
2018/7/29,30.7,8,1,21.4,8,1
2018/7/30,33.0,8,1,19.8,8,1
2018/7/31,35.0,8,1,22.5,8,1
2018/8/1,35.4,8,1,24.8,8,1
2018/8/2,35.0,8,1,21.5,8,1
2018/8/3,34.8,8,1,23.0,8,1
2018/8/4,36.3,8,1,20.5,8,1
2018/8/5,36.9,8,1,21.0,8,1
2018/8/6,35.5,8,1,23.5,8,1
2018/8/7,30.7,8,1,21.8,8,1
2018/8/8,33.7,8,1,20.3,8,1
2018/8/9,33.9,8,1,23.2,8,1
2018/8/10,35.5,8,1,23.7,8,1
2018/8/11,31.4,8,1,23.1,8,1
2018/8/12,33.1,8,1,22.3,8,1
2018/8/13,29.3,8,1,22.3,8,1
2018/8/14,35.0,8,1,21.4,8,1
2018/8/15,32.6,8,1,23.1,8,1
2018/8/16,28.3,8,1,19.6,8,1
2018/8/17,25.2,8,1,14.2,8,1
2018/8/18,28.0,8,1,11.6,8,1
2018/8/19,27.6,8,1,15.3,8,1
2018/8/20,31.0,8,1,15.9,8,1
2018/8/21,33.8,8,1,20.5,8,1
2018/8/22,35.7,8,1,24.6,8,1
2018/8/23,34.1,8,1,21.0,8,1
2018/8/24,30.8,8,1,22.8,8,1
2018/8/25,33.0,8,1,24.9,8,1
2018/8/26,36.1,8,1,22.9,8,1
2018/8/27,34.6,8,1,20.4,8,1
2018/8/28,29.4,8,1,21.5,8,1
2018/8/29,32.6,8,1,20.3,8,1
2018/8/30,31.6,8,1,21.3,8,1
2018/8/31,32.0,8,1,21.2,8,1
2018/9/1,27.9,8,1,18.4,8,1
2018/9/2,26.6,8,1,18.3,8,1
2018/9/3,30.6,8,1,18.9,8,1
2018/9/4,27.8,8,1,21.0,8,1
2018/9/5,30.8,8,1,20.0,8,1
2018/9/6,29.3,8,1,21.5,8,1
2018/9/7,28.4,8,1,19.9,8,1
2018/9/8,24.2,8,1,19.0,8,1
2018/9/9,29.2,8,1,18.7,8,1
2018/9/10,24.3,8,1,17.3,8,1
2018/9/11,25.1,8,1,15.6,8,1
2018/9/12,20.1,8,1,16.2,8,1
2018/9/13,24.9,8,1,15.6,8,1
2018/9/14,24.9,8,1,18.1,8,1
2018/9/15,20.3,8,1,18.1,8,1
2018/9/16,27.4,8,1,18.0,8,1
2018/9/17,27.0,8,1,17.4,8,1
2018/9/18,25.2,8,1,15.5,8,1
2018/9/19,25.1,8,1,11.9,8,1
2018/9/20,18.1,8,1,13.1,8,1
2018/9/21,16.6,8,1,13.9,8,1
2018/9/22,27.3,8,1,16.2,8,1
2018/9/23,25.0,8,1,16.0,8,1
2018/9/24,26.0,8,1,15.8,8,1
2018/9/25,19.0,8,1,14.1,8,1
2018/9/26,21.3,8,1,13.6,8,1
2018/9/27,19.3,8,1,12.8,8,1
2018/9/28,23.1,8,1,12.2,8,1
2018/9/29,15.9,8,1,13.1,8,1
2018/9/30,20.9,8,1,14.2,8,1
2018/10/1,25.5,8,1,15.8,8,1
2018/10/2,24.6,8,1,10.7,8,1
2018/10/3,23.8,8,1,13.3,8,1
2018/10/4,19.5,8,1,15.2,8,1
2018/10/5,25.9,8,1,15.8,8,1
2018/10/6,29.3,8,1,16.5,8,1
2018/10/7,29.0,8,1,17.4,8,1
2018/10/8,25.2,8,1,16.5,8,1
2018/10/9,25.8,8,1,15.9,8,1
2018/10/10,23.8,8,1,13.1,8,1
2018/10/11,19.0,8,1,14.7,8,1
2018/10/12,15.7,8,1,10.6,8,1
2018/10/13,19.2,8,1,7.3,8,1
2018/10/14,21.2,8,1,11.8,8,1
2018/10/15,18.0,8,1,9.6,8,1
2018/10/16,18.6,8,1,8.8,8,1
2018/10/17,18.4,8,1,9.3,8,1
2018/10/18,19.9,8,1,8.5,8,1
2018/10/19,20.0,8,1,10.9,8,1
2018/10/20,16.6,8,1,6.4,8,1
2018/10/21,18.8,8,1,4.2,8,1
2018/10/22,19.6,8,1,4.3,8,1
2018/10/23,19.3,8,1,5.7,8,1
2018/10/24,20.4,8,1,9.1,8,1
2018/10/25,18.7,8,1,7.5,8,1
2018/10/26,21.2,8,1,5.0,8,1
2018/10/27,22.6,8,1,9.9,8,1
2018/10/28,19.6,8,1,4.8,8,1
2018/10/29,18.7,8,1,10.4,8,1
2018/10/30,18.6,8,1,5.5,8,1
2018/10/31,15.5,5,1,3.5,8,1
2018/11/1,14.9,8,1,0.7,8,1
2018/11/2,16.2,8,1,1.9,8,1
2018/11/3,16.9,8,1,2.7,8,1
2018/11/4,16.0,8,1,4.8,8,1
2018/11/5,20.2,8,1,10.7,8,1
2018/11/6,13.8,8,1,11.1,8,1
2018/11/7,17.8,8,1,10.0,8,1
2018/11/8,18.9,8,1,11.1,8,1
2018/11/9,18.8,8,1,9.3,8,1
2018/11/10,17.7,8,1,7.9,8,1
2018/11/11,16.6,8,1,4.1,8,1
2018/11/12,16.2,8,1,4.0,8,1
2018/11/13,15.0,8,1,8.7,8,1
2018/11/14,13.0,8,1,2.4,8,1
2018/11/15,14.1,8,1,0.7,8,1
2018/11/16,15.7,8,1,0.3,8,1
2018/11/17,14.3,8,1,1.7,8,1
2018/11/18,14.5,8,1,3.7,8,1
2018/11/19,14.2,8,1,6.6,8,1
2018/11/20,11.9,8,1,1.2,8,1
2018/11/21,14.6,8,1,-1.3,8,1
2018/11/22,11.3,8,1,2.7,8,1
2018/11/23,10.5,8,1,0.3,8,1
2018/11/24,9.8,8,1,-0.9,8,1
2018/11/25,15.4,8,1,-2.0,8,1
2018/11/26,12.5,8,1,2.5,8,1
2018/11/27,19.1,8,1,1.5,8,1
2018/11/28,16.3,8,1,0.8,8,1
2018/11/29,11.3,8,1,2.4,8,1
2018/11/30,11.7,8,1,-0.8,8,1
2018/12/1,14.9,8,1,0.0,8,1
2018/12/2,16.0,8,1,-0.4,8,1
2018/12/3,15.3,8,1,5.9,8,1
2018/12/4,21.0,8,1,13.2,8,1
2018/12/5,13.3,8,1,5.0,8,1
2018/12/6,10.2,8,1,3.4,8,1
2018/12/7,13.7,8,1,2.9,8,1
2018/12/8,9.6,8,1,0.8,8,1
2018/12/9,6.0,8,1,-2.8,8,1
2018/12/10,5.2,8,1,-4.1,8,1
2018/12/11,4.5,8,1,-4.6,8,1
2018/12/12,7.9,8,1,-0.8,8,1
2018/12/13,5.8,8,1,-2.8,8,1
2018/12/14,5.1,8,1,-3.6,8,1
2018/12/15,4.7,8,1,-5.4,8,1
2018/12/16,10.0,8,1,-6.5,8,1
2018/12/17,11.5,8,1,1.4,8,1
2018/12/18,7.9,8,1,0.7,8,1
2018/12/19,8.0,8,1,-1.4,8,1
2018/12/20,12.1,8,1,-0.5,8,1
2018/12/21,8.1,8,1,0.1,8,1
2018/12/22,8.5,8,1,3.1,8,1
2018/12/23,12.6,8,1,2.5,8,1
2018/12/24,4.5,8,1,-2.6,8,1
2018/12/25,4.7,8,1,-5.6,8,1
2018/12/26,8.4,8,1,-3.1,8,1
2018/12/27,9.5,8,1,-0.8,8,1
2018/12/28,0.7,8,1,-4.8,8,1
2018/12/29,2.2,8,1,-6.4,8,1
2018/12/30,4.0,8,1,-8.1,8,1
2018/12/31,4.1,8,1,-7.9,8,1
