ダウンロードした時刻：2020/12/23 22:06:18

,松本,松本,松本,松本,松本,松本
2012/4/16,18.6,8,1,5.7,8,1
2012/4/17,18.3,8,1,4.4,8,1
2012/4/18,20.6,8,1,6.9,8,1
2012/4/19,21.6,8,1,4.7,8,1
2012/4/20,16.3,8,1,10.5,8,1
2012/4/21,22.9,8,1,8.1,8,1
2012/4/22,14.1,8,1,8.6,8,1
2012/4/23,14.4,8,1,8.7,8,1
2012/4/24,23.2,8,1,8.6,8,1
2012/4/25,26.5,8,1,7.3,8,1
2012/4/26,17.5,8,1,13.2,8,1
2012/4/27,18.8,8,1,8.4,8,1
2012/4/28,28.1,8,1,5.6,8,1
2012/4/29,30.1,8,1,9.3,8,1
2012/4/30,23.3,8,1,13.9,8,1
2012/5/1,24.6,8,1,12.0,8,1
2012/5/2,17.6,8,1,13.8,8,1
2012/5/3,23.2,8,1,12.7,8,1
2012/5/4,23.2,8,1,12.9,8,1
2012/5/5,26.7,8,1,10.9,8,1
2012/5/6,20.0,8,1,7.8,8,1
2012/5/7,22.3,8,1,4.6,8,1
2012/5/8,23.1,8,1,8.8,8,1
2012/5/9,19.1,8,1,10.2,8,1
2012/5/10,17.1,8,1,8.2,8,1
2012/5/11,17.0,8,1,6.1,8,1
2012/5/12,14.7,8,1,3.8,8,1
2012/5/13,19.9,8,1,1.6,8,1
2012/5/14,28.1,8,1,6.3,8,1
2012/5/15,18.2,8,1,13.1,8,1
2012/5/16,24.5,8,1,13.7,8,1
2012/5/17,24.2,8,1,11.4,8,1
2012/5/18,18.6,8,1,7.5,8,1
2012/5/19,24.5,8,1,5.0,8,1
2012/5/20,24.1,8,1,10.9,8,1
2012/5/21,25.0,8,1,11.8,8,1
2012/5/22,20.0,8,1,10.9,8,1
2012/5/23,25.3,8,1,10.8,8,1
2012/5/24,26.2,8,1,9.3,8,1
2012/5/25,21.8,8,1,12.6,8,1
2012/5/26,24.0,8,1,11.2,8,1
2012/5/27,26.7,8,1,10.3,8,1
2012/5/28,23.8,8,1,11.3,8,1
2012/5/29,25.6,8,1,9.1,8,1
2012/5/30,23.6,8,1,11.3,8,1
2012/5/31,26.3,8,1,12.4,8,1
2012/6/1,25.7,8,1,15.0,8,1
2012/6/2,25.7,8,1,14.2,8,1
2012/6/3,24.5,8,1,14.2,8,1
2012/6/4,28.0,8,1,11.3,8,1
2012/6/5,24.5,8,1,15.3,8,1
2012/6/6,22.7,8,1,14.7,8,1
2012/6/7,28.2,8,1,13.3,8,1
2012/6/8,30.3,8,1,15.5,8,1
2012/6/9,17.4,8,1,14.2,8,1
2012/6/10,24.8,8,1,15.5,8,1
2012/6/11,27.8,8,1,16.0,8,1
2012/6/12,20.3,8,1,15.0,8,1
2012/6/13,27.5,8,1,13.6,8,1
2012/6/14,28.8,8,1,15.1,8,1
2012/6/15,28.6,8,1,16.2,8,1
2012/6/16,24.4,8,1,16.6,8,1
2012/6/17,29.2,8,1,17.2,8,1
2012/6/18,26.3,8,1,15.4,8,1
2012/6/19,20.3,8,1,17.8,8,1
2012/6/20,28.6,8,1,18.2,8,1
2012/6/21,24.4,8,1,17.0,8,1
2012/6/22,24.4,8,1,16.0,8,1
2012/6/23,24.5,8,1,14.9,8,1
2012/6/24,26.7,8,1,12.8,8,1
2012/6/25,28.2,8,1,17.2,8,1
2012/6/26,28.3,8,1,15.6,8,1
2012/6/27,28.5,8,1,16.0,8,1
2012/6/28,28.8,8,1,16.0,8,1
2012/6/29,29.5,8,1,14.7,8,1
2012/6/30,32.0,8,1,16.3,8,1
2012/7/1,23.2,8,1,18.7,8,1
2012/7/2,29.5,8,1,18.2,8,1
2012/7/3,24.4,8,1,17.3,8,1
2012/7/4,30.5,8,1,16.7,8,1
2012/7/5,28.5,8,1,21.0,8,1
2012/7/6,26.3,8,1,19.0,8,1
2012/7/7,29.1,8,1,18.8,8,1
2012/7/8,27.6,8,1,18.5,8,1
2012/7/9,30.1,8,1,18.8,8,1
2012/7/10,32.2,8,1,19.9,8,1
2012/7/11,30.9,8,1,19.4,8,1
2012/7/12,28.4,8,1,20.6,8,1
2012/7/13,28.9,8,1,20.5,8,1
2012/7/14,29.2,8,1,19.8,8,1
2012/7/15,31.3,8,1,21.9,8,1
2012/7/16,33.4,8,1,24.0,8,1
2012/7/17,34.7,8,1,23.8,8,1
2012/7/18,34.8,8,1,21.4,8,1
2012/7/19,32.6,8,1,21.7,8,1
2012/7/20,28.5,8,1,21.9,8,1
2012/7/21,26.2,8,1,19.4,8,1
2012/7/22,27.8,8,1,20.1,8,1
2012/7/23,30.7,8,1,19.4,8,1
2012/7/24,31.0,8,1,21.0,8,1
2012/7/25,28.7,8,1,21.5,8,1
2012/7/26,34.1,8,1,21.1,8,1
2012/7/27,34.7,8,1,20.9,8,1
2012/7/28,35.2,8,1,23.3,8,1
2012/7/29,34.3,8,1,23.0,8,1
2012/7/30,35.3,8,1,23.1,8,1
2012/7/31,35.0,8,1,21.4,8,1
2012/8/1,34.4,8,1,18.7,8,1
2012/8/2,35.7,8,1,22.7,8,1
2012/8/3,34.4,8,1,22.1,8,1
2012/8/4,34.3,8,1,20.1,8,1
2012/8/5,34.8,8,1,20.8,8,1
2012/8/6,28.5,8,1,20.7,8,1
2012/8/7,30.8,8,1,21.1,8,1
2012/8/8,29.5,8,1,19.4,8,1
2012/8/9,29.7,8,1,19.1,8,1
2012/8/10,32.2,8,1,18.5,8,1
2012/8/11,29.3,8,1,21.1,8,1
2012/8/12,33.9,8,1,21.0,8,1
2012/8/13,30.5,8,1,22.1,8,1
2012/8/14,30.3,8,1,20.8,8,1
2012/8/15,29.9,8,1,24.1,8,1
2012/8/16,34.3,8,1,23.5,8,1
2012/8/17,34.0,8,1,21.4,8,1
2012/8/18,30.6,8,1,20.4,8,1
2012/8/19,32.6,8,1,20.9,8,1
2012/8/20,32.3,8,1,20.2,8,1
2012/8/21,33.9,8,1,19.9,8,1
2012/8/22,33.9,8,1,20.6,8,1
2012/8/23,33.7,8,1,20.7,8,1
2012/8/24,33.0,8,1,21.4,8,1
2012/8/25,33.2,8,1,21.3,8,1
2012/8/26,33.1,8,1,21.2,8,1
2012/8/27,32.3,8,1,22.2,8,1
2012/8/28,32.4,8,1,20.8,8,1
2012/8/29,32.5,8,1,22.3,8,1
2012/8/30,35.0,8,1,22.8,8,1
2012/8/31,32.6,8,1,22.2,8,1
2012/9/1,29.7,8,1,21.2,8,1
2012/9/2,28.3,8,1,21.0,8,1
2012/9/3,29.0,8,1,20.6,8,1
2012/9/4,29.5,8,1,19.9,8,1
2012/9/5,32.2,8,1,17.4,8,1
2012/9/6,28.0,8,1,19.7,8,1
2012/9/7,31.4,8,1,17.5,8,1
2012/9/8,31.4,8,1,21.5,8,1
2012/9/9,31.7,8,1,21.1,8,1
2012/9/10,32.5,8,1,20.8,8,1
2012/9/11,26.5,8,1,19.4,8,1
2012/9/12,29.5,8,1,17.6,8,1
2012/9/13,31.4,8,1,18.8,8,1
2012/9/14,31.9,8,1,19.1,8,1
2012/9/15,31.7,8,1,18.6,8,1
2012/9/16,32.5,8,1,19.0,8,1
2012/9/17,32.2,8,1,20.2,8,1
2012/9/18,31.3,8,1,20.2,8,1
2012/9/19,27.8,8,1,19.9,8,1
2012/9/20,28.5,8,1,19.6,8,1
2012/9/21,25.7,8,1,16.6,8,1
2012/9/22,27.1,8,1,15.3,8,1
2012/9/23,18.8,8,1,15.3,8,1
2012/9/24,24.6,8,1,13.3,8,1
2012/9/25,24.7,8,1,13.8,8,1
2012/9/26,25.6,8,1,12.3,8,1
2012/9/27,25.8,8,1,10.9,8,1
2012/9/28,28.6,8,1,11.1,8,1
2012/9/29,29.6,8,1,17.7,8,1
2012/9/30,26.9,8,1,16.9,8,1
2012/10/1,26.0,8,1,17.4,8,1
2012/10/2,24.0,8,1,16.2,8,1
2012/10/3,23.4,8,1,16.7,8,1
2012/10/4,25.6,8,1,15.5,8,1
2012/10/5,25.4,8,1,13.4,8,1
2012/10/6,22.1,8,1,13.9,8,1
2012/10/7,21.3,8,1,13.1,8,1
2012/10/8,21.9,8,1,9.5,8,1
2012/10/9,22.7,8,1,11.9,8,1
2012/10/10,20.5,8,1,10.2,8,1
2012/10/11,22.8,8,1,11.5,8,1
2012/10/12,19.0,8,1,8.1,8,1
2012/10/13,19.1,8,1,5.4,8,1
2012/10/14,20.0,8,1,7.3,8,1
2012/10/15,22.2,8,1,6.5,8,1
2012/10/16,21.7,8,1,9.1,8,1
2012/10/17,22.2,8,1,7.5,8,1
2012/10/18,15.0,8,1,10.3,8,1
2012/10/19,16.6,8,1,6.0,8,1
2012/10/20,20.6,8,1,3.1,8,1
2012/10/21,22.4,8,1,7.7,8,1
2012/10/22,22.8,8,1,6.1,8,1
2012/10/23,17.7,8,1,9.2,8,1
2012/10/24,15.6,8,1,3.9,8,1
2012/10/25,19.1,8,1,4.1,8,1
2012/10/26,19.2,8,1,5.5,8,1
2012/10/27,19.1,8,1,8.8,8,1
2012/10/28,16.2,8,1,9.9,8,1
2012/10/29,16.8,8,1,6.8,8,1
2012/10/30,15.7,8,1,5.6,8,1
2012/10/31,14.8,8,1,4.6,8,1
2012/11/1,15.6,8,1,3.6,8,1
2012/11/2,13.0,8,1,2.0,8,1
2012/11/3,13.2,8,1,0.7,8,1
2012/11/4,14.1,8,1,-0.3,8,1
2012/11/5,19.3,8,1,3.6,8,1
2012/11/6,19.2,8,1,8.0,8,1
2012/11/7,15.9,8,1,4.0,8,1
2012/11/8,16.6,8,1,4.8,8,1
2012/11/9,14.2,8,1,3.6,8,1
2012/11/10,14.7,8,1,0.8,8,1
2012/11/11,8.5,8,1,2.4,8,1
2012/11/12,18.0,8,1,5.1,8,1
2012/11/13,15.0,8,1,4.1,8,1
2012/11/14,9.5,8,1,0.2,8,1
2012/11/15,9.5,8,1,-1.4,8,1
2012/11/16,14.3,8,1,2.1,8,1
2012/11/17,10.7,8,1,6.8,8,1
2012/11/18,9.4,8,1,1.6,8,1
2012/11/19,13.7,8,1,-0.5,8,1
2012/11/20,13.1,8,1,2.3,8,1
2012/11/21,8.8,8,1,0.6,8,1
2012/11/22,15.1,8,1,1.0,8,1
2012/11/23,7.9,8,1,2.3,8,1
2012/11/24,8.4,8,1,0.9,8,1
2012/11/25,11.9,8,1,-1.7,8,1
2012/11/26,9.0,8,1,5.7,8,1
2012/11/27,6.6,8,1,-1.9,8,1
2012/11/28,11.6,8,1,-4.4,8,1
2012/11/29,13.6,8,1,4.6,8,1
2012/11/30,10.0,8,1,2.9,8,1
2012/12/1,6.4,8,1,-1.5,8,1
2012/12/2,4.6,8,1,-3.8,8,1
2012/12/3,10.0,8,1,0.7,8,1
2012/12/4,11.0,8,1,0.4,8,1
2012/12/5,8.7,8,1,0.3,8,1
2012/12/6,7.3,8,1,0.2,8,1
2012/12/7,7.3,8,1,-3.6,8,1
2012/12/8,6.5,8,1,-1.1,8,1
2012/12/9,2.4,8,1,-2.8,8,1
2012/12/10,0.6,8,1,-4.0,8,1
2012/12/11,5.0,8,1,-7.2,8,1
2012/12/12,5.0,8,1,-6.6,8,1
2012/12/13,5.3,8,1,-6.4,8,1
2012/12/14,8.1,8,1,-7.3,8,1
2012/12/15,16.0,8,1,2.1,8,1
2012/12/16,11.4,8,1,1.1,8,1
2012/12/17,10.8,8,1,-2.3,8,1
2012/12/18,10.0,8,1,-1.2,8,1
2012/12/19,3.1,8,1,-5.1,8,1
2012/12/20,3.3,8,1,-7.6,8,1
2012/12/21,4.8,8,1,-5.0,8,1
2012/12/22,5.1,8,1,0.7,8,1
2012/12/23,7.8,8,1,-1.7,8,1
2012/12/24,1.2,8,1,-5.0,8,1
2012/12/25,4.8,8,1,-5.8,8,1
2012/12/26,1.7,8,1,-7.6,8,1
2012/12/27,1.5,8,1,-9.9,8,1
2012/12/28,0.6,8,1,-8.0,8,1
2012/12/29,4.2,8,1,-1.0,8,1
2012/12/30,8.8,8,1,0.7,8,1
2012/12/31,5.0,8,1,-1.0,8,1
