ダウンロードした時刻：2020/12/23 22:03:18

,松本,松本,松本,松本,松本,松本
2019/4/17,19.4,8,1,4.9,8,1
2019/4/18,22.7,8,1,6.7,8,1
2019/4/19,21.6,8,1,7.0,8,1
2019/4/20,22.8,8,1,5.7,8,1
2019/4/21,22.8,8,1,5.4,8,1
2019/4/22,23.4,8,1,9.8,8,1
2019/4/23,27.7,8,1,6.7,8,1
2019/4/24,18.2,8,1,15.7,8,1
2019/4/25,25.5,8,1,15.0,8,1
2019/4/26,20.6,8,1,9.0,8,1
2019/4/27,11.9,8,1,1.5,8,1
2019/4/28,16.0,8,1,-0.8,8,1
2019/4/29,17.6,8,1,4.0,8,1
2019/4/30,14.9,8,1,9.2,8,1
2019/5/1,16.0,8,1,12.1,8,1
2019/5/2,19.5,8,1,7.8,8,1
2019/5/3,23.1,8,1,5.9,8,1
2019/5/4,24.1,8,1,6.6,8,1
2019/5/5,25.9,8,1,7.3,8,1
2019/5/6,22.9,8,1,9.5,8,1
2019/5/7,13.8,8,1,3.7,8,1
2019/5/8,22.5,8,1,1.2,8,1
2019/5/9,21.9,8,1,10.8,8,1
2019/5/10,26.2,8,1,7.0,8,1
2019/5/11,27.1,8,1,9.2,8,1
2019/5/12,27.2,8,1,8.5,8,1
2019/5/13,27.6,8,1,9.4,8,1
2019/5/14,22.7,8,1,11.5,8,1
2019/5/15,25.0,8,1,9.6,8,1
2019/5/16,26.3,8,1,13.5,8,1
2019/5/17,26.3,8,1,14.3,8,1
2019/5/18,25.9,8,1,13.6,8,1
2019/5/19,27.2,8,1,14.3,8,1
2019/5/20,26.3,8,1,12.8,8,1
2019/5/21,23.7,8,1,13.5,8,1
2019/5/22,24.6,8,1,9.6,8,1
2019/5/23,26.3,8,1,9.3,8,1
2019/5/24,27.2,8,1,10.6,8,1
2019/5/25,32.0,8,1,10.6,8,1
2019/5/26,32.2,8,1,14.3,8,1
2019/5/27,33.6,8,1,15.4,8,1
2019/5/28,23.7,8,1,17.0,8,1
2019/5/29,22.7,8,1,10.4,8,1
2019/5/30,26.9,8,1,7.3,8,1
2019/5/31,20.4,8,1,12.6,8,1
2019/6/1,26.5,8,1,10.9,8,1
2019/6/2,22.6,8,1,13.8,8,1
2019/6/3,29.4,8,1,13.5,8,1
2019/6/4,30.8,8,1,15.5,8,1
2019/6/5,29.4,8,1,17.4,8,1
2019/6/6,29.5,8,1,15.9,8,1
2019/6/7,19.9,8,1,15.2,8,1
2019/6/8,22.0,8,1,14.3,8,1
2019/6/9,18.7,8,1,13.4,8,1
2019/6/10,17.0,8,1,12.0,8,1
2019/6/11,24.0,8,1,11.2,8,1
2019/6/12,21.6,8,1,13.2,8,1
2019/6/13,27.4,8,1,13.2,8,1
2019/6/14,28.1,8,1,14.3,8,1
2019/6/15,16.3,8,1,13.6,8,1
2019/6/16,23.6,8,1,13.6,8,1
2019/6/17,24.2,8,1,11.6,8,1
2019/6/18,27.5,8,1,12.8,8,1
2019/6/19,28.6,8,1,14.8,8,1
2019/6/20,28.6,8,1,15.6,8,1
2019/6/21,29.3,8,1,16.1,8,1
2019/6/22,25.9,8,1,17.3,8,1
2019/6/23,27.5,8,1,16.9,8,1
2019/6/24,21.8,8,1,15.0,8,1
2019/6/25,29.4,8,1,12.7,8,1
2019/6/26,30.8,8,1,15.5,8,1
2019/6/27,25.6,8,1,21.1,8,1
2019/6/28,29.8,8,1,20.3,8,1
2019/6/29,27.3,8,1,19.5,8,1
2019/6/30,30.9,8,1,20.2,8,1
2019/7/1,29.9,8,1,20.0,8,1
2019/7/2,28.7,8,1,20.0,8,1
2019/7/3,27.0,8,1,19.4,8,1
2019/7/4,27.5,8,1,19.1,8,1
2019/7/5,28.0,8,1,20.2,8,1
2019/7/6,25.1,8,1,19.3,8,1
2019/7/7,24.9,8,1,18.8,8,1
2019/7/8,26.9,8,1,18.3,8,1
2019/7/9,26.0,8,1,18.7,8,1
2019/7/10,29.7,8,1,18.3,8,1
2019/7/11,24.5,8,1,18.2,8,1
2019/7/12,29.1,8,1,17.1,8,1
2019/7/13,26.5,8,1,18.7,8,1
2019/7/14,24.2,8,1,18.2,8,1
2019/7/15,27.9,8,1,19.3,8,1
2019/7/16,28.1,8,1,19.9,8,1
2019/7/17,30.9,8,1,19.3,8,1
2019/7/18,24.9,8,1,19.4,8,1
2019/7/19,29.0,8,1,20.4,8,1
2019/7/20,26.8,8,1,21.6,8,1
2019/7/21,30.6,8,1,20.5,8,1
2019/7/22,27.4,8,1,21.3,8,1
2019/7/23,31.5,8,1,20.5,8,1
2019/7/24,32.2,8,1,21.6,8,1
2019/7/25,33.1,8,1,22.4,8,1
2019/7/26,32.2,8,1,22.6,8,1
2019/7/27,29.7,8,1,22.2,8,1
2019/7/28,31.2,8,1,21.4,8,1
2019/7/29,32.7,8,1,21.7,8,1
2019/7/30,34.2,8,1,21.5,8,1
2019/7/31,33.7,8,1,22.8,8,1
2019/8/1,34.4,8,1,24.0,8,1
2019/8/2,35.2,8,1,23.9,8,1
2019/8/3,34.7,8,1,24.0,8,1
2019/8/4,34.7,8,1,23.8,8,1
2019/8/5,34.9,8,1,24.6,8,1
2019/8/6,35.7,8,1,22.9,8,1
2019/8/7,36.7,8,1,22.6,8,1
2019/8/8,35.3,8,1,21.6,8,1
2019/8/9,34.5,8,1,22.0,8,1
2019/8/10,34.7,8,1,23.2,8,1
2019/8/11,35.1,8,1,23.3,8,1
2019/8/12,33.6,8,1,23.0,8,1
2019/8/13,34.6,8,1,23.2,8,1
2019/8/14,31.1,8,1,23.4,8,1
2019/8/15,32.4,8,1,25.1,8,1
2019/8/16,31.2,8,1,24.1,8,1
2019/8/17,34.3,8,1,22.3,8,1
2019/8/18,34.5,8,1,22.6,8,1
2019/8/19,32.0,8,1,22.7,8,1
2019/8/20,29.9,8,1,21.4,8,1
2019/8/21,28.9,8,1,21.4,8,1
2019/8/22,25.9,8,1,20.8,8,1
2019/8/23,28.2,8,1,21.5,8,1
2019/8/24,30.3,8,1,18.1,8,1
2019/8/25,29.5,8,1,18.4,8,1
2019/8/26,28.8,8,1,17.7,8,1
2019/8/27,27.8,8,1,17.9,8,1
2019/8/28,26.8,8,1,19.7,8,1
2019/8/29,30.7,8,1,21.1,8,1
2019/8/30,25.3,8,1,21.2,8,1
2019/8/31,30.7,8,1,19.4,8,1
2019/9/1,24.9,8,1,18.0,8,1
2019/9/2,29.7,8,1,18.1,8,1
2019/9/3,29.7,8,1,19.5,8,1
2019/9/4,27.7,8,1,20.8,8,1
2019/9/5,29.8,8,1,20.1,8,1
2019/9/6,32.7,8,1,19.8,8,1
2019/9/7,33.4,8,1,18.6,8,1
2019/9/8,32.5,8,1,20.5,8,1
2019/9/9,32.1,8,1,22.4,8,1
2019/9/10,33.7,8,1,21.3,8,1
2019/9/11,33.1,8,1,20.9,8,1
2019/9/12,25.8,8,1,18.2,8,1
2019/9/13,21.8,8,1,16.9,8,1
2019/9/14,28.5,8,1,15.8,8,1
2019/9/15,30.0,8,1,19.4,8,1
2019/9/16,27.0,8,1,18.5,8,1
2019/9/17,28.4,8,1,19.1,8,1
2019/9/18,22.2,8,1,17.8,8,1
2019/9/19,22.1,8,1,12.8,8,1
2019/9/20,23.7,8,1,11.8,8,1
2019/9/21,19.2,8,1,14.3,8,1
2019/9/22,24.6,8,1,15.8,8,1
2019/9/23,30.7,8,1,18.3,8,1
2019/9/24,24.8,8,1,16.6,8,1
2019/9/25,25.1,8,1,14.4,8,1
2019/9/26,27.7,8,1,12.3,8,1
2019/9/27,29.3,8,1,14.1,8,1
2019/9/28,25.7,8,1,17.7,8,1
2019/9/29,29.7,8,1,16.1,8,1
2019/9/30,28.3,8,1,18.5,8,1
2019/10/1,29.6,8,1,17.2,8,1
2019/10/2,29.6,8,1,15.4,8,1
2019/10/3,27.3,8,1,18.6,8,1
2019/10/4,25.8,8,1,16.7,8,1
2019/10/5,25.1,8,1,14.6,8,1
2019/10/6,22.5,8,1,14.2,8,1
2019/10/7,23.2,8,1,13.7,8,1
2019/10/8,23.2,8,1,15.0,8,1
2019/10/9,19.8,8,1,10.1,8,1
2019/10/10,25.3,8,1,7.1,8,1
2019/10/11,22.8,8,1,14.0,8,1
2019/10/12,20.4,8,1,17.4,8,1
2019/10/13,21.9,8,1,12.8,8,1
2019/10/14,13.8,8,1,11.8,8,1
2019/10/15,17.6,8,1,10.2,8,1
2019/10/16,18.4,8,1,8.2,8,1
2019/10/17,19.6,8,1,7.9,8,1
2019/10/18,17.3,8,1,12.4,8,1
2019/10/19,23.8,8,1,12.5,8,1
2019/10/20,20.3,8,1,13.3,8,1
2019/10/21,17.1,8,1,13.3,8,1
2019/10/22,18.7,8,1,11.3,8,1
2019/10/23,21.2,8,1,11.4,8,1
2019/10/24,18.1,8,1,11.9,8,1
2019/10/25,13.2,8,1,11.2,8,1
2019/10/26,17.6,8,1,11.2,8,1
2019/10/27,17.1,8,1,9.1,8,1
2019/10/28,18.3,8,1,8.2,8,1
2019/10/29,11.9,8,1,8.9,8,1
2019/10/30,16.9,8,1,8.2,8,1
2019/10/31,18.6,8,1,7.9,8,1
2019/11/1,20.8,8,1,4.0,8,1
2019/11/2,17.2,8,1,5.9,8,1
2019/11/3,17.4,8,1,5.6,8,1
2019/11/4,14.6,8,1,3.9,8,1
2019/11/5,14.9,8,1,1.3,8,1
2019/11/6,16.4,8,1,0.3,8,1
2019/11/7,20.1,8,1,1.3,8,1
2019/11/8,12.2,8,1,2.8,8,1
2019/11/9,15.2,8,1,0.2,8,1
2019/11/10,14.2,8,1,3.0,8,1
2019/11/11,16.5,8,1,5.1,8,1
2019/11/12,16.6,8,1,6.1,8,1
2019/11/13,20.0,8,1,2.2,8,1
2019/11/14,17.2,8,1,2.5,8,1
2019/11/15,13.9,8,1,0.3,8,1
2019/11/16,14.9,8,1,1.0,8,1
2019/11/17,13.3,8,1,1.6,8,1
2019/11/18,20.2,8,1,4.2,8,1
2019/11/19,16.8,8,1,5.4,8,1
2019/11/20,10.0,8,1,0.1,8,1
2019/11/21,10.6,8,1,-2.2,8,1
2019/11/22,8.3,8,1,-1.5,8,1
2019/11/23,14.0,8,1,4.0,8,1
2019/11/24,20.8,8,1,10.1,8,1
2019/11/25,16.9,8,1,5.6,8,1
2019/11/26,10.2,8,1,4.5,8,1
2019/11/27,16.9,8,1,4.7,8,1
2019/11/28,7.2,8,1,0.6,8,1
2019/11/29,6.5,8,1,-2.1,8,1
2019/11/30,6.9,8,1,-3.0,8,1
2019/12/1,15.2,8,1,-2.5,8,1
2019/12/2,15.1,8,1,6.9,8,1
2019/12/3,11.1,8,1,2.0,8,1
2019/12/4,10.6,8,1,0.9,8,1
2019/12/5,9.9,8,1,-0.9,8,1
2019/12/6,5.6,8,1,-0.5,8,1
2019/12/7,3.8,8,1,-1.8,8,1
2019/12/8,6.3,8,1,-4.3,8,1
2019/12/9,13.2,8,1,-3.4,8,1
2019/12/10,15.7,8,1,-1.3,8,1
2019/12/11,13.8,8,1,-1.8,8,1
2019/12/12,12.4,8,1,0.3,8,1
2019/12/13,7.0,8,1,-1.8,8,1
2019/12/14,12.4,8,1,-2.8,8,1
2019/12/15,6.9,8,1,-1.9,8,1
2019/12/16,11.4,8,1,-4.5,8,1
2019/12/17,13.4,8,1,-0.1,8,1
2019/12/18,13.0,8,1,4.0,8,1
2019/12/19,10.1,8,1,1.2,8,1
2019/12/20,10.6,8,1,-0.3,8,1
2019/12/21,8.9,8,1,-1.2,8,1
2019/12/22,5.0,8,1,-1.2,8,1
2019/12/23,6.9,8,1,0.2,8,1
2019/12/24,5.0,8,1,-1.7,8,1
2019/12/25,12.2,8,1,-3.8,8,1
2019/12/26,4.6,8,1,0.0,8,1
2019/12/27,6.5,8,1,-1.9,8,1
2019/12/28,4.7,8,1,-3.6,8,1
2019/12/29,6.7,8,1,-5.1,8,1
2019/12/30,11.6,8,1,-0.7,8,1
2019/12/31,13.6,8,1,-2.7,8,1
