ダウンロードした時刻：2020/12/23 22:04:29

,松本,松本,松本,松本,松本,松本
2015/4/18,19.9,8,1,0.6,8,1
2015/4/19,14.0,8,1,4.1,8,1
2015/4/20,20.7,8,1,9.5,8,1
2015/4/21,15.8,8,1,5.9,8,1
2015/4/22,23.1,8,1,3.1,8,1
2015/4/23,22.9,8,1,6.6,8,1
2015/4/24,24.8,8,1,11.1,8,1
2015/4/25,21.0,8,1,6.9,8,1
2015/4/26,24.7,8,1,3.8,8,1
2015/4/27,28.6,8,1,8.9,8,1
2015/4/28,28.1,8,1,10.7,8,1
2015/4/29,26.5,8,1,11.0,8,1
2015/4/30,26.0,8,1,10.4,8,1
2015/5/1,27.6,8,1,9.8,8,1
2015/5/2,29.3,8,1,10.5,8,1
2015/5/3,28.5,8,1,12.1,8,1
2015/5/4,24.2,8,1,15.6,8,1
2015/5/5,22.7,8,1,10.4,8,1
2015/5/6,26.3,8,1,8.8,8,1
2015/5/7,25.3,8,1,11.9,8,1
2015/5/8,25.4,8,1,12.6,8,1
2015/5/9,21.1,8,1,11.9,8,1
2015/5/10,21.4,8,1,6.4,8,1
2015/5/11,25.5,8,1,3.7,8,1
2015/5/12,22.8,8,1,13.9,8,1
2015/5/13,24.2,8,1,12.9,8,1
2015/5/14,29.7,8,1,16.3,8,1
2015/5/15,29.5,8,1,15.3,8,1
2015/5/16,22.0,8,1,13.4,8,1
2015/5/17,25.0,8,1,11.9,8,1
2015/5/18,27.1,8,1,9.3,8,1
2015/5/19,28.0,8,1,11.2,8,1
2015/5/20,29.5,8,1,12.5,8,1
2015/5/21,21.7,8,1,10.3,8,1
2015/5/22,25.7,8,1,7.8,8,1
2015/5/23,27.6,8,1,11.1,8,1
2015/5/24,25.7,8,1,13.4,8,1
2015/5/25,27.1,8,1,12.3,8,1
2015/5/26,28.0,8,1,12.6,8,1
2015/5/27,31.4,8,1,11.6,8,1
2015/5/28,30.4,8,1,14.2,8,1
2015/5/29,27.5,8,1,18.0,8,1
2015/5/30,31.9,8,1,15.5,8,1
2015/5/31,26.0,8,1,14.4,8,1
2015/6/1,32.1,8,1,12.3,8,1
2015/6/2,30.9,8,1,16.1,8,1
2015/6/3,25.7,8,1,14.4,8,1
2015/6/4,25.1,8,1,10.4,8,1
2015/6/5,16.8,8,1,9.6,8,1
2015/6/6,20.4,8,1,10.8,8,1
2015/6/7,26.1,8,1,8.9,8,1
2015/6/8,26.8,8,1,13.3,8,1
2015/6/9,19.7,8,1,14.3,8,1
2015/6/10,27.3,8,1,15.1,8,1
2015/6/11,29.3,8,1,14.0,8,1
2015/6/12,26.5,8,1,17.0,8,1
2015/6/13,29.7,8,1,16.2,8,1
2015/6/14,28.4,8,1,18.4,8,1
2015/6/15,28.6,8,1,16.1,8,1
2015/6/16,25.5,8,1,17.9,8,1
2015/6/17,27.0,8,1,17.0,8,1
2015/6/18,22.5,8,1,16.7,8,1
2015/6/19,18.4,8,1,15.6,8,1
2015/6/20,26.0,8,1,14.9,8,1
2015/6/21,23.3,8,1,16.8,8,1
2015/6/22,27.6,8,1,16.5,8,1
2015/6/23,28.0,8,1,16.9,8,1
2015/6/24,29.2,8,1,14.9,8,1
2015/6/25,29.4,8,1,19.1,8,1
2015/6/26,23.2,8,1,17.1,8,1
2015/6/27,27.7,8,1,17.2,8,1
2015/6/28,28.1,8,1,15.6,8,1
2015/6/29,28.7,8,1,15.5,8,1
2015/6/30,26.6,8,1,17.6,8,1
2015/7/1,27.9,8,1,15.2,8,1
2015/7/2,30.7,8,1,16.7,8,1
2015/7/3,26.7,8,1,18.6,8,1
2015/7/4,23.4,8,1,17.4,8,1
2015/7/5,24.3,8,1,16.5,8,1
2015/7/6,21.2,8,1,17.1,8,1
2015/7/7,21.9,8,1,17.6,8,1
2015/7/8,23.5,8,1,17.6,8,1
2015/7/9,23.0,8,1,19.0,8,1
2015/7/10,30.6,8,1,18.8,8,1
2015/7/11,31.2,8,1,16.0,8,1
2015/7/12,33.4,8,1,17.9,8,1
2015/7/13,32.6,8,1,24.0,8,1
2015/7/14,33.9,8,1,24.1,8,1
2015/7/15,35.1,8,1,21.6,8,1
2015/7/16,27.6,8,1,21.0,8,1
2015/7/17,27.9,8,1,22.2,8,1
2015/7/18,25.2,8,1,21.3,8,1
2015/7/19,30.9,8,1,22.6,8,1
2015/7/20,34.4,8,1,24.8,8,1
2015/7/21,33.9,8,1,22.0,8,1
2015/7/22,32.4,8,1,22.6,8,1
2015/7/23,28.9,8,1,21.9,8,1
2015/7/24,33.7,8,1,21.5,8,1
2015/7/25,34.3,8,1,21.9,8,1
2015/7/26,35.8,8,1,21.0,8,1
2015/7/27,35.1,8,1,20.6,8,1
2015/7/28,32.1,8,1,21.9,8,1
2015/7/29,33.5,8,1,23.0,8,1
2015/7/30,33.7,8,1,23.6,8,1
2015/7/31,35.7,8,1,23.7,8,1
2015/8/1,35.9,8,1,23.9,8,1
2015/8/2,36.0,8,1,22.5,8,1
2015/8/3,35.7,8,1,21.3,8,1
2015/8/4,35.1,8,1,21.1,8,1
2015/8/5,36.7,8,1,22.5,8,1
2015/8/6,34.3,8,1,21.4,8,1
2015/8/7,36.6,8,1,22.0,8,1
2015/8/8,35.5,8,1,21.8,8,1
2015/8/9,35.5,8,1,22.4,8,1
2015/8/10,33.5,8,1,23.1,8,1
2015/8/11,32.4,8,1,23.0,8,1
2015/8/12,29.9,8,1,22.6,8,1
2015/8/13,26.9,8,1,20.1,8,1
2015/8/14,30.2,8,1,21.9,8,1
2015/8/15,32.8,8,1,20.1,8,1
2015/8/16,33.7,8,1,20.9,8,1
2015/8/17,25.3,8,1,18.7,8,1
2015/8/18,31.8,8,1,21.5,8,1
2015/8/19,29.4,8,1,21.2,8,1
2015/8/20,26.2,8,1,20.4,8,1
2015/8/21,27.0,8,1,20.2,8,1
2015/8/22,32.5,8,1,22.7,8,1
2015/8/23,28.2,8,1,20.9,8,1
2015/8/24,29.4,8,1,20.4,8,1
2015/8/25,23.2,8,1,16.6,8,1
2015/8/26,20.7,8,1,15.4,8,1
2015/8/27,27.7,8,1,18.8,8,1
2015/8/28,29.7,8,1,19.8,8,1
2015/8/29,24.0,8,1,18.2,8,1
2015/8/30,21.2,8,1,18.7,8,1
2015/8/31,27.0,8,1,18.6,8,1
2015/9/1,25.4,8,1,19.5,8,1
2015/9/2,31.0,8,1,19.4,8,1
2015/9/3,27.6,8,1,17.7,8,1
2015/9/4,28.9,8,1,17.9,8,1
2015/9/5,26.6,8,1,17.2,8,1
2015/9/6,21.0,8,1,17.0,8,1
2015/9/7,20.5,8,1,17.0,8,1
2015/9/8,20.6,8,1,18.2,8,1
2015/9/9,26.0,8,1,17.6,8,1
2015/9/10,28.3,8,1,16.6,8,1
2015/9/11,27.1,8,1,16.9,8,1
2015/9/12,29.7,8,1,14.3,8,1
2015/9/13,27.1,8,1,16.6,8,1
2015/9/14,24.8,8,1,14.6,8,1
2015/9/15,26.0,8,1,15.9,8,1
2015/9/16,23.6,8,1,17.5,8,1
2015/9/17,17.6,8,1,15.8,8,1
2015/9/18,26.7,8,1,15.2,8,1
2015/9/19,25.8,8,1,15.3,8,1
2015/9/20,24.2,8,1,13.7,8,1
2015/9/21,24.8,8,1,13.7,8,1
2015/9/22,26.0,8,1,14.3,8,1
2015/9/23,26.4,8,1,13.0,8,1
2015/9/24,18.7,8,1,14.4,8,1
2015/9/25,17.1,8,1,14.2,8,1
2015/9/26,22.1,8,1,15.9,8,1
2015/9/27,24.1,8,1,14.8,8,1
2015/9/28,25.9,8,1,14.0,8,1
2015/9/29,22.2,8,1,11.4,8,1
2015/9/30,20.6,8,1,8.1,8,1
2015/10/1,20.2,8,1,9.3,8,1
2015/10/2,22.5,8,1,11.1,8,1
2015/10/3,23.5,8,1,9.4,8,1
2015/10/4,21.2,8,1,8.4,8,1
2015/10/5,16.9,8,1,9.6,8,1
2015/10/6,21.2,8,1,9.4,8,1
2015/10/7,19.6,8,1,8.2,8,1
2015/10/8,20.1,8,1,6.3,8,1
2015/10/9,21.7,8,1,5.8,8,1
2015/10/10,20.7,8,1,8.1,8,1
2015/10/11,19.2,8,1,12.1,8,1
2015/10/12,20.8,8,1,9.7,8,1
2015/10/13,20.9,8,1,8.0,8,1
2015/10/14,19.3,8,1,5.7,8,1
2015/10/15,19.7,8,1,4.3,8,1
2015/10/16,21.6,8,1,6.7,8,1
2015/10/17,23.1,8,1,11.0,8,1
2015/10/18,24.5,8,1,11.3,8,1
2015/10/19,22.3,8,1,10.1,8,1
2015/10/20,22.5,8,1,8.9,8,1
2015/10/21,22.5,8,1,11.9,8,1
2015/10/22,21.2,8,1,8.2,8,1
2015/10/23,19.2,8,1,10.9,8,1
2015/10/24,25.3,8,1,10.7,8,1
2015/10/25,15.8,8,1,3.4,8,1
2015/10/26,16.3,8,1,1.1,8,1
2015/10/27,21.9,8,1,6.4,8,1
2015/10/28,19.6,8,1,11.0,8,1
2015/10/29,18.9,8,1,6.3,8,1
2015/10/30,17.9,8,1,5.1,8,1
2015/10/31,14.6,8,1,3.4,8,1
2015/11/1,14.2,8,1,0.7,8,1
2015/11/2,9.3,8,1,6.6,8,1
2015/11/3,16.3,8,1,5.5,8,1
2015/11/4,18.1,8,1,1.5,8,1
2015/11/5,19.8,8,1,2.3,8,1
2015/11/6,20.6,8,1,3.4,8,1
2015/11/7,18.3,8,1,8.4,8,1
2015/11/8,18.5,8,1,12.0,8,1
2015/11/9,22.6,8,1,14.3,8,1
2015/11/10,15.1,8,1,9.4,8,1
2015/11/11,13.5,8,1,7.2,8,1
2015/11/12,14.3,8,1,6.9,8,1
2015/11/13,13.7,8,1,7.5,8,1
2015/11/14,12.3,8,1,8.8,8,1
2015/11/15,17.4,8,1,9.9,8,1
2015/11/16,20.2,8,1,9.6,8,1
2015/11/17,20.0,8,1,12.3,8,1
2015/11/18,14.5,8,1,10.6,8,1
2015/11/19,12.9,8,1,7.4,8,1
2015/11/20,14.2,8,1,6.5,8,1
2015/11/21,13.1,8,1,6.5,8,1
2015/11/22,13.5,8,1,5.1,8,1
2015/11/23,12.7,8,1,8.8,8,1
2015/11/24,18.2,8,1,5.4,8,1
2015/11/25,7.0,8,1,3.1,8,1
2015/11/26,13.2,8,1,1.7,8,1
2015/11/27,6.5,8,1,1.5,8,1
2015/11/28,10.8,8,1,2.5,8,1
2015/11/29,8.0,8,1,-0.3,8,1
2015/11/30,13.2,8,1,-0.5,8,1
2015/12/1,10.1,8,1,1.0,8,1
2015/12/2,15.6,8,1,-1.5,8,1
2015/12/3,15.3,8,1,4.4,8,1
2015/12/4,8.2,8,1,1.2,8,1
2015/12/5,11.6,8,1,3.6,8,1
2015/12/6,6.5,8,1,0.0,8,1
2015/12/7,9.4,8,1,-0.3,8,1
2015/12/8,10.0,8,1,-3.0,8,1
2015/12/9,9.5,8,1,-3.3,8,1
2015/12/10,13.6,8,1,-1.0,8,1
2015/12/11,13.4,8,1,7.1,8,1
2015/12/12,11.2,8,1,2.8,8,1
2015/12/13,11.1,8,1,2.8,8,1
2015/12/14,12.5,8,1,3.9,8,1
2015/12/15,16.8,8,1,3.0,8,1
2015/12/16,14.3,8,1,4.5,8,1
2015/12/17,5.5,8,1,-0.5,8,1
2015/12/18,5.7,8,1,-1.6,8,1
2015/12/19,4.9,8,1,-2.4,8,1
2015/12/20,8.3,8,1,-4.8,8,1
2015/12/21,10.4,8,1,4.0,8,1
2015/12/22,8.3,8,1,-0.3,8,1
2015/12/23,10.6,8,1,-1.8,8,1
2015/12/24,12.3,8,1,4.6,8,1
2015/12/25,7.5,8,1,1.0,8,1
2015/12/26,8.3,8,1,-1.2,8,1
2015/12/27,5.6,8,1,-4.0,8,1
2015/12/28,5.4,8,1,-6.4,8,1
2015/12/29,6.0,8,1,-3.0,8,1
2015/12/30,6.0,8,1,-6.4,8,1
2015/12/31,7.4,8,1,-5.5,8,1
